County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, Phase 1B Any Medical Condition"
Texas,--,3334900,1307663,1138582,169081,22448443,3769216,1591521,270194,9499038
Federal Long-Term Care Vaccination Program,--,853125,--,--,--,--,--,--,--,--
Anderson,4/5N,4700,1437,1388,49,49346,8955,2590,833,24078
Andrews,9/10,1100,702,675,27,13954,1905,401,106,5867
Angelina,4/5N,11200,4606,4588,18,70388,14706,7603,1752,34525
Aransas,11,600,601,567,34,19727,6538,542,252,10102
Archer,2/3,400,488,422,66,7533,1887,107,59,3131
Armstrong,1,200,217,211,6,1693,588,37,86,659
Atascosa,8,2900,1476,1342,134,39065,7743,1181,655,17891
Austin,6/5S,1400,1205,1166,39,25584,6512,1069,396,10132
Bailey,1,1475,155,153,2,5190,1024,156,74,2359
Bandera,8,200,939,901,38,19833,6530,426,186,9348
Bastrop,7,3200,2031,1848,183,70499,14746,2137,696,34606
Baylor,2/3,1575,434,429,5,3002,916,156,97,1287
Bee,11,4625,991,919,72,26904,4202,1219,684,13037
Bell,7,27300,13461,11387,2074,265191,37371,20144,2466,105279
Bexar,8,235400,96984,80127,16857,1541803,248261,127752,17100,696450
Blanco,7,300,939,917,22,10177,3274,167,102,4572
Borden,9/10,0,19,19,0,580,206,10,0,228
Bosque,7,1900,618,600,18,15491,4847,677,407,7171
Bowie,4/5N,8850,3020,2595,425,78179,16917,7877,1532,36179
Brazoria,6/5S,14600,16556,13461,3095,295635,48145,13914,2648,119229
Brazos,7,16125,6245,5731,514,185835,21605,10756,1278,64988
Brewster,9/10,1000,542,531,11,7291,1942,548,0,3547
Briscoe,1,100,154,153,1,1295,443,18,0,642
Brooks,11,600,183,183,0,5438,1441,396,246,2867
Brown,2/3,1600,947,922,25,31586,8452,1886,911,14261
Burleson,7,600,498,473,25,14721,3981,203,218,7277
Burnet,7,2800,1262,1155,107,39423,11162,2391,595,17381
Caldwell,7,1200,1005,936,69,33813,6558,1744,524,16400
Calhoun,8,1000,828,777,51,17169,3944,608,254,7841
Callahan,2/3,700,537,413,124,11666,3185,310,122,5346
Cameron,11,39850,25944,22497,3447,315242,59778,33067,6480,149238
Camp,4/5N,100,314,283,31,10054,2412,353,154,4991
Carson,1,200,414,403,11,4769,1096,77,0,2031
Cass,4/5N,300,393,347,46,24447,7203,1609,550,12120
Castro,1,700,386,383,3,5574,1267,152,174,2718
Chambers,6/5S,4200,1419,1290,129,34171,5692,1101,120,13721
Cherokee,4/5N,4200,1732,1671,61,41571,9380,1837,809,20430
Childress,1,900,451,446,5,5769,1177,276,136,2845
Clay,2/3,1275,571,497,74,8544,2430,175,60,4071
Cochran,1,100,348,288,60,2167,497,66,0,1139
Coke,9/10,0,119,107,12,2839,957,47,130,1324
Coleman,2/3,600,257,243,14,6555,2051,418,162,3427
Collin,2/3,47375,33987,29963,4024,806242,118818,56174,7544,256993
Collingsworth,1,300,293,292,1,2177,574,94,92,1084
Colorado,6/5S,600,656,641,15,17682,5065,1057,477,7953
Comal,8,9200,5115,4526,589,125758,29676,7125,1845,45927
Comanche,2/3,1475,547,541,6,11046,3438,418,292,5170
Concho,9/10,0,76,63,13,2381,528,81,66,1923
Cooke,2/3,1500,1249,1205,44,32501,7977,1347,552,14449
Coryell,7,2575,1311,1217,94,58277,6832,1291,594,25149
Cottle,2/3,0,46,46,0,1120,400,5,0,608
Crane,9/10,1175,154,152,2,3483,625,95,110,1547
Crockett,9/10,0,257,251,6,2687,716,45,56,1307
Crosby,1,1175,293,277,16,4386,1236,127,115,2252
Culberson,9/10,400,81,81,0,1797,529,79,0,972
Dallam,1,300,274,274,0,5092,691,95,0,2336
Dallas,2/3,236700,98366,83577,14789,2015538,284171,183122,21354,820238
Dawson,9/10,500,224,210,14,9997,1927,385,112,5005
Deaf Smith,1,1100,784,773,11,14288,2472,316,228,6265
Delta,4/5N,0,109,103,6,4312,1312,437,100,2090
Denton,2/3,39875,20388,18057,2331,702429,94410,34569,5667,276089
DeWitt,8,700,509,448,61,16610,4251,421,438,7926
Dickens,1,0,40,39,1,1840,546,29,0,943
Dimmit,8,1475,310,310,0,7130,1517,226,175,4018
Donley,1,100,235,233,2,2655,798,47,74,1278
Duval,11,300,589,578,11,8359,2073,107,150,4543
Eastland,2/3,600,739,720,19,14718,4181,1021,405,7102
Ector,9/10,15200,5573,5219,354,123303,16788,6730,1016,54750
Edwards,8,0,71,65,6,1605,586,27,0,792
El Paso,9/10,91975,58610,50678,7932,640715,111036,46429,8546,281334
Ellis,2/3,4600,5860,5134,726,146536,26120,5259,1781,61039
Erath,2/3,700,1068,996,72,34869,6466,1793,481,14817
Falls,7,1575,347,323,24,14306,3332,413,187,7192
Fannin,2/3,3275,1452,1412,40,29681,7609,1161,693,13661
Fayette,7,1200,843,819,24,21209,6683,1251,647,9754
Fisher,2/3,200,69,66,3,3139,996,184,28,1509
Floyd,1,200,339,335,4,4283,1207,156,68,2228
Foard,2/3,100,157,155,2,937,323,9,80,489
Fort Bend,6/5S,40950,34225,28783,5442,626861,97435,33263,4965,192056
Franklin,4/5N,400,362,352,10,8327,2189,181,163,3820
Freestone,7,1100,430,427,3,16551,4068,718,261,8172
Frio,8,2475,781,770,11,15133,2573,226,270,7605
Gaines,9/10,1100,591,584,7,14875,2237,348,95,6531
Galveston,6/5S,28050,21264,17783,3481,267032,50119,15388,2824,113161
Garza,1,0,85,76,9,5021,727,52,75,2607
Gillespie,8,3100,1097,1077,20,22728,8108,1453,706,10293
Glasscock,9/10,0,19,17,2,1108,296,28,0,491
Goliad,8,100,405,381,24,6615,2077,59,135,3059
Gonzales,8,1200,858,845,13,15931,3700,626,256,7818
Gray,1,1300,917,909,8,17050,3428,927,315,8475
Grayson,2/3,19900,5395,5099,296,107568,25224,10711,1989,49725
Gregg,4/5N,11925,5370,4338,1032,97771,19676,10046,2328,45063
Grimes,7,1100,744,720,24,23692,5592,422,311,11724
Guadalupe,8,6275,4412,3846,566,130156,24014,5123,1292,56504
Hale,1,2600,1536,1458,78,25066,4629,1308,399,12481
Hall,1,0,177,173,4,2399,745,42,72,1348
Hamilton,7,1200,1545,1542,3,6957,2150,503,296,3427
Hansford,1,600,253,251,2,3992,874,163,84,1970
Hardeman,2/3,500,322,316,6,3017,769,118,16,1552
Hardin,6/5S,4100,1672,1612,60,47640,10521,1237,527,19766
Harris,6/5S,462725,207371,174843,32528,3573784,490810,281834,27084,1572384
Harrison,4/5N,2700,1624,1387,237,53015,11647,3586,608,25401
Hartley,1,1475,162,161,1,4850,899,203,94,2001
Haskell,2/3,100,191,184,7,4635,1242,136,68,2483
Hays,7,15175,8319,7464,855,183387,29281,7680,1557,67042
Hemphill,1,800,376,375,1,2788,547,113,98,1271
Henderson,4/5N,3400,2044,1815,229,67614,18942,2628,932,35206
Hidalgo,11,90225,28959,25099,3860,649795,102347,62827,16918,319830
Hill,7,900,1188,1142,46,29221,8003,1219,523,14733
Hockley,1,900,791,684,107,17482,3513,795,263,8124
Hood,2/3,2200,1242,1190,52,50235,15761,2493,862,23089
Hopkins,4/5N,2300,1179,1084,95,29578,7446,1680,620,13891
Houston,4/5N,1500,1006,997,9,19208,5038,1114,426,9989
Howard,9/10,2600,935,913,22,28821,4493,1826,454,14072
Hudspeth,9/10,0,69,66,3,2968,818,35,0,2097
Hunt,2/3,6850,2830,2631,199,77702,16832,4485,947,36713
Hutchinson,1,500,663,650,13,15984,3458,545,246,7583
Irion,9/10,0,44,41,3,1345,412,19,0,563
Jack,2/3,300,341,323,18,7488,1604,226,149,3304
Jackson,8,2775,648,610,38,11172,2670,422,237,5354
Jasper,4/5N,3500,745,721,24,28248,7271,1952,374,15256
Jeff Davis,9/10,0,65,65,0,2146,846,29,0,1042
Jefferson,6/5S,18875,4661,4330,331,198728,36802,16838,2497,109233
Jim Hogg,11,100,446,445,1,3764,898,35,60,1972
Jim Wells,11,2275,1128,1055,73,29988,6423,4090,1033,15173
Johnson,2/3,2900,4413,3871,542,135188,26669,5142,1260,61261
Jones,2/3,200,532,431,101,16827,3127,400,340,8290
Karnes,8,1200,443,435,8,12523,2489,396,244,6085
Kaufman,2/3,3350,4282,3733,549,104736,19164,4062,1176,43786
Kendall,8,2300,2449,2005,444,38074,9979,2094,801,15516
Kenedy,11,0,14,13,1,315,94,1,0,176
Kent,2/3,0,48,48,0,633,235,14,60,275
Kerr,8,3100,1305,1292,13,43611,14400,3557,1022,20395
Kimble,9/10,300,198,188,10,3844,1379,104,0,1891
King,1,0,9,8,1,233,60,5,0,93
Kinney,8,0,28,28,0,2931,889,19,0,1673
Kleberg,11,2975,950,894,56,25862,4574,1835,341,10851
Knox,2/3,300,201,198,3,2861,823,117,127,1265
La Salle,8,1075,130,126,4,6105,1224,37,60,2810
Lamar,4/5N,3100,1727,1701,26,40212,10314,3737,745,19135
Lamb,1,200,536,502,34,9647,2400,541,226,5028
Lampasas,7,200,394,351,43,17275,4497,436,284,8188
Lavaca,8,1600,1081,1045,36,16041,4537,881,620,7426
Lee,7,600,452,440,12,13837,3373,363,226,6632
Leon,7,600,380,374,6,14066,4292,256,74,6485
Liberty,6/5S,4275,1784,1692,92,70912,13765,2505,614,32693
Limestone,7,1100,597,586,11,19033,4691,2488,1060,9655
Lipscomb,1,0,163,162,1,2496,636,31,61,1202
Live Oak,11,200,293,285,8,9966,2656,55,100,4881
Llano,7,100,578,534,44,18642,7523,340,358,9093
Loving,9/10,0,5,5,0,83,34,1,0,47
Lubbock,1,65300,26608,21826,4782,243899,41235,24699,4151,94573
Lynn,1,200,365,331,34,4820,1113,212,40,2246
Madison,7,600,279,267,12,11353,2256,314,258,5423
Marion,4/5N,0,176,149,27,8117,2491,372,158,4457
Martin,9/10,300,310,290,20,4306,880,184,0,1849
Mason,9/10,200,175,160,15,3567,1322,126,0,1710
Matagorda,6/5S,2500,576,566,10,28353,6359,1540,369,14206
Maverick,8,3600,1927,1919,8,42357,7656,3716,1198,21160
McCulloch,9/10,500,282,270,12,6675,2024,303,122,3045
McLennan,7,18650,9749,8749,1000,198642,37827,14401,3591,84638
McMullen,11,0,9,8,1,640,256,13,0,288
Medina,8,1000,1645,1514,131,42991,9239,1165,811,19399
Menard,9/10,0,81,72,9,1759,687,15,40,887
Midland,9/10,11475,5165,3803,1362,132357,17262,7414,1391,54263
Milam,7,1500,1075,1050,25,19805,5508,693,254,10021
Mills,7,200,257,252,5,3970,1369,186,152,1970
Mitchell,2/3,600,268,267,1,7087,1476,310,96,3086
Montague,2/3,1175,565,502,63,15803,4504,678,383,7509
Montgomery,6/5S,41100,15843,13890,1953,470846,84212,25684,3769,177437
Moore,1,800,1001,992,9,15513,2464,477,176,7114
Morris,4/5N,300,335,320,15,9938,2901,146,179,4953
Motley,1,0,47,46,1,1016,403,20,50,504
Nacogdoches,4/5N,6700,3709,3694,15,52561,10458,3380,851,24062
Navarro,2/3,2500,1171,1136,35,40888,9624,2099,869,19328
Newton,4/5N,400,256,253,3,11070,2715,101,113,6051
Nolan,2/3,1600,959,924,35,10998,2627,692,251,5398
Nueces,11,40450,16689,14294,2395,282299,51768,30463,4100,135074
Ochiltree,1,900,443,440,3,7508,1186,218,114,3211
Oldham,1,0,169,161,8,1714,417,20,0,743
Orange,6/5S,1200,907,854,53,65680,14828,2217,554,32089
Palo Pinto,2/3,800,646,634,12,23268,5869,1093,283,11269
Panola,4/5N,1200,552,517,35,19325,4774,784,377,9112
Parker,2/3,6850,4312,3978,334,112329,24963,4236,1301,47252
Parmer,1,500,417,412,5,7111,1387,171,174,3503
Pecos,9/10,1200,594,570,24,11723,2090,458,120,5876
Polk,4/5N,2700,1125,1097,28,41511,10157,1578,574,20999
Potter,1,46150,10530,9965,565,89806,16187,12650,1877,41999
Presidio,9/10,400,214,214,0,5092,1503,38,0,3005
Rains,4/5N,200,256,237,19,10262,3084,221,68,4960
Randall,1,4600,16294,15275,1019,109144,21784,4683,869,41519
Reagan,9/10,100,122,113,9,2900,544,62,42,1287
Real,8,0,113,112,1,2882,1135,27,86,1608
Red River,4/5N,200,465,462,3,9511,2902,490,252,5235
Reeves,9/10,1375,388,383,5,13004,2131,308,89,5885
Refugio,11,600,422,413,9,5497,1635,242,64,2785
Roberts,1,0,45,45,0,673,210,20,0,323
Robertson,7,700,457,440,17,14216,3542,273,252,6514
Rockwall,2/3,4400,3277,2904,373,81869,14227,4867,1327,30252
Runnels,2/3,1000,791,727,64,7992,2310,499,312,3905
Rusk,4/5N,1000,1070,960,110,44061,9463,1914,749,21319
Sabine,4/5N,1200,515,513,2,9116,3288,790,186,4721
San Augustine,4/5N,800,271,269,2,6982,2335,413,337,3730
San Jacinto,4/5N,1100,611,587,24,23713,6477,230,190,12311
San Patricio,11,1700,1598,1434,164,51382,10700,1409,396,22807
San Saba,7,200,80,76,4,5108,1536,95,72,2501
Schleicher,9/10,200,126,104,22,2184,564,71,34,1028
Scurry,2/3,1475,349,344,5,12956,2503,560,128,6242
Shackelford,2/3,0,82,65,17,2694,694,122,0,1223
Shelby,4/5N,1200,522,518,4,18618,4285,754,369,9951
Sherman,1,0,113,112,1,2368,524,34,42,1047
Smith,4/5N,38750,15224,13029,2195,181426,38833,24195,2911,75818
Somervell,2/3,0,249,236,13,7769,2079,263,220,3417
Starr,11,2900,1929,1855,74,46042,7973,5154,1966,23826
Stephens,2/3,300,222,214,8,7614,1989,282,92,3830
Sterling,9/10,0,45,44,1,1019,306,9,44,445
Stonewall,2/3,200,59,56,3,1136,425,66,80,533
Sutton,9/10,100,107,90,17,2909,758,102,0,1326
Swisher,1,100,374,369,5,5843,1484,146,61,2985
Tarrant,2/3,215950,66830,61135,5695,1596169,246738,117603,18366,660059
Taylor,2/3,12750,9114,6462,2652,108531,20790,13362,2443,43683
Terrell,9/10,0,29,28,1,652,245,13,0,356
Terry,1,2375,737,717,20,9564,1942,478,178,4766
Throckmorton,2/3,200,119,119,0,1187,400,68,0,605
Titus,4/5N,2700,770,758,12,25312,5155,2112,633,11794
Tom Green,9/10,12000,8082,6321,1761,93428,18529,7802,1606,39665
Travis,7,126550,57930,49802,8128,1016090,126607,72623,8271,337286
Trinity,4/5N,1775,444,442,2,12118,3960,400,241,6368
Tyler,4/5N,1200,836,834,2,18704,5080,627,238,9278
Upshur,4/5N,500,1033,857,176,33211,7910,852,567,15425
Upton,9/10,200,168,153,15,2790,680,189,30,1304
Uvalde,8,2775,1020,1005,15,20809,4433,1687,459,10179
Val Verde,8,3075,1251,1239,12,38039,7591,3134,490,17165
Van Zandt,4/5N,2000,1740,1587,153,45144,12228,1691,711,21537
Victoria,8,6575,4547,3781,766,72004,14413,6748,1008,33178
Walker,6/5S,3200,1651,1619,32,64302,10281,2415,400,28400
Waller,6/5S,1700,850,779,71,44163,7506,1476,466,18373
Ward,9/10,400,320,316,4,8544,1608,180,92,4073
Washington,7,3900,1167,1106,61,28737,7674,2867,1018,13829
Webb,11,28100,10160,9675,485,205887,27759,14457,1766,96319
Wharton,6/5S,1800,684,653,31,31964,7399,1057,615,16049
Wheeler,1,400,347,347,0,4018,1136,230,114,1950
Wichita,2/3,18850,9265,7882,1383,106550,21428,10503,2088,50159
Wilbarger,2/3,2900,1156,1102,54,9933,2483,540,304,5328
Willacy,11,400,630,572,58,16823,3062,269,557,9035
Williamson,7,33875,22806,20183,2623,457170,74290,20968,4643,160153
Wilson,8,3000,2288,2142,146,42030,9149,1516,615,16633
