County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,10879585,8060724,5371479,2832158,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,1238950,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,9800,7055,4676,2690,48045,8658,2051,833,20206,1574,,
Andrews,9/10,3300,6822,4692,2218,13503,1833,309,106,5450,41,,
Angelina,4/5N,28300,21027,13860,7296,67056,14422,6534,1752,28054,3266,,
Aransas,11,2300,7363,4740,2700,19803,6791,370,252,6701,39,,
Archer,2/3,1600,2970,1732,1278,6921,1677,80,13,2381,330,,
Armstrong,1,1100,732,450,286,1499,470,32,86,466,0,,
Atascosa,8,8100,9519,6409,3289,38768,7605,1124,651,15239,1557,,
Austin,6/5S,3900,9025,6453,2774,23704,5933,667,396,7873,1079,,
Bailey,1,14545,2997,1734,1266,5089,1036,114,74,1982,0,,
Bandera,8,1300,5525,3722,1949,19763,6439,352,180,6555,20,,
Bastrop,7,21400,15368,11167,4502,68839,13865,1462,696,29356,2746,,
Baylor,2/3,3850,1745,961,788,2793,844,137,97,908,0,,
Bee,11,42780,12553,7322,5256,26496,4091,981,684,11359,989,,
Bell,7,102420,63336,41326,23748,272969,40534,15894,2466,95066,12910,,
Bexar,8,672940,558221,359345,203323,1552823,247843,100704,17248,614646,61232,,
Blanco,7,2600,3628,2484,1201,10092,3004,90,102,3388,303,,
Borden,9/10,0,165,119,50,543,174,9,0,163,0,,
Bosque,7,5400,5619,3894,1893,15224,4741,624,407,5126,579,,
Bowie,4/5N,27890,15170,10559,5162,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,90690,103808,67709,37897,287683,45752,9762,2648,105966,12034,,
Brazos,7,63170,52709,36825,16655,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,2800,4948,3310,1714,7706,2231,303,0,2579,255,,
Briscoe,1,800,768,442,330,1272,404,19,0,452,0,,
Brooks,11,2000,3300,2280,1026,5317,1308,323,246,2253,22,,
Brown,2/3,9100,6736,4770,2042,30883,7720,1663,911,11188,1112,,
Burleson,7,1900,4599,3196,1526,14869,3867,143,218,5600,518,,
Burnet,7,16495,11768,8109,3857,39239,10999,1823,595,13132,94,,
Caldwell,7,6900,7832,5613,2593,34853,6512,1286,524,14114,1294,,
Calhoun,8,2200,4289,3013,1444,16817,3981,470,384,6161,53,,
Callahan,2/3,1900,3188,2169,1036,11263,2958,146,122,4094,442,,
Cameron,11,143015,143081,92549,53269,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1000,2616,1733,909,10031,2494,207,152,3927,0,,
Carson,1,700,1779,1096,685,4718,1250,60,0,1547,240,,
Cass,4/5N,1900,4119,3039,1215,24182,6856,1216,550,9010,1125,,
Castro,1,1700,2355,1492,881,5607,1236,121,174,2168,341,,
Chambers,6/5S,19900,9266,6211,3087,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,9800,9815,6033,3987,40876,9444,1500,738,16376,1511,,
Childress,1,2800,2159,1425,754,6094,1165,251,136,2395,0,,
Clay,2/3,8045,4834,2662,2188,8666,2484,136,60,3011,384,,
Cochran,1,1000,1035,735,326,2188,468,57,0,956,0,,
Coke,9/10,0,1060,737,325,2756,947,47,130,899,0,,
Coleman,2/3,1400,1759,1212,556,6721,2119,342,162,2379,289,,
Collin,2/3,309090,315613,204271,114897,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1300,1012,614,399,2263,555,80,92,847,0,,
Colorado,6/5S,5800,6851,4425,2761,17107,4850,853,477,5957,613,,
Comal,8,37700,46485,29744,17530,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4620,4370,2970,1540,10944,3330,330,292,3738,455,,
Concho,9/10,1100,1052,674,386,2288,689,76,66,815,0,,
Cooke,2/3,9800,9300,6039,3359,32675,7804,948,552,11640,1051,,
Coryell,7,16545,11270,7194,4183,60428,8040,1178,610,22789,2014,,
