County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,7109875,5297251,3493411,1803840,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,6800,4827,3061,1766,48045,8658,2051,833,20206,,,
Andrews,9/10,2800,5713,3768,1945,13503,1833,309,106,5450,,,
Angelina,4/5N,20500,15839,10565,5274,67056,14422,6534,1752,28054,,,
Aransas,11,1500,4731,3153,1578,19803,6791,370,252,6701,,,
Archer,2/3,1100,2253,1407,846,6921,1677,80,13,2381,,,
Armstrong,1,600,595,354,241,1499,470,32,86,466,,,
Atascosa,8,4700,6665,4326,2339,38768,7605,1124,651,15239,,,
Austin,6/5S,2500,6454,4864,1590,23704,5933,667,396,7873,,,
Bailey,1,9765,2676,1490,1186,5089,1036,114,74,1982,,,
Bandera,8,600,3490,2485,1005,19763,6439,352,180,6555,,,
Bastrop,7,14000,9030,6371,2659,68839,13865,1462,696,29356,,,
Baylor,2/3,3150,1578,884,694,2793,844,137,97,908,,,
Bee,11,30050,10838,6067,4771,26496,4091,981,684,11359,,,
Bell,7,69180,41227,25864,15363,272969,40534,15894,2466,95066,,,
Bexar,8,515470,368690,234838,133852,1552823,247843,100704,17248,614646,,,
Blanco,7,1600,2259,1596,663,10092,3004,90,102,3388,,,
Borden,9/10,0,120,83,37,543,174,9,0,163,,,
Bosque,7,3800,3476,2118,1358,15224,4741,624,407,5126,,,
Bowie,4/5N,18450,9117,5734,3383,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,52040,65968,42756,23212,287683,45752,9762,2648,105966,,,
Brazos,7,39200,32607,24255,8352,186843,21693,7514,1414,59619,,,
Brewster,9/10,1800,3151,2143,1008,7706,2231,303,0,2579,,,
Briscoe,1,500,537,363,174,1272,404,19,0,452,,,
Brooks,11,1400,1851,1169,682,5317,1308,323,246,2253,,,
Brown,2/3,3600,4144,2941,1203,30883,7720,1663,911,11188,,,
Burleson,7,1500,2758,2084,674,14869,3867,143,218,5600,,,
Burnet,7,10815,6067,4463,1604,39239,10999,1823,595,13132,,,
Caldwell,7,4700,5180,3678,1502,34853,6512,1286,524,14114,,,
Calhoun,8,1600,3321,2359,962,16817,3981,470,384,6161,,,
Callahan,2/3,1400,2224,1490,734,11263,2958,146,122,4094,,,
Cameron,11,104995,100262,62319,37943,311689,58607,29737,6315,127806,,,
Camp,4/5N,500,1678,1114,564,10031,2494,207,152,3927,,,
Carson,1,400,1375,814,561,4718,1250,60,0,1547,,,
Cass,4/5N,900,1862,1219,643,24182,6856,1216,550,9010,,,
Castro,1,1400,1664,1049,615,5607,1236,121,174,2168,,,
Chambers,6/5S,14100,5875,3798,2077,33062,5259,958,244,12484,,,
Cherokee,4/5N,7500,7040,4472,2568,40876,9444,1500,738,16376,,,
Childress,1,1900,1682,1096,586,6094,1165,251,136,2395,,,
Clay,2/3,6745,4134,2380,1754,8666,2484,136,60,3011,,,
Cochran,1,500,605,421,184,2188,468,57,0,956,,,
Coke,9/10,0,626,443,183,2756,947,47,130,899,,,
Coleman,2/3,1000,1353,865,488,6721,2119,342,162,2379,,,
Collin,2/3,219630,204327,135842,68485,801716,116575,38139,7817,236374,,,
Collingsworth,1,800,721,464,257,2263,555,80,92,847,,,
Colorado,6/5S,4100,4851,3111,1740,17107,4850,853,477,5957,,,
Comal,8,23400,28922,20336,8586,125307,28528,5457,1845,38712,,,
Comanche,2/3,3150,3190,1863,1327,10944,3330,330,292,3738,,,
Concho,9/10,600,639,533,106,2288,689,76,66,815,,,
Cooke,2/3,6400,6243,4482,1761,32675,7804,948,552,11640,,,
Coryell,7,11765,8055,5135,2920,60428,8040,1178,610,22789,,,
Cottle,2/3,0,264,203,61,1123,339,5,0,446,,,
Crane,9/10,2350,1042,735,307,3554,594,71,110,1353,,,
Crockett,9/10,0,845,582,263,2694,612,31,56,1031,,,
Crosby,1,2550,1769,1373,396,4421,1085,98,115,1771,,,
Culberson,9/10,800,505,335,170,1746,480,67,0,722,,,
Dallam,1,9290,3032,1831,1201,5217,857,40,0,2067,,,
Dallas,2/3,651235,432716,284389,148327,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1300,1645,1096,549,9789,1898,304,112,4206,,,
Deaf Smith,1,2500,2969,2008,961,13439,2423,238,147,5332,,,
Delta,4/5N,300,811,511,300,4222,1118,379,100,1580,,,
Denton,2/3,175240,147003,102744,44259,697330,93499,23806,5913,257836,,,
DeWitt,8,1300,2366,1561,805,16110,4035,319,438,6110,,,
Dickens,1,0,443,381,62,1858,525,21,0,689,,,
Dimmit,8,9495,4254,2966,1288,7539,1749,238,175,3179,,,
Donley,1,400,688,463,225,2716,804,27,65,918,,,
Duval,11,900,3326,2225,1101,8600,2031,69,150,3541,,,
Eastland,2/3,1500,2238,1438,800,14970,4054,860,389,5393,,,
Ector,9/10,52330,30502,22341,8161,120896,15970,5303,1016,50679,,,
Edwards,8,0,243,185,58,1555,561,24,0,528,,,
El Paso,9/10,226990,198337,126177,72160,640180,105175,35065,8383,245567,,,
Ellis,2/3,21780,29045,20712,8333,141665,24288,3985,1994,54463,,,
Erath,2/3,5100,5448,3862,1586,34875,6256,1250,481,12564,,,
Falls,7,10265,2760,1954,806,14049,3226,328,187,5671,,,
Fannin,2/3,12865,6578,4065,2513,28874,6588,962,614,10987,,,
Fayette,7,2200,4282,3222,1060,20879,6679,998,647,6844,,,
Fisher,2/3,800,785,500,285,3088,961,101,28,1061,,,
Floyd,1,800,1379,1007,372,4371,1070,132,68,1723,,,
Foard,2/3,600,542,399,143,962,315,7,80,332,,,
Fort Bend,6/5S,168000,178745,116734,62011,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1200,1512,1028,484,8554,2367,169,163,2871,,,
Freestone,7,1500,1864,1232,632,15808,3996,553,261,6319,,,
Frio,8,4850,2965,2090,875,16121,2499,186,166,6797,,,
Gaines,9/10,1900,1984,1350,634,14548,1907,323,95,6156,,,
Galveston,6/5S,82900,79308,49399,29909,269280,50987,11784,2830,96486,,,
Garza,1,900,748,599,149,5325,719,33,75,2197,,,
Gillespie,8,11600,6645,4373,2272,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,487,284,203,1099,210,23,0,426,,,
Goliad,8,500,1881,1135,746,6281,1832,39,135,2282,,,
Gonzales,8,2200,3405,2343,1062,15937,3572,550,256,6356,,,
Gray,1,2100,3274,2164,1110,16924,3531,689,315,6978,,,
Grayson,2/3,25100,19798,12675,7123,107521,24182,9338,2131,40586,,,
Gregg,4/5N,36395,22626,15325,7301,95544,19451,7025,2324,37362,,,
