County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,26395161,14813349,12647957,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,34751,19965,17096,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12248,6697,5806,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,56480,31520,27373,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22592,12633,10814,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6242,3446,3132,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1169,660,545,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,36864,20755,17524,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,22473,13084,11201,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4295,2439,2077,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16099,9145,8017,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,75662,43540,34606,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2263,1235,1140,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24617,13496,11682,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,208255,118050,99326,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1982994,1108018,939259,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10365,5705,5063,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,304,174,156,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12681,7188,6302,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,47380,27296,23113,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,331426,183332,161902,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,188110,104472,90082,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8513,4815,4169,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,976,533,470,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6871,3887,3291,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,20157,12454,11179,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,13004,7346,6527,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,37306,21351,18343,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,34229,19779,16386,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,16996,9875,8549,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
