County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,23484154,13319460,11074341,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,30792,18143,14748,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11455,6253,5423,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,50977,28488,24510,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20931,11750,9935,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5834,3217,2932,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1100,614,513,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,31978,18228,15028,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,19739,11401,9602,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4056,2287,1978,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,14467,8264,7176,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,66111,38578,29584,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2201,1191,1113,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22935,12552,10891,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,178886,103289,83632,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1680895,951867,781524,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9745,5386,4723,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,279,161,141,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11946,6774,5895,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,40672,23642,19748,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,300377,167680,144990,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,174262,97803,82192,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8102,4629,3919,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,917,491,450,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6024,3323,2811,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,18172,11388,10072,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12041,6820,6039,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,34057,19524,16711,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,30238,17667,14310,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14735,8500,7511,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6908,3949,3457,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,437639,246961,204726,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7220,4076,3389,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2884,1582,1376,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
