County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,28642171,16269901,13519513,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,37599,21837,18129,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,13381,7470,6189,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,62335,35639,29361,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,24657,14033,11523,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6673,3735,3294,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1230,698,570,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,41381,23712,19176,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,24245,14303,11807,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4607,2667,2182,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17212,9898,8446,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,83977,48782,37902,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2376,1319,1182,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,26897,15187,12315,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,234613,135568,108918,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2160548,1219805,1012079,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10971,6133,5282,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,326,195,157,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13510,7799,6557,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,52246,30606,24819,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,359203,201420,172525,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,200417,112881,94407,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8796,5029,4244,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1041,567,503,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7583,4327,3577,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,22235,13948,11875,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14052,8091,6863,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,40566,23511,19554,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,38293,22417,17976,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,18431,10933,8987,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,8197,4826,3984,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
