County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,26750945,15061116,12772842,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,35157,20268,17215,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12430,6835,5853,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,57450,32263,27634,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22904,12864,10904,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6301,3489,3149,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1178,668,547,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,37569,21323,17678,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,22718,13264,11279,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4346,2482,2087,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16282,9301,8064,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,77122,44472,35172,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2277,1249,1142,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24836,13679,11724,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,212270,121087,100491,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2007391,1127266,945632,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10465,5775,5098,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,310,181,155,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12785,7272,6325,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,48150,27903,23345,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
