County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,25011147,13963922,12028594,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,32773,18734,16214,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11775,6384,5627,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,53331,29556,25999,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21688,12082,10424,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5984,3279,3029,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1122,626,527,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,34711,19390,16692,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,21599,12499,10871,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4122,2327,2009,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15484,8721,7771,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,70630,40488,32412,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2230,1209,1129,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23690,12883,11351,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,193447,108849,93144,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1882742,1046835,894021,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10096,5525,4949,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,291,165,150,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12236,6901,6088,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,43897,25293,21472,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,315893,173754,155117,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,180903,100372,86573,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8249,4701,4009,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,929,495,458,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6467,3622,3127,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,19207,11805,10824,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12443,6995,6287,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,35530,20187,17594,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,31939,18380,15402,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,15270,8749,7852,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7115,4038,3613,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,464318,258768,220515,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7580,4244,3606,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2962,1609,1434,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,13496,7887,6715,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4291,2441,1999,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,28734,15952,13527,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,26394,15021,13211,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5132,2999,2792,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6844,3679,3446,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1516,887,816,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1986,1094,953,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4458,2464,2226,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1070685,582958,516336,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1445,835,730,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15933,9290,8231,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,140916,79005,69320,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,8573,4829,4347,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2060,1197,968,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,23566,13162,11520,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,39629,22059,19169,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,815,462,415,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2364,1443,947,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2279,1222,1088,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3870,2062,1884,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1974,1050,937,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4788,2762,2113,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2272991,1269337,1083385,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,5876,3353,2922,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,12870,7110,6417,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,10298,5856,5095,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2582,1419,1262,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,836765,454813,406535,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1039,576,538,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,10747,6322,4487,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1917,1063,913,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,9917,5649,4722,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,9072,5302,4490,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,96657,53384,46010,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1129,607,546,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,951695,526886,452771,688420,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,135374,75321,65127,153077,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,21820,12132,10671,37010,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,10759,5936,5123,14863,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,19494,11056,9933,30562,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,17932,10483,8837,22151,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1964,1108,1002,3277,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3629,1988,1798,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,737,423,346,1003,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,879269,484824,422243,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,5469,3152,2706,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,10081,5812,4940,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,12410,7193,6077,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5977,3406,3059,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,306174,164178,149870,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,4423,2794,2646,5587,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,22750,12446,11073,23486,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,906,503,434,1170,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4654,2561,2340,6651,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,13505,7772,7073,17120,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,11652,6596,5768,18191,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,81373,47144,41668,114863,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,78349,43036,37682,102834,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,21154,11967,10336,24734,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,127954,73078,64630,139873,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,18198,10327,9309,27448,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1945,1097,988,2552,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5719,3332,2906,7223,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,3127,1832,1688,4355,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2513,1429,1308,3383,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,29260,16210,14014,48425,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,4154533,2343136,1996059,3873534,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,33258,19110,16634,55838,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,4213,2380,1964,4854,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3488,1961,1692,5059,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,213025,120401,102734,195999,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2272,1339,1227,3122,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,46111,25973,22732,71288,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,907425,507426,432397,681678,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,20527,11928,10461,31136,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,13594,7666,6800,19075,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,45994,24792,22623,53157,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,19982,11092,9806,31222,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,13266,7614,6540,19962,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,17125,10143,8453,31311,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,4765,2751,2447,4139,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,55303,31065,27063,82800,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,10618,5859,5053,17397,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,943,516,450,1292,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,4788,2668,2392,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,9483,5213,4663,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,17644,9774,8722,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,2088,1136,1019,2246,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,167390,92331,78153,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4813,2697,2159,4107,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,32881,18181,15646,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,111704,61222,54223,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,11291,6710,5845,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,11515,6518,5885,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,95183,53511,45510,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,44756,24836,22051,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,352,189,168,333,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,429,241,217,646,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,37220,20917,18099,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2868,1619,1385,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,70,42,34,215,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,2379,1339,1091,3211,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,29317,15968,13860,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2168,1183,1114,3024,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,6554,3689,3200,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,27308,15029,13559,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,7842,4414,3887,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,12807,7441,6333,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,12724,7244,6666,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,11473,6449,5611,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,9261,5482,4736,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,48270,27510,22952,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,12025,6999,6054,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1515,824,760,2698,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,5971,3272,2864,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,17418,9783,8713,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,62,34,28,130,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,220047,121195,106905,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,3482,1901,1697,4851,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,8190,4702,4084,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,5480,3102,2773,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,2603,1511,1209,4473,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,3189,1719,1579,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,24866,14049,11773,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,57543,36095,25133,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,4177,2385,2018,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,173504,98660,85375,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,479,268,249,640,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,39478,22294,19787,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1567,884,818,1888,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,108979,59356,52136,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,15810,8604,7737,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,3053,1704,1467,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,4417,2411,2203,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,10099,5748,4992,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,484217,271878,231243,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,14224,8038,6449,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,6943,4021,3466,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,593,376,229,1051,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,39277,23428,19879,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,32877,18139,15640,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,4726,2587,2305,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,8307,4998,4600,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,296958,164754,142211,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,5685,3098,2824,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,1057,583,508,1894,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,39910,22465,19050,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,15693,8729,7739,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,9626,5596,4966,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,93734,51316,46301,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,5620,3162,2786,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,12989,7392,6457,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,31242,17546,15286,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,72618,40728,33950,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,9863,5492,4626,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,6285,3481,3068,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,90568,50000,43776,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,1922,1124,1016,3078,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2575,1385,1266,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,6281,3574,3273,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,11175,6337,4956,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,5487,2952,2671,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,363,198,181,730,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,10324,6008,5232,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,89064,50031,42561,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,6316,3502,3229,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,27066,15525,13513,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,5833,3213,2936,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,5142,2847,2469,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,13480,7714,6811,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,51366,29157,24736,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,3127,1754,1497,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,1792,967,887,2399,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,10018,5833,5056,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,,
