County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29612082,16720569,14060022,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,39286,22765,18919,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,14009,7770,6525,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,65694,37278,31129,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25402,14309,11992,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6928,3879,3408,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1266,711,594,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,42788,24286,20039,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,25127,14708,12292,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4722,2730,2235,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17602,10067,8674,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,87323,50314,39785,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2449,1354,1223,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27743,15621,12733,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,245661,140806,114809,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2206192,1238138,1039829,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11159,6216,5393,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,357,218,169,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13969,8056,6768,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,54815,31885,26131,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,371486,206578,179801,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,206131,115801,97331,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
