County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,5225050,3391990,2549120,842870,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,6200,2931,2475,456,48045,8658,2051,833,20206,,,
Andrews,9/10,1600,2864,2243,621,13503,1833,309,106,5450,,,
Angelina,4/5N,15700,10820,7400,3420,67056,14422,6534,1752,28054,,,
Aransas,11,1100,2112,1689,423,19803,6791,370,252,6701,,,
Archer,2/3,700,1367,1015,352,6921,1677,80,13,2381,,,
Armstrong,1,400,446,324,122,1499,470,32,86,466,,,
Atascosa,8,3600,3941,2863,1078,38768,7605,1124,651,15239,,,
Austin,6/5S,2000,3637,2839,798,23704,5933,667,396,7873,,,
Bailey,1,5475,1509,1375,134,5089,1036,114,74,1982,,,
Bandera,8,500,2481,2089,392,19763,6439,352,180,6555,,,
Bastrop,7,7500,4543,3264,1279,68839,13865,1462,696,29356,,,
Baylor,2/3,2950,950,735,215,2793,844,137,97,908,,,
Bee,11,16925,5951,5185,766,26496,4091,981,684,11359,,,
Bell,7,49450,29945,21201,8744,272969,40534,15894,2466,95066,,,
Bexar,8,376100,233323,171277,62046,1552823,247843,100704,17248,614646,,,
Blanco,7,900,2587,1834,753,10092,3004,90,102,3388,,,
Borden,9/10,0,57,48,9,543,174,9,0,163,,,
Bosque,7,2900,1422,1099,323,15224,4741,624,407,5126,,,
Bowie,4/5N,13350,5925,4057,1868,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,32000,39045,28009,11036,287683,45752,9762,2648,105966,,,
Brazos,7,29100,17520,14298,3222,186843,21693,7514,1414,59619,,,
Brewster,9/10,1300,2088,1775,313,7706,2231,303,0,2579,,,
Briscoe,1,400,611,439,172,1272,404,19,0,452,,,
Brooks,11,900,864,729,135,5317,1308,323,246,2253,,,
Brown,2/3,2700,2716,1950,766,30883,7720,1663,911,11188,,,
Burleson,7,800,1611,1198,413,14869,3867,143,218,5600,,,
Burnet,7,6425,3909,3158,751,39239,10999,1823,595,13132,,,
Caldwell,7,3300,2604,1984,620,34853,6512,1286,524,14114,,,
Calhoun,8,1200,1904,1411,493,16817,3981,470,384,6161,,,
Callahan,2/3,1000,1210,938,272,11263,2958,146,122,4094,,,
Cameron,11,76750,61906,45011,16895,311689,58607,29737,6315,127806,,,
Camp,4/5N,300,794,620,174,10031,2494,207,152,3927,,,
Carson,1,200,1030,720,310,4718,1250,60,0,1547,,,
Cass,4/5N,500,919,649,270,24182,6856,1216,550,9010,,,
Castro,1,800,1072,883,189,5607,1236,121,174,2168,,,
Chambers,6/5S,9200,3369,2469,900,33062,5259,958,244,12484,,,
Cherokee,4/5N,6100,3789,2951,838,40876,9444,1500,738,16376,,,
Childress,1,1500,1085,648,437,6094,1165,251,136,2395,,,
Clay,2/3,4300,2568,2115,453,8666,2484,136,60,3011,,,
Cochran,1,400,641,507,134,2188,468,57,0,956,,,
Coke,9/10,0,388,300,88,2756,947,47,130,899,,,
Coleman,2/3,800,730,520,210,6721,2119,342,162,2379,,,
Collin,2/3,120750,115640,90787,24853,801716,116575,38139,7817,236374,,,
Collingsworth,1,500,523,366,157,2263,555,80,92,847,,,
Colorado,6/5S,2400,2444,2024,420,17107,4850,853,477,5957,,,
Comal,8,17500,16815,12979,3836,125307,28528,5457,1845,38712,,,
Comanche,2/3,2850,1921,1457,464,10944,3330,330,292,3738,,,
Concho,9/10,300,366,316,50,2288,689,76,66,815,,,
Cooke,2/3,4100,3249,2250,999,32675,7804,948,552,11640,,,
Coryell,7,7075,4960,3971,989,60428,8040,1178,610,22789,,,
Cottle,2/3,0,130,98,32,1123,339,5,0,446,,,
Crane,9/10,2150,624,504,120,3554,594,71,110,1353,,,
Crockett,9/10,0,685,477,208,2694,612,31,56,1031,,,
Crosby,1,2350,1306,1108,198,4421,1085,98,115,1771,,,
Culberson,9/10,400,342,271,71,1746,480,67,0,722,,,
Dallam,1,4800,1417,1288,129,5217,857,40,0,2067,,,
Dallas,2/3,456375,267699,205457,62242,2028105,292117,142713,21399,730851,,,
Dawson,9/10,700,854,715,139,9789,1898,304,112,4206,,,
Deaf Smith,1,1900,1935,1328,607,13439,2423,238,147,5332,,,
Delta,4/5N,200,435,342,93,4222,1118,379,100,1580,,,
Denton,2/3,104750,57674,41664,16010,697330,93499,23806,5913,257836,,,
DeWitt,8,800,1347,966,381,16110,4035,319,438,6110,,,
Dickens,1,0,256,234,22,1858,525,21,0,689,,,
Dimmit,8,5975,2503,2303,200,7539,1749,238,175,3179,,,
Donley,1,200,505,379,126,2716,804,27,65,918,,,
Duval,11,700,1478,1258,220,8600,2031,69,150,3541,,,
Eastland,2/3,1100,1707,1176,531,14970,4054,860,389,5393,,,
Ector,9/10,33300,18603,14294,4309,120896,15970,5303,1016,50679,,,
Edwards,8,0,162,127,35,1555,561,24,0,528,,,
El Paso,9/10,161575,131118,96494,34624,640180,105175,35065,8383,245567,,,
Ellis,2/3,14300,19920,15464,4456,141665,24288,3985,1994,54463,,,
Erath,2/3,2400,3069,2345,724,34875,6256,1250,481,12564,,,
Falls,7,5575,1805,1594,211,14049,3226,328,187,5671,,,
Fannin,2/3,8375,4210,3008,1202,28874,6588,962,614,10987,,,
Fayette,7,1400,1906,1578,328,20879,6679,998,647,6844,,,
Fisher,2/3,600,330,299,31,3088,961,101,28,1061,,,
Floyd,1,600,900,657,243,4371,1070,132,68,1723,,,
Foard,2/3,400,254,229,25,962,315,7,80,332,,,
Fort Bend,6/5S,97850,98850,75000,23850,616413,93851,24721,4977,175581,,,
Franklin,4/5N,900,757,580,177,8554,2367,169,163,2871,,,
Freestone,7,1200,1048,790,258,15808,3996,553,261,6319,,,
Frio,8,3475,2417,1808,609,16121,2499,186,166,6797,,,
Gaines,9/10,1400,1381,840,541,14548,1907,323,95,6156,,,
Galveston,6/5S,56950,50331,36429,13902,269280,50987,11784,2830,96486,,,
Garza,1,400,375,318,57,5325,719,33,75,2197,,,
Gillespie,8,6700,4126,3364,762,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,265,254,11,1099,210,23,0,426,,,
Goliad,8,200,921,753,168,6281,1832,39,135,2282,,,
Gonzales,8,1700,2123,1575,548,15937,3572,550,256,6356,,,
Gray,1,1400,2449,1658,791,16924,3531,689,315,6978,,,
Grayson,2/3,24100,14117,9854,4263,107521,24182,9338,2131,40586,,,
Gregg,4/5N,23800,10502,8049,2453,95544,19451,7025,2324,37362,,,
Grimes,7,1400,1819,1383,436,23245,5134,234,311,9653,,,
Guadalupe,8,16625,14050,10791,3259,130517,23614,3801,1225,49282,,,
Hale,1,3300,3396,2386,1010,25476,4604,873,399,10561,,,
Hall,1,0,663,544,119,2406,711,27,72,978,,,
Hamilton,7,1800,2254,1700,554,6832,2146,481,296,2427,,,
Hansford,1,700,746,525,221,3987,812,139,84,1616,,,
Hardeman,2/3,1000,1054,752,302,3190,912,102,16,1146,,,
Hardin,6/5S,5400,5324,4138,1186,45112,9762,1003,527,16190,,,
Harris,6/5S,759025,498669,363969,134700,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,4200,3599,2768,831,51900,11607,3063,608,20509,,,
Hartley,1,1475,577,529,48,4561,861,196,94,1669,,,
Haskell,2/3,600,871,765,106,4831,1266,123,68,1872,,,
Hays,7,28550,22717,17613,5104,183380,26187,5488,1907,61462,,,
Hemphill,1,1300,937,604,333,2827,606,104,98,1066,,,
Henderson,4/5N,5000,5205,4090,1115,67238,18534,2043,998,26544,,,
Hidalgo,11,160975,97240,72753,24487,620824,98328,54962,17074,286328,,,
Hill,7,1900,3286,2624,662,29198,7684,862,523,11381,,,
Hockley,1,1200,2657,2113,544,17799,3453,483,263,6829,,,
Hood,2/3,4500,5479,4462,1017,50193,15416,1720,867,16867,,,
Hopkins,4/5N,3100,2364,1932,432,29175,6887,1192,620,11166,,,
Houston,4/5N,2000,2116,1465,651,18929,5176,634,538,7399,,,
Howard,9/10,3100,2263,1549,714,29544,4813,1456,454,12143,,,
Hudspeth,9/10,300,377,284,93,3979,775,33,0,1778,,,
Hunt,2/3,8150,8210,5698,2512,77878,15810,4112,947,31096,,,
Hutchinson,1,1000,1934,1485,449,16258,3581,504,246,6098,,,
Irion,9/10,0,157,113,44,1234,328,15,0,429,,,
Jack,2/3,1100,1090,820,270,7230,1515,198,149,2732,,,
Jackson,8,3750,2183,1675,508,11425,2720,380,237,4205,,,
Jasper,4/5N,7200,3708,3331,377,28056,7187,1597,374,11687,,,
Jeff Davis,9/10,200,362,320,42,2180,812,28,0,685,,,
Jefferson,6/5S,41200,16583,12922,3661,197382,37595,13127,2431,90120,,,
Jim Hogg,11,300,775,676,99,3791,890,14,60,1572,,,
Jim Wells,11,6675,5900,5067,833,30579,6358,3897,985,12474,,,
Johnson,2/3,7400,12700,9357,3343,135345,25151,3559,1471,53224,,,
Jones,2/3,500,1347,1078,269,17011,3188,337,254,6981,,,
Karnes,8,2000,1490,1247,243,12669,2211,370,244,5177,,,
Kaufman,2/3,5550,11125,7950,3175,102341,16113,2857,1189,40613,,,
Kendall,8,2900,5303,3920,1383,37890,9152,1091,801,12702,,,
Kenedy,11,0,114,107,7,321,68,1,0,139,,,
Kent,2/3,0,90,82,8,615,201,13,60,198,,,
Kerr,8,5300,5089,3845,1244,43793,14769,2805,1022,13990,,,
Kimble,9/10,700,607,536,71,3651,1288,90,0,1243,,,
King,1,0,35,27,8,205,51,7,0,69,,,
Kinney,8,200,408,393,15,3050,910,11,0,1171,,,
Kleberg,11,10175,6103,5572,531,24188,4046,1401,341,9265,,,
Knox,2/3,700,816,645,171,2808,736,95,127,976,,,
La Salle,8,4400,1754,1671,83,6212,1018,22,60,2410,,,
Lamar,4/5N,6500,5593,4273,1320,39402,9726,3115,745,14986,,,
Lamb,1,600,1812,1443,369,9740,2240,454,226,3968,,,
Lampasas,7,800,1442,1172,270,17366,4322,348,284,6457,,,
Lavaca,8,2300,2287,1549,738,16004,4775,820,612,5435,,,
Lee,7,800,1243,942,301,13993,3219,334,226,5333,,,
Leon,7,900,953,666,287,13946,4334,155,74,4662,,,
Liberty,6/5S,9175,4281,3279,1002,66868,11399,1398,614,28567,,,
Limestone,7,1700,1492,1128,364,18871,4670,2332,1060,7512,,,
Lipscomb,1,200,444,333,111,2520,617,24,61,919,,,
Live Oak,11,400,1159,975,184,10055,2533,35,100,3769,,,
Llano,7,1200,2346,2043,303,18908,8119,277,358,5362,,,
Loving,9/10,0,29,28,1,129,23,0,0,50,,,
Lubbock,1,95200,61401,45866,15535,244992,39476,20974,4093,83028,,,
Lynn,1,400,782,583,199,4496,974,191,40,1838,,,
Madison,7,900,671,454,217,11595,2264,299,258,4451,,,
Marion,4/5N,0,400,295,105,8277,2697,351,158,3058,,,
Martin,9/10,800,1149,867,282,4136,659,165,0,1624,,,
Mason,9/10,400,529,397,132,3521,1250,104,0,1147,,,
Matagorda,6/5S,2900,2086,1614,472,28247,6391,1113,369,11409,,,
Maverick,8,9100,4480,3592,888,42606,7003,2970,1198,18727,,,
McCulloch,9/10,1200,626,524,102,6435,1792,212,122,2275,,,
McLennan,7,34950,25854,21012,4842,200781,37728,11153,3621,71906,,,
McMullen,11,100,89,84,5,616,189,10,0,202,,,
Medina,8,2600,4510,3442,1068,41263,8757,899,536,16090,,,
Menard,9/10,200,348,284,64,1790,699,9,40,550,,,
Midland,9/10,32275,20404,16932,3472,131025,18438,5950,1288,49538,,,
Milam,7,2700,2443,1737,706,19689,5245,532,297,7641,,,
Mills,7,300,652,468,184,4006,1416,149,152,1305,,,
Mitchell,2/3,1000,887,638,249,6958,1259,265,96,2753,,,
Montague,2/3,2350,2458,2163,295,15872,4444,560,383,5668,,,
Montgomery,6/5S,74300,42983,30262,12721,467232,81457,20255,3836,157396,,,
Moore,1,1500,2455,1697,758,14986,2372,448,176,6143,,,
Morris,4/5N,500,744,494,250,9830,2730,77,179,3692,,,
Motley,1,0,194,154,40,994,368,22,50,319,,,
Nacogdoches,4/5N,8700,8361,5896,2465,51773,9953,2530,755,19948,,,
Navarro,2/3,7100,5813,4923,890,38360,8651,1720,869,15775,,,
Newton,4/5N,900,1143,1003,140,11298,2878,55,113,4648,,,
Nolan,2/3,2200,2042,1586,456,11321,2737,519,251,4249,,,
Nueces,11,74275,36324,24963,11361,284366,54069,25582,4100,113767,,,
Ochiltree,1,1300,955,723,232,7106,1148,200,114,2812,,,
Oldham,1,300,356,244,112,1728,316,18,0,654,,,
Orange,6/5S,1600,3612,2922,690,65087,13729,1456,548,26244,,,
Palo Pinto,2/3,1800,1709,1418,291,23207,5893,864,283,8796,,,
Panola,4/5N,1600,1325,1002,323,18462,4589,473,377,7117,,,
Parker,2/3,15350,13871,10550,3321,111686,22331,2890,1301,40567,,,
Parmer,1,800,1368,1033,335,7222,1366,161,174,2910,,,
Pecos,9/10,2000,2230,1729,501,12317,2141,400,120,5047,,,
Polk,4/5N,4300,3759,3079,680,42276,9733,1184,574,17118,,,
Potter,1,84125,23512,15889,7623,88673,15203,10224,1770,35559,,,
Presidio,9/10,800,1208,1013,195,5069,1601,27,0,2039,,,
Rains,4/5N,300,725,542,183,10277,3123,163,68,3649,,,
Randall,1,6100,35474,23600,11874,108431,21424,2812,869,34803,,,
Reagan,9/10,300,348,274,74,2841,427,52,42,1173,,,
Real,8,200,481,380,101,2943,1053,25,86,1051,,,
Red River,4/5N,800,1381,1228,153,9965,3044,420,252,3717,,,
Reeves,9/10,5775,3142,2779,363,12781,1878,281,89,5277,,,
Refugio,11,700,1181,798,383,5583,1617,228,154,2031,,,
Roberts,1,0,131,88,43,672,193,16,0,227,,,
Robertson,7,1000,1208,948,260,13474,3412,252,252,4991,,,
Rockwall,2/3,6775,11122,8398,2724,80325,13395,3750,1347,27575,,,
Runnels,2/3,1500,1499,1030,469,8184,2153,405,312,2979,,,
Rusk,4/5N,2000,2502,1979,523,43777,9197,1501,759,17428,,,
Sabine,4/5N,1400,1322,1089,233,8871,3267,572,186,3077,,,
San Augustine,4/5N,1200,691,543,148,6811,2227,415,337,2590,,,
San Jacinto,4/5N,1600,1761,1373,388,23444,6488,132,190,9275,,,
San Patricio,11,3200,5580,4466,1114,51116,10209,975,347,19063,,,
San Saba,7,300,198,178,20,5000,1465,33,72,1828,,,
Schleicher,9/10,400,218,146,72,2218,559,65,34,793,,,
Scurry,2/3,3925,1454,1191,263,13000,2566,399,128,5165,,,
Shackelford,2/3,300,297,259,38,2612,691,52,0,937,,,
Shelby,4/5N,1700,1296,911,385,19449,4532,540,369,7876,,,
Sherman,1,500,319,288,31,2294,462,24,42,868,,,
Smith,4/5N,63600,28075,20990,7085,182283,39337,19690,3030,62467,,,
