County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,21385845,15229321,9707452,6121223,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,4126230,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,15270,13766,9372,5562,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,44449,6000,10109,5601,4703,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,49600,36643,23240,14834,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6540,16161,10055,6647,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,44230,2800,4813,2878,2264,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,1900,957,567,411,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,16600,18352,12014,7133,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,6600,17287,12275,6162,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,23135,3672,2109,1753,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,3600,11152,7108,4681,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,43000,43124,28928,15723,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,44230,5050,2342,1444,985,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,74510,16285,9136,7504,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,191800,105920,66174,44915,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1202410,1049785,668530,411837,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,4600,7192,4726,2746,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,44449,0,282,176,146,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,9400,9549,5822,4272,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,56570,29536,18062,13528,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,187080,203651,127111,84945,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,139020,114271,77289,40881,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,44449,4800,7186,4261,3337,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,885,486,431,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3200,5151,2863,2340,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,44230,14000,14443,9579,7844,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4200,8593,5498,3574,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,30995,21619,13775,9210,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,12400,18126,12073,7459,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,5600,11807,7591,5312,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,44230,3200,5636,3332,2676,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,264825,269258,173170,106858,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5076,3243,2009,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1700,2382,1369,1067,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,4600,10040,6444,4517,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,2800,3417,2052,1486,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,32800,16369,10768,5970,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,15970,16903,10708,7274,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
