County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,24659386,13799050,11825042,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,32111,18504,15763,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11690,6339,5581,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,52597,29178,25519,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21504,11993,10309,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5945,3259,3007,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1114,620,523,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,34283,19181,16446,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,20965,12092,10531,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4121,2327,2006,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15404,8680,7727,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,69690,40045,31871,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2219,1204,1121,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23474,12754,11253,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,189454,107230,90660,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1859093,1034588,881526,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10024,5492,4903,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,290,165,149,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12182,6871,6060,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,43377,25083,21134,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,311728,171942,152600,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,179231,99645,85558,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8189,4683,3961,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,924,495,453,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6418,3589,3106,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,18970,11673,10651,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12311,6939,6207,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
