County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,23370504,13271737,11003564,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,30707,18121,14682,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,2021-09-10 00:00:00,6100,11444,6244,5418,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,50864,28419,24461,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20892,11739,9905,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2021-02-03 00:00:00,3200,5817,3209,2921,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1098,613,511,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,31835,18165,14946,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,19664,11372,9554,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4046,2278,1977,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,14437,8240,7146,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,65744,38449,29343,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2021-02-03 00:00:00,5550,2199,1190,1111,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22886,12534,10860,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,178172,102970,83176,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1671169,946004,777033,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9726,5377,4711,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,2021-09-10 00:00:00,0,280,163,141,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11922,6759,5885,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,40058,23400,19371,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,298931,167178,143985,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,173672,97631,81766,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,2021-09-10 00:00:00,5100,8080,4628,3898,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,916,490,450,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6022,3323,2809,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2021-02-03 00:00:00,14800,18106,11363,10028,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11986,6800,5998,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,33995,19501,16668,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,29673,17412,13987,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14697,8479,7493,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2021-02-03 00:00:00,3500,6900,3944,3454,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,436072,246138,203888,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7194,4072,3367,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2873,1579,1367,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12837,7531,6374,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4152,2372,1925,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,24955,14928,10725,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,24889,14370,12213,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4868,2831,2595,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2021-02-03 00:00:00,14645,6691,3614,3340,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1459,856,778,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,2021-09-10 00:00:00,0,1925,1072,911,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2021-02-03 00:00:00,3700,4283,2402,2100,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2021-02-03 00:00:00,763700,1010273,560060,477200,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1420,821,713,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15398,9016,7893,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,128678,74173,61463,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2021-02-03 00:00:00,6890,8269,4684,4169,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,2021-09-10 00:00:00,2000,1999,1170,922,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2021-02-03 00:00:00,18500,22483,12686,10813,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,36435,20973,16977,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2021-02-03 00:00:00,0,795,449,401,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,2021-09-10 00:00:00,3550,2273,1399,899,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,2021-09-10 00:00:00,0,2207,1195,1041,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3767,2012,1827,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,2021-09-10 00:00:00,2000,1930,1032,908,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4506,2573,1979,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2021-02-03 00:00:00,1962805,2115277,1209155,980253,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,2021-09-10 00:00:00,4600,5712,3268,2824,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,11913,6839,5680,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,9641,5562,4704,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2503,1380,1217,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2021-02-03 00:00:00,567070,783493,436867,369645,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1024,571,526,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,9377,5441,3992,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
