County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,24105624,13581576,11462001,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,31772,18372,15524,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11575,6298,5504,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,51694,28793,24962,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21169,11865,10076,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5885,3232,2969,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1107,617,519,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,33150,18833,15620,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,20673,11969,10332,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4096,2313,1994,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15061,8581,7468,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,67947,39371,30735,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2212,1198,1117,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23108,12623,11005,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,184094,105173,87151,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1806741,1016321,845355,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9922,5459,4830,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,282,161,144,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12067,6824,5979,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,42658,24766,20680,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
