County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,14239685,9397724,6407978,3215549,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,2011660,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,11100,7919,5464,2855,48045,8658,2051,833,20206,1574,,
Andrews,9/10,4500,8032,5008,3114,13503,1833,309,106,5450,41,,
Angelina,4/5N,36400,24915,16586,8836,67056,14422,6534,1752,28054,3266,,
Aransas,11,4070,9258,6282,3186,19803,6791,370,252,6701,39,,
Archer,2/3,2100,3462,2208,1322,6921,1677,80,13,2381,330,,
Armstrong,1,1400,779,482,303,1499,470,32,86,466,0,,
Atascosa,8,9800,11855,8398,3769,38768,7605,1124,651,15239,1557,,
Austin,6/5S,4400,10619,7547,3427,23704,5933,667,396,7873,1079,,
Bailey,1,19225,3089,1805,1330,5089,1036,114,74,1982,0,,
Bandera,8,2100,6330,4309,2208,19763,6439,352,180,6555,20,,
Bastrop,7,29300,20371,15312,5494,68839,13865,1462,696,29356,2746,,
Baylor,2/3,4450,1775,970,815,2793,844,137,97,908,0,,
Bee,11,56340,13276,7720,5656,26496,4091,981,684,11359,989,,
Bell,7,135870,70520,47221,26488,272969,40534,15894,2466,95066,12910,,
Bexar,8,839570,647546,421411,233463,1552823,247843,100704,17248,614646,61232,,
Blanco,7,3500,4594,3257,1441,10092,3004,90,102,3388,303,,
Borden,9/10,0,173,124,55,543,174,9,0,163,0,,
Bosque,7,6800,6289,4484,2048,15224,4741,624,407,5126,579,,
Bowie,4/5N,36770,18580,12681,6940,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,127640,122955,81474,44575,287683,45752,9762,2648,105966,12034,,
Brazos,7,84480,64144,46436,19867,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,3700,5138,3355,1948,7706,2231,303,0,2579,255,,
Briscoe,1,1000,744,419,332,1272,404,19,0,452,0,,
Brooks,11,2300,3384,2271,1122,5317,1308,323,246,2253,22,,
Brown,2/3,10600,9081,6521,3958,30883,7720,1663,911,11188,1112,,
Burleson,7,2900,5493,3802,1954,14869,3867,143,218,5600,518,,
Burnet,7,21775,13575,9624,4680,39239,10999,1823,595,13132,94,,
Caldwell,7,9500,9310,6837,2933,34853,6512,1286,524,14114,1294,,
Calhoun,8,3300,5873,4413,1709,16817,3981,470,384,6161,53,,
Callahan,2/3,2500,3755,2510,1354,11263,2958,146,122,4094,442,,
Cameron,11,178795,162845,108104,59173,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1200,2922,1962,1016,10031,2494,207,152,3927,0,,
Carson,1,1100,1853,1145,721,4718,1250,60,0,1547,240,,
Cass,4/5N,3200,4966,3598,1665,24182,6856,1216,550,9010,1125,,
Castro,1,2200,2519,1636,935,5607,1236,121,174,2168,341,,
Chambers,6/5S,24700,11312,7740,3673,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,10800,11167,7266,4306,40876,9444,1500,738,16376,1511,,
Childress,1,3300,2469,1638,904,6094,1165,251,136,2395,0,,
Clay,2/3,9345,5220,3028,2228,8666,2484,136,60,3011,384,,
Cochran,1,1200,1212,889,413,2188,468,57,0,956,0,,
Coke,9/10,0,1127,762,373,2756,947,47,130,899,0,,
Coleman,2/3,2100,2234,1662,636,6721,2119,342,162,2379,289,,
Collin,2/3,422290,374272,251017,129357,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1600,1062,658,431,2263,555,80,92,847,0,,
Colorado,6/5S,6800,7348,4742,3013,17107,4850,853,477,5957,613,,
Comal,8,46940,55392,36782,20246,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6190,4767,3255,1780,10944,3330,330,292,3738,455,,
Concho,9/10,1500,1184,761,442,2288,689,76,66,815,0,,
Cooke,2/3,13900,10589,6989,3755,32675,7804,948,552,11640,1051,,
Coryell,7,21925,12561,8057,4737,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,355,239,123,1123,339,5,0,446,0,,
Crane,9/10,2950,1660,1020,651,3554,594,71,110,1353,0,,
Crockett,9/10,0,1260,725,539,2694,612,31,56,1031,0,,
Crosby,1,3450,2731,1590,1158,4421,1085,98,115,1771,284,,
Culberson,9/10,1400,954,651,305,1746,480,67,0,722,0,,
