County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,24902839,13909019,11969967,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,32639,18656,16156,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11756,6375,5617,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,53013,29368,25779,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21621,12053,10380,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5963,3271,3014,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1119,624,525,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,34528,19300,16592,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,21526,12463,10828,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4123,2327,2009,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15463,8709,7759,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,70319,40345,32232,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2224,1208,1124,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23634,12859,11317,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,192137,108338,92309,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1873866,1042244,889357,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10078,5517,4936,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,291,165,150,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12221,6893,6081,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,43680,25234,21309,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,314760,173216,154477,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,180364,100111,86279,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8220,4693,3987,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,924,493,455,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6447,3608,3117,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,19169,11781,10805,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12406,6979,6265,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,35387,20106,17525,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,31803,18317,15327,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,15248,8735,7842,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7103,4034,3603,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,462017,257506,219459,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7560,4236,3593,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2957,1607,1430,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,13463,7863,6705,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4286,2437,1996,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,28641,15915,13467,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,26194,14941,13088,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5128,2997,2789,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6834,3672,3441,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1512,883,813,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1983,1093,951,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4446,2460,2218,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1064750,579632,513622,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1451,840,733,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15882,9260,8206,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,140460,78801,69056,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,8555,4816,4337,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
