County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,19568058,11476550,8773454,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,21823,15103,7965,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10745,5890,5048,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,44825,25805,20593,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,19181,10935,8843,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5465,3012,2743,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1018,576,466,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,25819,15602,11175,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,17405,10237,8241,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3869,2169,1884,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,12637,7466,5874,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,54125,33438,22366,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2111,1153,1052,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,19416,11512,8297,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,142527,85337,63021,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1390448,805842,620301,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,8784,4976,4100,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,259,146,132,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,10932,6279,5248,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,35241,20627,16880,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,255091,146178,118344,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,150056,87878,66573,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7601,4327,3690,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,874,470,422,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5539,3056,2581,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,16174,10302,8870,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,10578,6191,5021,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,28806,17181,13143,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,24062,14838,10702,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,13052,7729,6407,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6363,3632,3126,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,356817,211991,156360,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,6186,3572,2805,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2663,1475,1249,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,11717,7016,5668,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3810,2205,1731,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,21169,13251,8411,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,21176,12567,9854,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4110,2519,1907,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6361,3422,3168,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1365,807,718,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1805,1015,827,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,3982,2249,1908,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,859349,488147,391490,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1379,790,686,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,13846,8377,6823,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,108669,65000,49206,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7651,4408,3776,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1713,961,823,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,19180,11395,8503,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,27804,17617,11161,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,767,431,383,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2120,1313,828,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1921,1054,894,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3545,1937,1661,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1805,966,844,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4137,2402,1774,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1769786,1037285,787851,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4777,2889,2038,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10683,6247,4960,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,8226,4920,3846,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2269,1271,1077,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,676474,383542,310181,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,980,549,493,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7884,4522,3399,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1721,1006,762,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8426,4945,3876,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8264,4890,3988,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,81521,45709,37873,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,980,532,467,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,716116,426401,309547,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,109703,63425,50072,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19220,10962,8954,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8415,5141,3481,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,16021,9553,7550,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,15898,9516,7583,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1775,1012,879,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3282,1833,1564,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,710,407,331,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,697141,402772,314637,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4592,2733,2147,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7798,4916,3436,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9568,5943,4362,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5190,3043,2520,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,256341,140405,120750,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,2840,1920,1388,5325,719,33,75,2197,0,,,,,,,,,,,,,
