County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29870650,16832369,14211635,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,39946,23049,19298,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,14198,7885,6599,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,66635,37726,31630,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25570,14353,12115,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,7019,3911,3470,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1275,716,600,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,43068,24395,20212,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,25325,14789,12410,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4804,2770,2277,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17693,10116,8719,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,88212,50688,40308,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2472,1368,1232,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,28031,15762,12880,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,248823,142226,116576,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2217009,1242538,1046300,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11216,6243,5423,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,356,217,169,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,14169,8169,6858,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,55587,32201,26606,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,374504,207820,181612,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,207631,116509,98137,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,9092,5216,4356,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1096,597,530,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7792,4442,3732,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,23773,14675,12710,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14774,8443,7246,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
