County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,16653045,12083988,7928684,4468935,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,2667690,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,13970,9847,6824,3761,48045,8658,2051,833,20206,1574,,
Andrews,9/10,5100,9062,5228,3937,13503,1833,309,106,5450,41,,
Angelina,4/5N,40500,30340,20125,11066,67056,14422,6534,1752,28054,3266,,
Aransas,11,4670,12490,7980,4780,19803,6791,370,252,6701,39,,
Archer,2/3,2400,3905,2377,1652,6921,1677,80,13,2381,330,,
Armstrong,1,1700,843,518,336,1499,470,32,86,466,0,,
Atascosa,8,13100,14952,10038,5394,38768,7605,1124,651,15239,1557,,
Austin,6/5S,6000,15061,10654,5111,23704,5933,667,396,7873,1079,,
Bailey,1,20395,3404,1959,1565,5089,1036,114,74,1982,0,,
Bandera,8,3000,8444,5801,2996,19763,6439,352,180,6555,20,,
Bastrop,7,34300,26822,17728,9716,68839,13865,1462,696,29356,2746,,
Baylor,2/3,4750,2076,1216,876,2793,844,137,97,908,0,,
Bee,11,63120,14699,8283,6563,26496,4091,981,684,11359,989,,
Bell,7,152980,86601,54913,35357,272969,40534,15894,2466,95066,12910,,
Bexar,8,945450,809642,513056,307715,1552823,247843,100704,17248,614646,61232,,
Blanco,7,4100,5904,4068,1988,10092,3004,90,102,3388,303,,
Borden,9/10,0,242,147,103,543,174,9,0,163,0,,
Bosque,7,8000,7219,4965,2541,15224,4741,624,407,5126,579,,
Bowie,4/5N,43950,22592,14364,9561,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,144220,152691,96541,60527,287683,45752,9762,2648,105966,12034,,
Brazos,7,101260,87337,59467,30662,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,3800,6486,3872,2808,7706,2231,303,0,2579,255,,
Briscoe,1,1200,868,486,416,1272,404,19,0,452,0,,
Brooks,11,2900,4425,2592,1845,5317,1308,323,246,2253,22,,
Brown,2/3,12100,11317,7689,5809,30883,7720,1663,911,11188,1112,,
