County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29467019,16658527,13973394,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,39024,22639,18782,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,13923,7739,6470,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,65198,37055,30851,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25288,14263,11924,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6897,3857,3399,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1259,707,591,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,42598,24224,19911,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,25014,14662,12224,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4707,2723,2227,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17563,10055,8645,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,86737,50067,39431,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2446,1353,1220,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27603,15561,12649,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,244119,140150,113905,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2199183,1235342,1035539,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11133,6203,5380,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,355,217,168,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13901,8020,6734,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,54382,31718,25864,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,369835,205988,178712,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,205223,115374,96829,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8980,5163,4297,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1079,586,523,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7749,4430,3701,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,23178,14393,12392,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14574,8358,7131,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,41637,24013,20153,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,39569,23053,18649,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,19035,11177,9378,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,8640,5041,4221,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,545490,306417,256307,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,9134,5306,4133,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3452,1944,1610,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,16835,9943,8178,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,5376,3184,2365,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,35167,20142,15975,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,32636,19226,15569,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5777,3467,3083,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7538,4155,3704,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1784,1052,926,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2207,1244,1040,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,5250,2973,2539,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1215650,664695,583196,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1554,920,772,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,18612,11045,9209,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,162013,91615,78794,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,10132,5852,4960,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2334,1374,1091,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,27474,15783,12930,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,48710,27645,23014,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,902,523,453,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2960,1834,1155,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2633,1454,1216,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,4505,2479,2136,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,2140,1159,998,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,5502,3221,2383,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2671501,1503100,1255294,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,7023,4156,3401,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,15230,8659,7340,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,12961,7504,6175,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,3071,1742,1436,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,953636,519868,461120,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1200,693,599,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,13358,8056,5403,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,2133,1212,989,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,12294,7094,5690,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,10783,6385,5158,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,118782,67618,54252,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1268,702,593,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,1071449,594632,508430,688420,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,161566,91444,75840,153077,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,25341,14430,12075,37010,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,12984,7386,5962,14863,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,23270,13547,11394,30562,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,22126,13087,10529,22151,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,2336,1385,1153,3277,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,4235,2384,2041,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,839,488,387,1003,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,1001241,552392,479294,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,6486,3835,3095,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,12346,7202,5952,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,15895,9948,8309,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,7355,4385,3478,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,357870,195509,172230,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,4704,2989,2774,5587,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,25653,14302,12265,23486,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,1027,583,480,1170,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,5581,3166,2682,6651,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,16356,9690,8132,17120,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,14086,8129,6813,18191,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,95235,56235,47180,114863,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,97470,54950,45242,102834,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,25360,14586,12033,24734,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,150861,86566,74908,139873,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,22093,12837,10989,27448,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,2170,1245,1075,2552,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,6716,3927,3327,7223,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,3607,2159,1893,4355,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2902,1702,1460,3383,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,36765,21115,16863,48425,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,4982606,2839224,2357815,3873534,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,42203,24665,20175,55838,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,4759,2738,2209,4854,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3769,2163,1784,5059,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,245004,139234,116826,195999,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2570,1541,1335,3122,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,55238,31818,26395,71288,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,1077629,608261,504676,681678,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,23827,14246,11743,31136,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,16418,9511,7918,19075,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,51967,28675,24922,53157,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,24336,13887,11504,31222,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,15770,9141,7617,19962,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,20721,12347,10129,31311,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,5387,3152,2792,4139,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,67999,38916,32234,82800,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,12409,6951,5837,17397,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,1106,616,521,1292,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,5638,3255,2697,7655,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,10882,6136,5183,12264,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,21823,12639,10339,29963,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,2203,1210,1063,2246,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,210152,118762,95809,209484,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,5520,3120,2448,4107,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,40061,22694,18415,32896,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,134522,75506,63361,145438,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,13804,8510,7158,17778,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,13426,7733,6708,13389,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,116575,66335,54464,110544,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,50562,28443,24599,40495,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,412,228,189,333,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,502,291,244,646,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,43543,24801,21005,46093,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,3293,1883,1558,3832,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,79,49,37,215,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,2849,1642,1285,3211,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,34652,19139,16104,25919,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2387,1330,1193,3024,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,8079,4732,4038,6477,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,32112,18236,15419,41942,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,9116,5227,4403,10452,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,15544,9154,7509,18448,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,8700,14628,8524,7391,17169,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,5900,13729,7890,6573,14935,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3800,10886,6591,5359,14753,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,42565,63463,36807,29174,71663,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,8100,14564,8721,7203,20032,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1678,930,831,2698,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3400,7017,3983,3238,10565,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6800,19391,11086,9523,19603,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,66,37,30,130,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,239890,256080,144182,121783,261427,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1800,4057,2295,1900,4851,4496,974,191,40,1838,328,,,,,,,,,,,,,
Madison,7,4100,9751,5768,4624,12264,11595,2264,299,258,4451,17,,,,,,,,,,,,,
Marion,4/5N,1300,6671,3861,3274,8663,8277,2697,351,158,3058,0,,,,,,,,,,,,,
Martin,9/10,2400,3111,1862,1381,4473,4136,659,165,0,1624,0,,,,,,,,,,,,,
Mason,9/10,2000,3577,1976,1743,3712,3521,1250,104,0,1147,0,,,,,,,,,,,,,
Matagorda,6/5S,16950,29671,17102,13641,30169,28247,6391,1113,369,11409,1164,,,,,,,,,,,,,
Maverick,8,46700,77202,48183,34442,46417,42606,7003,2970,1198,18727,152,,,,,,,,,,,,,
McCulloch,9/10,4400,5074,2914,2409,6865,6435,1792,212,122,2275,260,,,,,,,,,,,,,
McLennan,7,153530,208108,121345,99353,215130,200781,37728,11153,3621,71906,8718,,,,,,,,,,,,,
McMullen,11,1200,561,326,277,640,616,189,10,0,202,0,,,,,,,,,,,,,
Medina,8,18100,46629,26616,22908,44092,41263,8757,899,536,16090,1720,,,,,,,,,,,,,
Menard,9/10,1400,1796,1046,892,1888,1790,699,9,40,550,0,,,,,,,,,,,,,
Midland,9/10,135835,129644,73012,59635,141259,131025,18438,5950,1288,49538,4151,,,,,,,,,,,,,
Milam,7,11200,19093,10714,8980,21093,19689,5245,532,297,7641,827,,,,,,,,,,,,,
Mills,7,2600,3526,1990,1670,4242,4006,1416,149,152,1305,265,,,,,,,,,,,,,
Mitchell,2/3,4000,5161,2949,2573,7286,6958,1259,265,96,2753,254,,,,,,,,,,,,,
Montague,2/3,4950,11888,6924,5657,16816,15872,4444,560,383,5668,702,,,,,,,,,,,,,
Montgomery,6/5S,404890,574567,327251,269745,503062,467232,81457,20255,3836,157396,17330,,,,,,,,,,,,,
Moore,1,7240,16092,9226,7142,16411,14986,2372,448,176,6143,27,,,,,,,,,,,,,
Morris,4/5N,2100,8624,5123,4093,10449,9830,2730,77,179,3692,0,,,,,,,,,,,,,
Motley,1,0,651,407,259,1051,994,368,22,50,319,0,,,,,,,,,,,,,
Nacogdoches,4/5N,33100,46732,28402,22639,54401,51773,9953,2530,755,19948,1728,,,,,,,,,,,,,
Navarro,2/3,33100,39261,22202,18152,41283,38360,8651,1720,869,15775,1772,,,,,,,,,,,,,
Newton,4/5N,2900,5703,3277,2659,11888,11298,2878,55,113,4648,354,,,,,,,,,,,,,
Nolan,2/3,9000,9964,6105,5213,12204,11321,2737,519,251,4249,719,,,,,,,,,,,,,
Nueces,11,289725,355972,201574,166522,303484,284366,54069,25582,4100,113767,9771,,,,,,,,,,,,,
Ochiltree,1,4700,6349,3560,3055,7814,7106,1148,200,114,2812,0,,,,,,,,,,,,,
Oldham,1,1600,1227,688,575,1894,1728,316,18,0,654,227,,,,,,,,,,,,,
Orange,6/5S,5300,51116,29567,23323,69350,65087,13729,1456,548,26244,2692,,,,,,,,,,,,,
Palo Pinto,2/3,6500,18445,10493,8827,24719,23207,5893,864,283,8796,816,,,,,,,,,,,,,
Panola,4/5N,3900,13001,7811,6186,19777,18462,4589,473,377,7117,661,,,,,,,,,,,,,
Parker,2/3,73730,109567,61209,52875,119419,111686,22331,2890,1301,40567,3773,,,,,,,,,,,,,
Parmer,1,2600,6384,3650,3102,7816,7222,1366,161,174,2910,525,,,,,,,,,,,,,
Pecos,9/10,6700,15328,8943,7315,13080,12317,2141,400,120,5047,517,,,,,,,,,,,,,
Polk,4/5N,10200,36901,21067,17597,44390,42276,9733,1184,574,17118,1025,,,,,,,,,,,,,
Potter,1,194195,87115,50047,39621,95273,88673,15203,10224,1770,35559,518,,,,,,,,,,,,,
Presidio,9/10,5300,10761,6040,4994,5392,5069,1601,27,0,2039,0,,,,,,,,,,,,,
Rains,4/5N,2000,7603,4313,3593,10798,10277,3123,163,68,3649,0,,,,,,,,,,,,,
Randall,1,16170,105845,59899,49774,116059,108431,21424,2812,869,34803,519,,,,,,,,,,,,,
Reagan,9/10,1400,2438,1504,1158,3078,2841,427,52,42,1173,0,,,,,,,,,,,,,
Real,8,2000,2904,1620,1369,3070,2943,1053,25,86,1051,0,,,,,,,,,,,,,
Red River,4/5N,3500,7622,4479,3770,10450,9965,3044,420,252,3717,477,,,,,,,,,,,,,
Reeves,9/10,31075,16743,11018,5859,13495,12781,1878,281,89,5277,0,,,,,,,,,,,,,
Refugio,11,2900,6632,3643,3149,5921,5583,1617,228,154,2031,313,,,,,,,,,,,,,
Roberts,1,0,438,253,205,730,672,193,16,0,227,0,,,,,,,,,,,,,
Robertson,7,4200,12270,7301,6005,14349,13474,3412,252,252,4991,690,,,,,,,,,,,,,
Rockwall,2/3,59095,105036,59566,49425,86906,80325,13395,3750,1347,27575,3321,,,,,,,,,,,,,
Runnels,2/3,7600,7578,4376,3693,8726,8184,2153,405,312,2979,430,,,,,,,,,,,,,
Rusk,4/5N,11670,34078,20038,16283,46536,43777,9197,1501,759,17428,1859,,,,,,,,,,,,,
Sabine,4/5N,3900,6595,3779,3181,9359,8871,3267,572,186,3077,0,,,,,,,,,,,,,
San Augustine,4/5N,3700,6120,3499,2809,7135,6811,2227,415,337,2590,0,,,,,,,,,,,,,
San Jacinto,4/5N,4500,16174,9446,7844,24882,23444,6488,132,190,9275,40,,,,,,,,,,,,,
San Patricio,11,20170,63938,37090,29735,54942,51116,10209,975,347,19063,2379,,,,,,,,,,,,,
San Saba,7,2100,3699,2134,1728,5279,5000,1465,33,72,1828,197,,,,,,,,,,,,,
Schleicher,9/10,1800,2148,1221,1008,2399,2218,559,65,34,793,0,,,,,,,,,,,,,
Scurry,2/3,7395,12601,7712,5902,14012,13000,2566,399,128,5165,0,,,,,,,,,,,,,
Shackelford,2/3,1700,2070,1149,978,2804,2612,691,52,0,937,119,,,,,,,,,,,,,
Shelby,4/5N,10050,14469,8850,6519,20862,19449,4532,540,369,7876,948,,,,,,,,,,,,,
Sherman,1,1800,1740,1036,787,2478,2294,462,24,42,868,0,,,,,,,,,,,,,
Smith,4/5N,209370,181983,101781,85238,194878,182283,39337,19690,3030,62467,7172,,,,,,,,,,,,,
Somervell,2/3,5100,6453,3723,3147,7823,7386,1770,457,220,2741,479,,,,,,,,,,,,,
Starr,11,43780,82545,47763,41194,49864,45765,7370,4479,1999,21117,3311,,,,,,,,,,,,,
Stephens,2/3,3400,5265,3185,2692,8039,7542,1890,168,92,2928,22,,,,,,,,,,,,,
Sterling,9/10,700,854,481,380,1042,975,186,10,44,375,0,,,,,,,,,,,,,
Stonewall,2/3,1700,939,552,454,1164,1095,361,63,53,369,0,,,,,,,,,,,,,
Sutton,9/10,2400,2891,1575,1364,3139,2992,723,91,0,1051,0,,,,,,,,,,,,,
Swisher,1,2600,4444,2749,2374,6211,5764,1305,114,61,2381,323,,,,,,,,,,,,,
