County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,25752643,14362046,12419446,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,33726,19205,16737,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11986,6512,5719,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,54950,30343,26929,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22141,12293,10691,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6091,3330,3087,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1144,641,535,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,35857,20008,17250,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,22005,12731,11073,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4199,2371,2046,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15790,8892,7937,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,73106,41745,33747,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2240,1214,1134,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24178,13164,11566,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,200995,112893,96962,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1938679,1078062,922652,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10227,5605,5009,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,295,166,154,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12440,7007,6214,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
