County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,27699849,15725309,13090554,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,36248,21030,17570,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12895,7198,5969,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,59906,34198,28292,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,23731,13476,11135,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6466,3611,3200,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1201,683,555,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,39458,22685,18252,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,23524,13865,11499,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4493,2590,2139,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16700,9595,8211,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,80067,46676,36015,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2330,1291,1160,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,25752,14376,11961,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,222249,128192,103609,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2083422,1175449,976381,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10730,5979,5180,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,316,189,153,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13082,7515,6392,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,50212,29326,24039,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,347820,195118,167100,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,194748,109295,92108,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8668,4943,4198,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1024,557,496,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7293,4179,3424,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,21371,13461,11428,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,13606,7806,6689,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,39083,22651,18883,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,36363,21358,17034,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,17841,10541,8771,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7879,4629,3848,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,515516,291049,241011,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,8385,4830,3849,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3239,1811,1525,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,15416,9142,7506,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4843,2876,2142,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,32459,18616,14749,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,29677,17325,14438,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5489,3264,2979,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7220,3947,3580,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1679,992,881,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2103,1185,987,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4876,2772,2344,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1165952,640533,556782,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1500,884,743,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,17406,10359,8668,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,153867,87564,74402,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,9388,5424,4627,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2235,1319,1037,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,25905,14874,12245,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,44750,25338,21229,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,864,497,438,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2658,1646,1039,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2478,1370,1141,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,4197,2312,1984,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,2067,1101,981,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,5191,3009,2284,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2516904,1426005,1176121,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,6504,3846,3185,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,14271,8088,6911,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,11775,6905,5583,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2828,1597,1335,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,911444,498688,439448,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1121,647,561,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,12839,7829,5094,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
