County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,8211965,5462028,3574983,1887045,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,7900,5067,3168,1899,48045,8658,2051,833,20206,,,
Andrews,9/10,3000,5726,3776,1950,13503,1833,309,106,5450,,,
Angelina,4/5N,23300,16119,10627,5492,67056,14422,6534,1752,28054,,,
Aransas,11,1900,4952,3212,1740,19803,6791,370,252,6701,,,
Archer,2/3,1400,2355,1408,947,6921,1677,80,13,2381,,,
Armstrong,1,900,596,355,241,1499,470,32,86,466,,,
Atascosa,8,6100,6799,4418,2381,38768,7605,1124,651,15239,,,
Austin,6/5S,2900,6567,4897,1670,23704,5933,667,396,7873,,,
Bailey,1,12105,2674,1488,1186,5089,1036,114,74,1982,,,
Bandera,8,1100,3534,2512,1022,19763,6439,352,180,6555,,,
Bastrop,7,17900,9334,6588,2746,68839,13865,1462,696,29356,,,
Baylor,2/3,3450,1576,881,695,2793,844,137,97,908,,,
Bee,11,37000,10854,6070,4784,26496,4091,981,684,11359,,,
Bell,7,82050,42411,26246,16165,272969,40534,15894,2466,95066,,,
Bexar,8,581330,378134,242406,135728,1552823,247843,100704,17248,614646,,,
Blanco,7,2200,2317,1627,690,10092,3004,90,102,3388,,,
Borden,9/10,0,122,84,38,543,174,9,0,163,,,
Bosque,7,4000,3543,2152,1391,15224,4741,624,407,5126,,,
Bowie,4/5N,21250,9200,5785,3415,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,74490,68931,44505,24426,287683,45752,9762,2648,105966,,,
Brazos,7,51270,33430,24347,9083,186843,21693,7514,1414,59619,,,
Brewster,9/10,2200,3181,2163,1018,7706,2231,303,0,2579,,,
Briscoe,1,800,537,363,174,1272,404,19,0,452,,,
Brooks,11,1700,1869,1174,695,5317,1308,323,246,2253,,,
Brown,2/3,4800,4205,2972,1233,30883,7720,1663,911,11188,,,
Burleson,7,1600,2886,2181,705,14869,3867,143,218,5600,,,
Burnet,7,13255,6567,4891,1676,39239,10999,1823,595,13132,,,
Caldwell,7,5600,5312,3773,1539,34853,6512,1286,524,14114,,,
Calhoun,8,1900,3345,2365,980,16817,3981,470,384,6161,,,
Callahan,2/3,1700,2244,1494,750,11263,2958,146,122,4094,,,
Cameron,11,119565,101634,62993,38641,311689,58607,29737,6315,127806,,,
Camp,4/5N,800,1693,1117,576,10031,2494,207,152,3927,,,
Carson,1,500,1380,818,562,4718,1250,60,0,1547,,,
Cass,4/5N,1400,1904,1247,657,24182,6856,1216,550,9010,,,
Castro,1,1500,1667,1051,616,5607,1236,121,174,2168,,,
Chambers,6/5S,17000,5997,3882,2115,33062,5259,958,244,12484,,,
Cherokee,4/5N,8200,7176,4491,2685,40876,9444,1500,738,16376,,,
Childress,1,2200,1691,1105,586,6094,1165,251,136,2395,,,
Clay,2/3,6945,4232,2384,1848,8666,2484,136,60,3011,,,
Cochran,1,800,628,441,187,2188,468,57,0,956,,,
Coke,9/10,0,675,456,219,2756,947,47,130,899,,,
Coleman,2/3,1200,1365,870,495,6721,2119,342,162,2379,,,
Collin,2/3,257410,209065,137970,71095,801716,116575,38139,7817,236374,,,
Collingsworth,1,1100,720,463,257,2263,555,80,92,847,,,
Colorado,6/5S,4900,4917,3119,1798,17107,4850,853,477,5957,,,
Comal,8,30500,29493,20643,8850,125307,28528,5457,1845,38712,,,
Comanche,2/3,4420,3226,1892,1334,10944,3330,330,292,3738,,,
Concho,9/10,700,682,539,143,2288,689,76,66,815,,,
Cooke,2/3,7500,6282,4493,1789,32675,7804,948,552,11640,,,
Coryell,7,14105,8535,5370,3165,60428,8040,1178,610,22789,,,
Cottle,2/3,0,264,203,61,1123,339,5,0,446,,,
Crane,9/10,2450,1086,742,344,3554,594,71,110,1353,,,
Crockett,9/10,0,914,597,317,2694,612,31,56,1031,,,
Crosby,1,2850,1792,1382,410,4421,1085,98,115,1771,,,
Culberson,9/10,900,507,337,170,1746,480,67,0,722,,,
Dallam,1,11630,3052,1835,1217,5217,857,40,0,2067,,,
Dallas,2/3,744325,448062,290451,157611,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1500,1660,1092,568,9789,1898,304,112,4206,,,
Deaf Smith,1,2700,2981,2020,961,13439,2423,238,147,5332,,,
Delta,4/5N,600,851,536,315,4222,1118,379,100,1580,,,
Denton,2/3,225280,148983,103497,45486,697330,93499,23806,5913,257836,,,
DeWitt,8,1800,2386,1578,808,16110,4035,319,438,6110,,,
Dickens,1,0,443,381,62,1858,525,21,0,689,,,
Dimmit,8,12035,4339,2983,1356,7539,1749,238,175,3179,,,
Donley,1,500,684,459,225,2716,804,27,65,918,,,
Duval,11,1300,3361,2234,1127,8600,2031,69,150,3541,,,
Eastland,2/3,1800,2260,1459,801,14970,4054,860,389,5393,,,
Ector,9/10,62860,31632,23142,8490,120896,15970,5303,1016,50679,,,
Edwards,8,0,246,188,58,1555,561,24,0,528,,,
El Paso,9/10,258540,202464,127877,74587,640180,105175,35065,8383,245567,,,
Ellis,2/3,31660,30626,21864,8762,141665,24288,3985,1994,54463,,,
Erath,2/3,6500,5490,3893,1597,34875,6256,1250,481,12564,,,
Falls,7,12605,2833,1968,865,14049,3226,328,187,5671,,,
Fannin,2/3,15605,6597,4074,2523,28874,6588,962,614,10987,,,
Fayette,7,2400,4405,3306,1099,20879,6679,998,647,6844,,,
Fisher,2/3,1100,789,501,288,3088,961,101,28,1061,,,
Floyd,1,1100,1393,1014,379,4371,1070,132,68,1723,,,
Foard,2/3,900,538,397,141,962,315,7,80,332,,,
Fort Bend,6/5S,198650,191650,120768,70882,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1600,1542,1045,497,8554,2367,169,163,2871,,,
Freestone,7,1700,1894,1252,642,15808,3996,553,261,6319,,,
Frio,8,5550,2981,2099,882,16121,2499,186,166,6797,,,
Gaines,9/10,2000,2002,1360,642,14548,1907,323,95,6156,,,
Galveston,6/5S,96900,81566,51024,30542,269280,50987,11784,2830,96486,,,
Garza,1,1300,751,600,151,5325,719,33,75,2197,,,
Gillespie,8,14100,6885,4391,2494,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,491,284,207,1099,210,23,0,426,,,
