County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29415686,16636340,13943868,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,38927,22592,18731,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,13912,7735,6463,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,65113,37009,30812,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25257,14254,11902,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6882,3852,3389,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1257,708,588,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,42537,24203,19871,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,24972,14643,12199,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4708,2723,2228,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17564,10056,8645,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,86567,49991,39336,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2444,1351,1220,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27585,15554,12637,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,243663,139957,113642,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2196625,1234311,1033997,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11119,6198,5371,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,354,216,168,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13894,8017,6730,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,54300,31685,25815,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,369160,205692,178333,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,204915,115224,96671,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8979,5162,4297,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1078,585,523,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7747,4428,3701,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,23143,14376,12374,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14555,8344,7126,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,41532,23964,20097,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,39516,23028,18621,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,19010,11170,9360,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,8627,5038,4211,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,544955,306223,255966,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,9115,5299,4121,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3445,1942,1605,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,16797,9926,8157,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,5369,3180,2364,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,35111,20117,15943,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,32574,19196,15537,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5776,3467,3082,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7524,4147,3698,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1780,1051,923,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2205,1244,1038,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,5251,2973,2540,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1214079,664013,582296,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1554,920,772,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,18592,11038,9196,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,161852,91558,78688,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,10117,5850,4947,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2333,1374,1090,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,27437,15766,12910,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,48647,27616,22980,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,902,523,453,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2945,1824,1150,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2631,1453,1215,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,4491,2476,2125,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,2139,1159,997,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,5499,3220,2381,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2665753,1500606,1252029,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,7016,4152,3398,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,15218,8653,7334,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,12942,7492,6167,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,3061,1734,1434,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,952186,519252,460273,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1196,690,598,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,13355,8055,5401,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,2133,1212,989,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,12275,7086,5679,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,10741,6365,5136,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,118328,67446,53970,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1268,702,593,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,1070646,594316,507942,688420,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,161233,91303,75646,153077,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,25294,14404,12054,37010,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,12961,7374,5950,14863,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,23234,13535,11370,30562,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,22116,13086,10520,22151,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,2334,1384,1152,3277,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,4229,2379,2040,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,839,488,387,1003,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,999776,551869,478340,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,6473,3830,3087,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,12329,7192,5945,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,15883,9944,8301,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,7349,4381,3476,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,357321,195315,171876,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
