County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,21831545,12570093,10076934,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,27875,16901,12562,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,44449,6100,11121,6061,5263,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,48542,27263,23047,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20191,11401,9469,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,44230,3200,5671,3121,2854,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1072,601,496,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,29696,17207,13652,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,18659,10883,8965,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3983,2235,1942,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13726,7923,6649,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,60696,36416,26162,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,44230,5550,2161,1171,1087,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,21793,12017,10213,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,163210,94986,75440,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1559779,891659,712767,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9411,5228,4524,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,44449,0,273,157,138,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11580,6599,5666,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,38092,22400,18193,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,280656,159193,132694,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,165019,93981,76330,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,44449,5100,7905,4533,3798,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,894,479,438,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5841,3249,2697,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,44230,14800,17285,10973,9521,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11472,6585,5629,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,32152,18755,15454,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,27214,16445,12389,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,13920,8078,7015,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,44230,3500,6667,3795,3318,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,405782,232746,185917,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,6838,3928,3131,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2781,1530,1319,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12418,7322,6121,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4032,2310,1855,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,23303,14248,9667,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
