County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,28807884,16355817,13604236,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,38004,22067,18312,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,44449,6100,13491,7542,6229,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,63071,36035,29726,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,24773,14076,11596,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,44230,3200,6707,3755,3308,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1233,699,572,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,41655,23838,19327,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,24405,14382,11890,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4652,2695,2199,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17308,9942,8500,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,84652,49171,38207,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,44230,5550,2394,1329,1191,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27037,15263,12379,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,236508,136522,109880,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2168548,1223161,1016772,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11003,6150,5297,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,44449,0,326,194,158,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13597,7854,6591,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,52810,30921,25071,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,361262,202408,173627,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,201466,113494,94890,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,44449,5100,8821,5045,4253,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1055,576,509,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7610,4339,3592,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,44230,14800,22391,14030,11956,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14159,8151,6915,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,40751,23601,19651,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,38654,22614,18163,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,18579,11005,9077,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,44230,3500,8283,4877,4024,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,535609,302269,250368,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,8860,5162,4001,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3390,1915,1576,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,16301,9678,7903,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
