County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,8888955,5678873,3694674,1984199,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Federal Pharmacy Retail Vaccination Program,--,647990,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,7900,5095,3180,1915,48045,8658,2051,833,20206,,,
Andrews,9/10,3000,5789,3816,1973,13503,1833,309,106,5450,,,
Angelina,4/5N,23300,16510,10748,5762,67056,14422,6534,1752,28054,,,
Aransas,11,1900,5095,3304,1791,19803,6791,370,252,6701,,,
Archer,2/3,1400,2442,1431,1011,6921,1677,80,13,2381,,,
Armstrong,1,900,604,356,248,1499,470,32,86,466,,,
Atascosa,8,6100,7026,4536,2490,38768,7605,1124,651,15239,,,
Austin,6/5S,2900,6731,5022,1709,23704,5933,667,396,7873,,,
Bailey,1,12105,2708,1511,1197,5089,1036,114,74,1982,,,
Bandera,8,1100,3881,2797,1084,19763,6439,352,180,6555,,,
Bastrop,7,17900,9715,6802,2913,68839,13865,1462,696,29356,,,
Baylor,2/3,3450,1575,880,695,2793,844,137,97,908,,,
Bee,11,37100,10883,6091,4792,26496,4091,981,684,11359,,,
Bell,7,82050,43872,26795,17077,272969,40534,15894,2466,95066,,,
Bexar,8,587330,392046,248134,143912,1552823,247843,100704,17248,614646,,,
Blanco,7,2200,2422,1693,729,10092,3004,90,102,3388,,,
Borden,9/10,0,123,85,38,543,174,9,0,163,,,
Bosque,7,4000,3608,2191,1417,15224,4741,624,407,5126,,,
Bowie,4/5N,21250,9972,6513,3459,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,74490,73123,46782,26341,287683,45752,9762,2648,105966,,,
Brazos,7,51270,35141,25982,9159,186843,21693,7514,1414,59619,,,
Brewster,9/10,2200,3206,2166,1040,7706,2231,303,0,2579,,,
Briscoe,1,800,543,362,181,1272,404,19,0,452,,,
Brooks,11,1800,1956,1256,700,5317,1308,323,246,2253,,,
Brown,2/3,4800,4226,2986,1240,30883,7720,1663,911,11188,,,
Burleson,7,1600,3061,2349,712,14869,3867,143,218,5600,,,
Burnet,7,13255,7148,5409,1739,39239,10999,1823,595,13132,,,
Caldwell,7,5600,5405,3827,1578,34853,6512,1286,524,14114,,,
Calhoun,8,1900,3334,2344,990,16817,3981,470,384,6161,,,
Callahan,2/3,1700,2279,1505,774,11263,2958,146,122,4094,,,
Cameron,11,119565,102927,63935,38992,311689,58607,29737,6315,127806,,,
Camp,4/5N,800,1719,1135,584,10031,2494,207,152,3927,,,
Carson,1,500,1415,827,588,4718,1250,60,0,1547,,,
Cass,4/5N,1400,2007,1334,673,24182,6856,1216,550,9010,,,
Castro,1,1500,1744,1064,680,5607,1236,121,174,2168,,,
Chambers,6/5S,17000,6186,3971,2215,33062,5259,958,244,12484,,,
Cherokee,4/5N,8200,7336,4565,2771,40876,9444,1500,738,16376,,,
Childress,1,2200,1701,1111,590,6094,1165,251,136,2395,,,
Clay,2/3,6945,4494,2391,2103,8666,2484,136,60,3011,,,
Cochran,1,800,652,450,202,2188,468,57,0,956,,,
Coke,9/10,0,711,472,239,2756,947,47,130,899,,,
Coleman,2/3,1200,1387,882,505,6721,2119,342,162,2379,,,
Collin,2/3,257410,217405,140612,76793,801716,116575,38139,7817,236374,,,
Collingsworth,1,1100,729,472,257,2263,555,80,92,847,,,
Colorado,6/5S,4900,5094,3252,1842,17107,4850,853,477,5957,,,
Comal,8,30500,30358,21084,9274,125307,28528,5457,1845,38712,,,
Comanche,2/3,4420,3269,1932,1337,10944,3330,330,292,3738,,,
Concho,9/10,700,773,551,222,2288,689,76,66,815,,,
Cooke,2/3,7500,6733,4825,1908,32675,7804,948,552,11640,,,
Coryell,7,14105,9051,5538,3513,60428,8040,1178,610,22789,,,
Cottle,2/3,0,267,206,61,1123,339,5,0,446,,,
Crane,9/10,2450,1151,754,397,3554,594,71,110,1353,,,
Crockett,9/10,0,953,614,339,2694,612,31,56,1031,,,
Crosby,1,2850,1802,1386,416,4421,1085,98,115,1771,,,
Culberson,9/10,900,513,339,174,1746,480,67,0,722,,,
Dallam,1,11630,3102,1844,1258,5217,857,40,0,2067,,,
Dallas,2/3,744325,468219,301862,166357,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1500,1684,1104,580,9789,1898,304,112,4206,,,
Deaf Smith,1,2700,3082,2041,1041,13439,2423,238,147,5332,,,
Delta,4/5N,600,863,548,315,4222,1118,379,100,1580,,,
Denton,2/3,225280,159305,105165,54140,697330,93499,23806,5913,257836,,,
DeWitt,8,1800,2415,1587,828,16110,4035,319,438,6110,,,
Dickens,1,0,445,381,64,1858,525,21,0,689,,,
Dimmit,8,12035,4441,3037,1404,7539,1749,238,175,3179,,,
Donley,1,500,684,451,233,2716,804,27,65,918,,,
Duval,11,1400,3417,2281,1136,8600,2031,69,150,3541,,,
Eastland,2/3,1800,2304,1489,815,14970,4054,860,389,5393,,,
Ector,9/10,62860,33901,25385,8516,120896,15970,5303,1016,50679,,,
Edwards,8,0,253,193,60,1555,561,24,0,528,,,
El Paso,9/10,260040,209430,131676,77754,640180,105175,35065,8383,245567,,,
Ellis,2/3,31660,31851,22513,9338,141665,24288,3985,1994,54463,,,
Erath,2/3,6500,5845,4229,1616,34875,6256,1250,481,12564,,,
Falls,7,12605,2892,1986,906,14049,3226,328,187,5671,,,
Fannin,2/3,15605,6707,4135,2572,28874,6588,962,614,10987,,,
Fayette,7,2400,4650,3477,1173,20879,6679,998,647,6844,,,
Fisher,2/3,1100,832,523,309,3088,961,101,28,1061,,,
Floyd,1,1100,1422,1032,390,4371,1070,132,68,1723,,,
Foard,2/3,900,531,396,135,962,315,7,80,332,,,
Fort Bend,6/5S,198650,200855,123610,77245,616413,93851,24721,4977,175581,,,
Franklin,4/5N,1600,1574,1069,505,8554,2367,169,163,2871,,,
Freestone,7,1700,1989,1315,674,15808,3996,553,261,6319,,,
Frio,8,5550,3157,2112,1045,16121,2499,186,166,6797,,,
Gaines,9/10,2000,2033,1378,655,14548,1907,323,95,6156,,,
Galveston,6/5S,96900,86765,53379,33386,269280,50987,11784,2830,96486,,,
Garza,1,1300,767,612,155,5325,719,33,75,2197,,,
Gillespie,8,14100,7239,4421,2818,22307,8110,1175,706,6815,,,
Glasscock,9/10,0,500,288,212,1099,210,23,0,426,,,
Goliad,8,600,1904,1148,756,6281,1832,39,135,2282,,,
Gonzales,8,2700,3481,2399,1082,15937,3572,550,256,6356,,,
Gray,1,2300,3392,2194,1198,16924,3531,689,315,6978,,,
Grayson,2/3,27870,20830,13451,7379,107521,24182,9338,2131,40586,,,
Gregg,4/5N,43815,22913,15448,7465,95544,19451,7025,2324,37362,,,
Grimes,7,2200,4060,2932,1128,23245,5134,234,311,9653,,,
Guadalupe,8,32975,23685,16662,7023,130517,23614,3801,1225,49282,,,
Hale,1,3700,5571,3766,1805,25476,4604,873,399,10561,,,
Hall,1,0,892,631,261,2406,711,27,72,978,,,
Hamilton,7,2100,1862,1204,658,6832,2146,481,296,2427,,,
Hansford,1,1200,1246,780,466,3987,812,139,84,1616,,,
Hardeman,2/3,1700,1363,912,451,3190,912,102,16,1146,,,
Hardin,6/5S,7000,10892,7727,3165,45112,9762,1003,527,16190,,,
Harris,6/5S,1215280,818976,527286,291690,3601939,514167,225769,27623,1408024,,,
Harrison,4/5N,6800,7669,5374,2295,51900,11607,3063,608,20509,,,
Hartley,1,1475,2112,1237,875,4561,861,196,94,1669,,,
Haskell,2/3,1300,1333,977,356,4831,1266,123,68,1872,,,
Hays,7,56190,38724,25974,12750,183380,26187,5488,1907,61462,,,
Hemphill,1,1800,1138,726,412,2827,606,104,98,1066,,,
Henderson,4/5N,8800,10907,7181,3726,67238,18534,2043,998,26544,,,
Hidalgo,11,252530,177090,112723,64367,620824,98328,54962,17074,286328,,,
Hill,7,3500,5731,3674,2057,29198,7684,862,523,11381,,,
Hockley,1,1800,5671,3687,1984,17799,3453,483,263,6829,,,
Hood,2/3,9800,11950,8912,3038,50193,15416,1720,867,16867,,,
Hopkins,4/5N,4100,4802,3058,1744,29175,6887,1192,620,11166,,,
Houston,4/5N,2800,2878,1839,1039,18929,5176,634,538,7399,,,
Howard,9/10,4000,4265,2538,1727,29544,4813,1456,454,12143,,,
Hudspeth,9/10,500,977,656,321,3979,775,33,0,1778,,,
Hunt,2/3,13860,13239,8072,5167,77878,15810,4112,947,31096,,,
Hutchinson,1,1400,3748,2452,1296,16258,3581,504,246,6098,,,
