County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,23674390,13399970,11191352,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,30957,18202,14863,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11486,6258,5449,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,51184,28602,24625,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20990,11781,9967,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5839,3218,2937,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1102,614,515,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,32250,18359,15174,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,19845,11433,9685,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4068,2294,1984,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,14659,8390,7245,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,66667,38851,29904,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2206,1194,1115,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22963,12563,10909,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,180179,103749,84511,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1721898,978114,796956,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9822,5424,4763,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,281,161,143,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11966,6783,5907,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,41141,23960,19913,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,302202,168170,146401,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,174832,98000,82604,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8108,4632,3922,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,917,491,450,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6081,3337,2854,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,18449,11442,10318,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12056,6825,6049,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,34175,19568,16791,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,29999,17512,14222,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14777,8517,7539,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6936,3960,3481,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,439791,247906,206011,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7277,4101,3421,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2893,1585,1381,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12989,7598,6464,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4187,2380,1953,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,25125,14999,10836,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,25183,14510,12404,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4926,2885,2648,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6723,3624,3364,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1474,862,787,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1945,1074,931,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4307,2418,2114,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1022740,564022,485972,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1425,822,717,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15455,9025,7941,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,131793,75458,63450,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,8316,4702,4201,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2008,1172,931,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,22696,12770,10962,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,36707,21062,17174,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,797,450,403,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2286,1403,909,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2205,1193,1041,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3805,2026,1854,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1933,1034,909,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4524,2583,1988,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2158288,1220254,1013193,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,5727,3276,2834,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,11968,6864,5718,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,9745,5611,4759,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2518,1387,1225,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,792121,440055,375383,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1029,573,530,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,9465,5465,4056,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1889,1051,895,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,9488,5437,4487,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
