County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29339873,16603549,13900153,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,38830,22540,18685,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,13849,7712,6423,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,64940,36917,30730,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25194,14238,11855,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6854,3835,3375,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1250,705,583,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,42396,24133,19799,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,24879,14592,12156,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4700,2718,2225,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17534,10036,8635,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,86329,49896,39188,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2433,1349,1211,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27520,15528,12598,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,242540,139433,113044,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2192979,1232890,1031748,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11118,6199,5369,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,348,211,167,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13865,8002,6716,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,54181,31638,25743,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,368069,205241,177688,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,204526,115050,96455,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8961,5154,4287,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1077,584,523,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7738,4423,3697,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,23042,14321,12328,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14517,8330,7102,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,41430,23909,20048,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,39411,22978,18565,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,18968,11153,9336,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,8587,5015,4194,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,544016,305859,255390,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,9094,5293,4106,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3436,1937,1601,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,16738,9893,8130,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,5362,3173,2364,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,35019,20075,15894,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,32454,19137,15476,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5765,3460,3075,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7502,4133,3690,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1777,1050,921,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2200,1242,1035,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,5242,2971,2533,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1211486,662902,580798,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1552,918,772,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,18546,11026,9162,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,161603,91459,78535,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,10099,5839,4940,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2329,1371,1089,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,27363,15730,12872,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,48510,27545,22913,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,900,523,451,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2931,1817,1143,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2623,1448,1212,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,4474,2469,2115,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,2138,1159,996,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,5493,3215,2380,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2657686,1497142,1247392,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,7010,4149,3395,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,15187,8641,7315,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,12875,7463,6129,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,3048,1726,1429,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,950156,518405,459070,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,1185,684,591,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,13349,8051,5397,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,2129,1211,986,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,12254,7077,5667,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,10721,6353,5127,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,117988,67294,53780,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,1264,701,590,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
