County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,21496501,12393636,9898047,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,27202,16612,12148,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11025,6022,5204,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,48065,27047,22743,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20028,11334,9357,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5634,3102,2835,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1068,598,495,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,28970,16830,13240,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,18538,10815,8890,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3957,2218,1934,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13538,7836,6532,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,59752,35913,25682,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2160,1170,1087,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,21691,11978,10149,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
