County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,10801295,7389937,4848150,2602278,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,1238950,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,9800,6377,4050,2428,48045,8658,2051,833,20206,1574,,
Andrews,9/10,3300,6726,4601,2179,13503,1833,309,106,5450,41,,
Angelina,4/5N,28300,19878,12871,7078,67056,14422,6534,1752,28054,3266,,
Aransas,11,2300,6504,4150,2379,19803,6791,370,252,6701,39,,
Archer,2/3,1600,2742,1558,1192,6921,1677,80,13,2381,330,,
Armstrong,1,1100,703,426,277,1499,470,32,86,466,0,,
Atascosa,8,8100,8696,5795,2963,38768,7605,1124,651,15239,1557,,
Austin,6/5S,3900,7831,5730,2137,23704,5933,667,396,7873,1079,,
Bailey,1,14545,2933,1709,1225,5089,1036,114,74,1982,0,,
Bandera,8,1300,5186,3536,1744,19763,6439,352,180,6555,20,,
Bastrop,7,21400,13064,9222,3922,68839,13865,1462,696,29356,2746,,
Baylor,2/3,3850,1614,913,703,2793,844,137,97,908,0,,
Bee,11,42780,12056,6878,5189,26496,4091,981,684,11359,989,,
Bell,7,102420,57287,36636,20891,272969,40534,15894,2466,95066,12910,,
Bexar,8,672940,501713,319011,184348,1552823,247843,100704,17248,614646,61232,,
Blanco,7,2600,3440,2367,1098,10092,3004,90,102,3388,303,,
Borden,9/10,0,157,111,47,543,174,9,0,163,0,,
Bosque,7,5400,5011,3337,1710,15224,4741,624,407,5126,579,,
Bowie,4/5N,27890,13204,8697,4607,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,90690,95453,60713,35159,287683,45752,9762,2648,105966,12034,,
Brazos,7,63170,49190,35299,14102,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,2800,4553,2938,1660,7706,2231,303,0,2579,255,,
Briscoe,1,800,751,429,322,1272,404,19,0,452,0,,
Brooks,11,2000,2476,1539,939,5317,1308,323,246,2253,22,,
Brown,2/3,9100,6358,4419,1940,30883,7720,1663,911,11188,1112,,
Burleson,7,1900,4164,3044,1171,14869,3867,143,218,5600,518,,
Burnet,7,16495,10257,7021,3325,39239,10999,1823,595,13132,94,,
Caldwell,7,6900,6986,4889,2152,34853,6512,1286,524,14114,1294,,
Calhoun,8,2200,3907,2683,1283,16817,3981,470,384,6161,53,,
Callahan,2/3,1900,3010,2011,1008,11263,2958,146,122,4094,442,,
Cameron,11,143015,127363,81887,46415,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1000,2264,1488,783,10031,2494,207,152,3927,0,,
Carson,1,700,1690,1018,672,4718,1250,60,0,1547,240,,
Cass,4/5N,1900,3291,2336,1032,24182,6856,1216,550,9010,1125,,
Castro,1,1700,2271,1419,852,5607,1236,121,174,2168,341,,
Chambers,6/5S,19900,8064,5191,2885,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,9800,9122,5590,3628,40876,9444,1500,738,16376,1511,,
Childress,1,2800,2088,1387,701,6094,1165,251,136,2395,0,,
Clay,2/3,8045,4737,2588,2154,8666,2484,136,60,3011,384,,
Cochran,1,1000,957,656,313,2188,468,57,0,956,0,,
Coke,9/10,0,951,636,315,2756,947,47,130,899,0,,
Coleman,2/3,1400,1689,1149,542,6721,2119,342,162,2379,289,,
Collin,2/3,309090,288713,181967,108572,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1300,940,573,368,2263,555,80,92,847,0,,
Colorado,6/5S,5800,6066,3898,2247,17107,4850,853,477,5957,613,,
Comal,8,37700,42380,27131,15527,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,4620,4153,2772,1386,10944,3330,330,292,3738,455,,
Concho,9/10,1100,946,642,308,2288,689,76,66,815,0,,
Cooke,2/3,9800,8419,5720,2719,32675,7804,948,552,11640,1051,,
Coryell,7,16545,10397,6469,3937,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,315,217,98,1123,339,5,0,446,0,,
Crane,9/10,2650,1567,950,617,3554,594,71,110,1353,0,,
Crockett,9/10,0,1136,649,487,2694,612,31,56,1031,0,,
Crosby,1,3050,2503,1474,1029,4421,1085,98,115,1771,284,,
Culberson,9/10,1100,876,596,280,1746,480,67,0,722,0,,
Dallam,1,13970,3089,1823,1267,5217,857,40,0,2067,0,,
Dallas,2/3,860935,618144,403603,224351,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,1800,2085,1342,746,9789,1898,304,112,4206,475,,
Deaf Smith,1,3000,3963,2667,1328,13439,2423,238,147,5332,0,,
Delta,4/5N,800,1107,718,400,4222,1118,379,100,1580,0,,
Denton,2/3,270790,213562,126448,88245,697330,93499,23806,5913,257836,22330,,
DeWitt,8,0,3640,2566,1080,16110,4035,319,438,6110,1055,,
Dickens,1,0,588,387,201,1858,525,21,0,689,0,,
Dimmit,8,14375,5457,3254,2204,7539,1749,238,175,3179,48,,
Donley,1,700,1019,730,289,2716,804,27,65,918,0,,
Duval,11,1700,4444,2838,1654,8600,2031,69,150,3541,482,,
Eastland,2/3,3000,3925,2873,1067,14970,4054,860,389,5393,591,,
Ector,9/10,74390,43047,28642,14538,120896,15970,5303,1016,50679,428,,
Edwards,8,0,373,257,116,1555,561,24,0,528,0,,
El Paso,9/10,301620,259800,165308,95571,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,42040,46022,29891,16525,141665,24288,3985,1994,54463,6578,,
Erath,2/3,8800,8745,6520,2257,34875,6256,1250,481,12564,1079,,
Falls,7,14945,3930,2393,1562,14049,3226,328,187,5671,486,,
Fannin,2/3,18845,8020,5074,3036,28874,6588,962,614,10987,1108,,
Fayette,7,2900,5692,4099,1630,20879,6679,998,647,6844,671,,
Fisher,2/3,1300,924,589,342,3088,961,101,28,1061,0,,
Floyd,1,1300,1897,1252,645,4371,1070,132,68,1723,0,,
Foard,2/3,1200,622,368,255,962,315,7,80,332,0,,
Fort Bend,6/5S,235360,250249,151941,99578,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,1800,1924,1276,658,8554,2367,169,163,2871,0,,
Freestone,7,1900,2827,1954,939,15808,3996,553,261,6319,689,,
Frio,8,7050,4275,2607,1887,16121,2499,186,166,6797,28,,
Gaines,9/10,2400,2645,1854,825,14548,1907,323,95,6156,717,,
Galveston,6/5S,118240,108759,68263,40768,269280,50987,11784,2830,96486,10219,,
Garza,1,1500,1134,849,287,5325,719,33,75,2197,0,,
Gillespie,8,16700,9396,5699,3719,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,556,300,256,1099,210,23,0,426,0,,
Goliad,8,900,2391,1406,987,6281,1832,39,135,2282,0,,
Gonzales,8,3700,5123,3442,1767,15937,3572,550,256,6356,693,,
Gray,1,2800,3941,2572,1374,16924,3531,689,315,6978,42,,
Grayson,2/3,33470,26181,16907,9754,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,51335,30021,18358,11696,95544,19451,7025,2324,37362,3988,,
Grimes,7,2600,5396,3811,1611,23245,5134,234,311,9653,771,,
Guadalupe,8,39775,33936,21876,12189,130517,23614,3801,1225,49282,3850,,
Hale,1,5500,6918,4683,2276,25476,4604,873,399,10561,1177,,
Hall,1,0,1215,725,492,2406,711,27,72,978,0,,
Hamilton,7,3200,2292,1541,809,6832,2146,481,296,2427,10,,
Hansford,1,1800,1600,1097,560,3987,812,139,84,1616,295,,
Hardeman,2/3,2100,1680,991,704,3190,912,102,16,1146,0,,
Hardin,6/5S,8200,12866,8746,4127,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1423180,1069872,713646,363747,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,8900,11238,7214,4130,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2200,1280,920,4561,861,196,94,1669,253,,
Haskell,2/3,1600,1739,1140,604,4831,1266,123,68,1872,187,,
Hays,7,71180,51399,34404,17284,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2200,1415,818,598,2827,606,104,98,1066,0,,
Henderson,4/5N,11600,14947,9584,5478,67238,18534,2043,998,26544,1787,,
Hidalgo,11,288950,219731,141580,80443,620824,98328,54962,17074,286328,36161,,
Hill,7,4400,7994,5177,2985,29198,7684,862,523,11381,1209,,
Hockley,1,2700,6712,4188,2572,17799,3453,483,263,6829,887,,
Hood,2/3,12200,18872,12783,6134,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,4800,6385,3875,2537,29175,6887,1192,620,11166,1299,,
Houston,4/5N,3800,3747,2590,1194,18929,5176,634,538,7399,631,,
Howard,9/10,4700,5619,3368,2271,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,900,1215,781,434,3979,775,33,0,1778,145,,
Hunt,2/3,18970,17760,11507,6365,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2100,4844,3351,1495,16258,3581,504,246,6098,741,,
Irion,9/10,0,404,247,158,1234,328,15,0,429,0,,
Jack,2/3,2400,2153,1379,778,7230,1515,198,149,2732,284,,
Jackson,8,4850,4368,2465,1950,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,9844,6107,3776,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,700,1356,776,584,2180,812,28,0,685,0,,
Jefferson,6/5S,106290,52797,38081,14756,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1000,2366,1683,683,3791,890,14,60,1572,0,,
Jim Wells,11,16645,16580,10021,6645,30579,6358,3897,985,12474,1370,,
Johnson,2/3,32850,31518,21609,10222,135345,25151,3559,1471,53224,5814,,
Jones,2/3,1500,3237,2047,1217,17011,3188,337,254,6981,525,,
Karnes,8,5000,3555,2331,1248,12669,2211,370,244,5177,505,,
Kaufman,2/3,20750,25380,16463,9056,102341,16113,2857,1189,40613,4498,,
Kendall,8,6900,14896,9686,5277,37890,9152,1091,801,12702,160,,
Kenedy,11,0,210,119,91,321,68,1,0,139,0,,
Kent,2/3,0,245,166,79,615,201,13,60,198,0,,
Kerr,8,9600,11900,7919,4001,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,1400,1536,969,585,3651,1288,90,0,1243,0,,
King,1,0,47,31,16,205,51,7,0,69,0,,
Kinney,8,1100,808,535,277,3050,910,11,0,1171,0,,
Kleberg,11,27845,16237,9876,6407,24188,4046,1401,341,9265,870,,
Knox,2/3,1400,1453,823,630,2808,736,95,127,976,182,,
La Salle,8,14945,3776,2179,1636,6212,1018,22,60,2410,0,,
Lamar,4/5N,14400,12751,8656,4127,39402,9726,3115,745,14986,1612,,
Lamb,1,1300,3815,2453,1370,9740,2240,454,226,3968,536,,
Lampasas,7,2100,3564,2310,1266,17366,4322,348,284,6457,0,,
Lavaca,8,4500,5124,3464,1683,16004,4775,820,612,5435,476,,
Lee,7,1700,3130,2221,940,13993,3219,334,226,5333,494,,
Leon,7,1900,2860,2047,839,13946,4334,155,74,4662,603,,
Liberty,6/5S,19845,10430,6686,3863,66868,11399,1398,614,28567,2987,,
Limestone,7,3500,4218,2984,1236,18871,4670,2332,1060,7512,702,,
Lipscomb,1,700,828,516,313,2520,617,24,61,919,190,,
Live Oak,11,1300,3049,1923,1141,10055,2533,35,100,3769,300,,
Llano,7,3200,5939,4117,1869,18908,8119,277,358,5362,15,,
Loving,9/10,0,33,24,9,129,23,0,0,50,0,,
Lubbock,1,145340,108338,67751,40687,244992,39476,20974,4093,83028,9242,,
Lynn,1,700,1670,1069,602,4496,974,191,40,1838,328,,
Madison,7,1700,1819,1255,578,11595,2264,299,258,4451,17,,
Marion,4/5N,400,1771,1233,545,8277,2697,351,158,3058,0,,
Martin,9/10,1300,1762,1085,683,4136,659,165,0,1624,0,,
Mason,9/10,1000,1499,1001,531,3521,1250,104,0,1147,0,,
Matagorda,6/5S,4900,5289,3578,1725,28247,6391,1113,369,11409,1164,,
Maverick,8,21800,10590,8720,2042,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,0,1661,1142,549,6435,1792,212,122,2275,260,,
McLennan,7,0,55529,35725,20040,200781,37728,11153,3621,71906,8718,,
McMullen,11,0,197,124,74,616,189,10,0,202,0,,
Medina,8,6300,12300,8424,4204,41263,8757,899,536,16090,1720,,
Menard,9/10,700,1005,651,457,1790,699,9,40,550,0,,
Midland,9/10,78825,41299,28038,13393,131025,18438,5950,1288,49538,4151,,
Milam,7,4400,5189,3400,1803,19689,5245,532,297,7641,827,,
Mills,7,900,1432,935,497,4006,1416,149,152,1305,265,,
Mitchell,2/3,2100,1641,1010,638,6958,1259,265,96,2753,254,,
Montague,2/3,2850,5103,2919,2197,15872,4444,560,383,5668,702,,
Montgomery,6/5S,172660,121215,75395,46673,467232,81457,20255,3836,157396,17330,,
Moore,1,2400,8426,4675,3777,14986,2372,448,176,6143,27,,
Morris,4/5N,1200,1916,1313,618,9830,2730,77,179,3692,0,,
Motley,1,0,297,172,125,994,368,22,50,319,0,,
Nacogdoches,4/5N,16400,15870,10243,5790,51773,9953,2530,755,19948,1728,,
Navarro,2/3,18600,15661,9600,6075,38360,8651,1720,869,15775,1772,,
Newton,4/5N,1700,2743,1732,1021,11298,2878,55,113,4648,354,,
Nolan,2/3,4800,4016,2458,1781,11321,2737,519,251,4249,719,,
Nueces,11,129195,101874,62375,39905,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,2200,1742,1090,654,7106,1148,200,114,2812,0,,
Oldham,1,1000,556,334,222,1728,316,18,0,654,227,,
Orange,6/5S,2600,13159,9641,3555,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,3100,5143,3709,1453,23207,5893,864,283,8796,816,,
Panola,4/5N,2300,3252,2043,1232,18462,4589,473,377,7117,661,,
Parker,2/3,35060,32841,19886,13007,111686,22331,2890,1301,40567,3773,,
Parmer,1,1400,3166,1904,1281,7222,1366,161,174,2910,525,,
Pecos,9/10,3600,6351,4135,2221,12317,2141,400,120,5047,517,,
Polk,4/5N,6700,10598,6850,3771,42276,9733,1184,574,17118,1025,,
