County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,23521675,16178433,10197092,6593612,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,4573480,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,15970,14731,9857,6047,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10243,5662,4777,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,53800,37957,23999,15430,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6640,17740,10324,7963,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,2900,4983,2909,2413,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2000,968,570,419,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,17400,20437,12751,8499,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,7300,17546,11668,7074,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,23435,3712,2127,1776,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,4100,11798,7366,5091,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,47400,48099,32370,17281,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5450,2365,1463,989,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,77850,16477,9231,7616,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,202590,114089,72241,47081,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1349190,1122610,706686,447886,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,4700,7774,4836,3228,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,287,178,150,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,10000,9873,5954,4464,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,59210,30465,18465,14144,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,194220,215679,131620,92600,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,153600,122370,79975,46548,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7310,4304,3418,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,887,488,430,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3300,5233,2900,2387,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14500,14830,9673,8131,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4500,9059,5649,3911,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,33435,23019,14641,9756,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,13600,19101,12650,7879,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,6100,12387,7931,5566,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3400,5907,3448,2840,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,321075,288420,184347,115014,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5438,3399,2218,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1700,2454,1403,1106,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,10442,6560,4811,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,2900,3480,2075,1516,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,34100,17543,11312,6638,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,16170,17645,10968,7806,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,4700,3581,2051,1831,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,13645,5823,3238,2786,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,4522,2943,1739,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1712,996,752,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3400,3698,2128,1728,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,653250,697798,439020,276423,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1371,792,683,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,11000,12038,7780,5572,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,80520,88659,57479,36128,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6690,7223,4212,3511,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,1900,1560,892,739,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,17900,15080,9455,6222,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,33485,20582,12696,8720,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,752,426,373,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3450,2003,1253,769,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1786,1017,794,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3341,1850,1536,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,1900,1564,914,657,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27140,3889,2308,1629,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1675275,1442074,934620,556066,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4200,4052,2389,1815,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6500,9408,5652,4323,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4600,7425,4445,3494,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1500,2040,1182,928,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,520070,550914,342526,223302,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,949,543,464,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7425,4287,3164,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1677,1012,712,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3400,7749,4599,3576,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6070,7803,4747,3664,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,113190,74183,42726,33268,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,973,566,424,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,584940,576228,366978,227453,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,110140,95024,59401,39391,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,22400,17132,10271,7515,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29285,6945,4446,2785,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,33485,13590,8063,6442,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,6900,13106,8139,6033,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1590,949,745,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2200,3072,1748,1424,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,775,454,353,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,452600,575067,351911,240864,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4067,2508,1791,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,3800,6475,4101,2891,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,11450,8081,5061,3745,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,4700,4752,2907,2189,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,270940,221159,131056,94305,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,3600,2284,1454,1241,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,29800,16945,10175,7285,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,910,557,468,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2300,3943,2296,1883,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,9700,10228,6363,4945,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,4800,8616,5231,3774,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,60100,57536,36699,26761,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,109185,60886,35350,26912,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4300,13710,8809,5626,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,84495,78211,50147,35691,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,12000,13469,8070,6248,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1676,984,814,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,5300,4889,2992,2373,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3300,2789,1676,1488,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3500,2296,1323,1161,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11300,23468,13887,10119,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,2923900,2572404,1653531,1026666,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16770,24350,14886,11251,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,2836,1724,1125,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,2900,3089,1817,1410,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,149690,129038,84899,51135,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3000,2077,1251,1112,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,21070,33632,20547,14852,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,560300,563314,358472,225195,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,8200,16128,9799,7645,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5400,11229,6605,5328,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,29170,37169,21662,16361,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,12640,14561,8812,6389,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6200,9124,5680,4154,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7700,11900,6886,5638,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,1800,2615,1530,1180,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,35870,36070,22050,15427,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4600,8814,5126,3897,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,837,472,378,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3700,3718,2177,1782,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,10660,7276,4481,3053,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,14000,14702,8426,6918,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1902,1046,908,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,224660,115313,69551,46992,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,3993,2308,1712,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,33085,26324,15115,11876,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,90020,78129,46958,33087,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3100,6096,3733,2853,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14420,6829,4379,3258,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,56550,62448,40024,24863,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,15400,30754,19536,12770,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,315,173,146,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,384,222,187,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,19000,25462,15347,11072,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2700,2451,1400,1161,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,97,70,31,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2200,1815,1133,714,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,54685,24024,13479,10926,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,1959,1093,976,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,23935,5075,2893,2350,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,26700,22527,12833,10544,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2300,6137,3567,2927,9740,2240,454,226,3968,536,,,,,,,,,,,,,
Lampasas,7,5000,8931,5673,3854,17366,4322,348,284,6457,0,,,,,,,,,,,,,
Lavaca,8,7900,10142,6202,4851,16004,4775,820,612,5435,476,,,,,,,,,,,,,
Lee,7,4900,8221,5034,3575,13993,3219,334,226,5333,494,,,,,,,,,,,,,
Leon,7,3500,7375,4675,3492,13946,4334,155,74,4662,603,,,,,,,,,,,,,
Liberty,6/5S,36585,28824,18372,12095,66868,11399,1398,614,28567,2987,,,,,,,,,,,,,
Limestone,7,6700,8687,5472,3844,18871,4670,2332,1060,7512,702,,,,,,,,,,,,,
Lipscomb,1,1300,1342,764,636,2520,617,24,61,919,190,,,,,,,,,,,,,
Live Oak,11,3100,4821,2759,2186,10055,2533,35,100,3769,300,,,,,,,,,,,,,
Llano,7,6100,11499,7297,4919,18908,8119,277,358,5362,15,,,,,,,,,,,,,
Loving,9/10,0,56,32,24,129,23,0,0,50,0,,,,,,,,,,,,,
Lubbock,1,220950,173086,101976,75983,244992,39476,20974,4093,83028,9242,,,,,,,,,,,,,
Lynn,1,1700,2852,1669,1265,4496,974,191,40,1838,328,,,,,,,,,,,,,
