County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,25561887,14254212,12326614,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,33429,19029,16608,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11948,6486,5706,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,54602,30081,26811,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22028,12216,10652,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6063,3310,3078,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1137,635,534,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,35567,19819,17145,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,21890,12657,11028,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4176,2359,2035,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15707,8837,7904,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,72438,41369,33434,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2235,1212,1131,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24049,13094,11506,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,198910,111691,96004,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1924865,1069989,916030,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10195,5587,4997,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,293,165,152,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12378,6959,6187,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,45489,25836,22585,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,321701,176712,158330,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,183930,101751,88454,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8393,4755,4107,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,940,504,462,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6584,3689,3180,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
