County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,20578980,11906503,9424360,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,22974,15608,8749,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10865,5945,5117,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,46507,26368,21791,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,19584,11118,9098,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5535,3046,2786,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1038,582,480,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,27165,16194,12012,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,17936,10483,8570,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3895,2185,1896,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13093,7661,6204,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,57283,34716,24338,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2130,1168,1057,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,19750,11704,8459,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,151801,89387,69010,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1467472,839232,667781,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9060,5072,4301,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,263,149,134,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11149,6417,5379,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,36187,21061,17475,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,265755,151428,124983,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
