County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,25401756,14174926,12236524,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,33170,18950,16422,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11861,6435,5665,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,54019,29911,26374,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21845,12168,10511,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6035,3293,3065,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1127,629,529,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,35382,19712,17060,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,21816,12623,10987,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4153,2344,2025,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15639,8806,7865,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,71962,41189,33117,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2235,1212,1131,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23892,13023,11418,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,197359,110825,95278,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1914669,1064327,910853,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10179,5578,4989,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,292,165,151,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12312,6934,6141,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,44544,25607,21838,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,320031,175958,157351,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,182882,101420,87710,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8378,4747,4097,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,937,502,461,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6535,3666,3153,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,19423,11915,10951,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12561,7071,6339,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
