County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,5225050,3964801,2861794,1103007,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,6200,3251,2610,641,48045,8658,2051,833,20206,,,
Andrews,9/10,1600,2940,2317,623,13503,1833,309,106,5450,,,
Angelina,4/5N,15700,12969,8841,4128,67056,14422,6534,1752,28054,,,
Aransas,11,1100,2767,2091,676,19803,6791,370,252,6701,,,
Archer,2/3,700,1642,1146,496,6921,1677,80,13,2381,,,
Armstrong,1,400,543,346,197,1499,470,32,86,466,,,
Atascosa,8,3600,4475,3186,1289,38768,7605,1124,651,15239,,,
Austin,6/5S,2000,4228,3235,993,23704,5933,667,396,7873,,,
Bailey,1,5475,2426,1442,984,5089,1036,114,74,1982,,,
Bandera,8,500,2342,1869,473,19763,6439,352,180,6555,,,
Bastrop,7,7500,5465,3786,1679,68839,13865,1462,696,29356,,,
Baylor,2/3,2950,1231,835,396,2793,844,137,97,908,,,
Bee,11,16925,8226,5512,2714,26496,4091,981,684,11359,,,
Bell,7,49450,33849,22862,10987,272969,40534,15894,2466,95066,,,
Bexar,8,376100,274349,193732,80617,1552823,247843,100704,17248,614646,,,
Blanco,7,900,1859,1543,316,10092,3004,90,102,3388,,,
Borden,9/10,0,70,52,18,543,174,9,0,163,,,
Bosque,7,2900,2241,1432,809,15224,4741,624,407,5126,,,
Bowie,4/5N,13350,6366,4187,2179,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,32000,48420,33914,14506,287683,45752,9762,2648,105966,,,
Brazos,7,29100,20105,15734,4371,186843,21693,7514,1414,59619,,,
Brewster,9/10,1300,2188,1857,331,7706,2231,303,0,2579,,,
Briscoe,1,400,521,374,147,1272,404,19,0,452,,,
Brooks,11,900,1183,973,210,5317,1308,323,246,2253,,,
Brown,2/3,2700,3495,2513,982,30883,7720,1663,911,11188,,,
Burleson,7,800,1953,1463,490,14869,3867,143,218,5600,,,
Burnet,7,6425,4344,3326,1018,39239,10999,1823,595,13132,,,
Caldwell,7,3300,3190,2221,969,34853,6512,1286,524,14114,,,
Calhoun,8,1200,2267,1613,654,16817,3981,470,384,6161,,,
Callahan,2/3,1000,1557,1117,440,11263,2958,146,122,4094,,,
Cameron,11,76750,72551,49897,22654,311689,58607,29737,6315,127806,,,
Camp,4/5N,300,991,739,252,10031,2494,207,152,3927,,,
Carson,1,200,1118,737,381,4718,1250,60,0,1547,,,
Cass,4/5N,500,1091,732,359,24182,6856,1216,550,9010,,,
Castro,1,800,1282,931,351,5607,1236,121,174,2168,,,
Chambers,6/5S,9200,4012,2766,1246,33062,5259,958,244,12484,,,
Cherokee,4/5N,6100,4904,3564,1340,40876,9444,1500,738,16376,,,
Childress,1,1500,1244,735,509,6094,1165,251,136,2395,,,
Clay,2/3,4300,2732,2195,537,8666,2484,136,60,3011,,,
Cochran,1,400,655,511,144,2188,468,57,0,956,,,
Coke,9/10,0,456,337,119,2756,947,47,130,899,,,
Coleman,2/3,800,962,606,356,6721,2119,342,162,2379,,,
Collin,2/3,120750,141139,109360,31779,801716,116575,38139,7817,236374,,,
Collingsworth,1,500,539,372,167,2263,555,80,92,847,,,
Colorado,6/5S,2400,2985,2406,579,17107,4850,853,477,5957,,,
Comal,8,17500,20675,15913,4762,125307,28528,5457,1845,38712,,,
Comanche,2/3,2850,2484,1523,961,10944,3330,330,292,3738,,,
Concho,9/10,300,503,433,70,2288,689,76,66,815,,,
Cooke,2/3,4100,4427,3161,1266,32675,7804,948,552,11640,,,
Coryell,7,7075,5804,4414,1390,60428,8040,1178,610,22789,,,
Cottle,2/3,0,150,105,45,1123,339,5,0,446,,,
Crane,9/10,2150,756,628,128,3554,594,71,110,1353,,,
Crockett,9/10,0,793,552,241,2694,612,31,56,1031,,,
Crosby,1,2350,1407,1156,251,4421,1085,98,115,1771,,,
Culberson,9/10,400,377,298,79,1746,480,67,0,722,,,
Dallam,1,4800,1671,1484,187,5217,857,40,0,2067,,,
Dallas,2/3,456375,316689,234351,82338,2028105,292117,142713,21399,730851,,,
Dawson,9/10,700,962,778,184,9789,1898,304,112,4206,,,
Deaf Smith,1,1900,2362,1656,706,13439,2423,238,147,5332,,,
Delta,4/5N,200,521,414,107,4222,1118,379,100,1580,,,
Denton,2/3,104750,72494,50955,21539,697330,93499,23806,5913,257836,,,
DeWitt,8,800,1714,1194,520,16110,4035,319,438,6110,,,
Dickens,1,0,279,249,30,1858,525,21,0,689,,,
Dimmit,8,5975,2956,2552,404,7539,1749,238,175,3179,,,
Donley,1,200,560,379,181,2716,804,27,65,918,,,
Duval,11,700,2096,1458,638,8600,2031,69,150,3541,,,
Eastland,2/3,1100,1809,1231,578,14970,4054,860,389,5393,,,
