County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition",,,
Texas,--,6001125,4325352,3047251,1278101,22421178,3734229,1241763,271813,8302974,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,,,
Anderson,4/5N,6400,4348,2822,1526,48045,8658,2051,833,20206,,,
Andrews,9/10,2200,3017,2369,648,13503,1833,309,106,5450,,,
Angelina,4/5N,17900,13572,9135,4437,67056,14422,6534,1752,28054,,,
Aransas,11,1300,3167,2333,834,19803,6791,370,252,6701,,,
Archer,2/3,900,1896,1296,600,6921,1677,80,13,2381,,,
Armstrong,1,500,561,351,210,1499,470,32,86,466,,,
Atascosa,8,4100,4815,3417,1398,38768,7605,1124,651,15239,,,
Austin,6/5S,2300,5342,4236,1106,23704,5933,667,396,7873,,,
Bailey,1,7425,2543,1434,1109,5089,1036,114,74,1982,,,
Bandera,8,600,2613,2073,540,19763,6439,352,180,6555,,,
Bastrop,7,10900,6419,4447,1972,68839,13865,1462,696,29356,,,
Baylor,2/3,3050,1536,857,679,2793,844,137,97,908,,,
Bee,11,23100,8356,5569,2787,26496,4091,981,684,11359,,,
Bell,7,58050,36157,24756,11401,272969,40534,15894,2466,95066,,,
Bexar,8,452750,303526,211429,92097,1552823,247843,100704,17248,614646,,,
Blanco,7,1300,1866,1538,328,10092,3004,90,102,3388,,,
Borden,9/10,0,80,58,22,543,174,9,0,163,,,
Bosque,7,3000,2841,1747,1094,15224,4741,624,407,5126,,,
Bowie,4/5N,15850,7338,4849,2489,73689,15832,6332,1467,29102,,,
Brazoria,6/5S,45000,54551,36827,17724,287683,45752,9762,2648,105966,,,
Brazos,7,33900,23537,17162,6375,186843,21693,7514,1414,59619,,,
Brewster,9/10,1600,2248,1904,344,7706,2231,303,0,2579,,,
Briscoe,1,400,513,364,149,1272,404,19,0,452,,,
Brooks,11,1300,1235,999,236,5317,1308,323,246,2253,,,
Brown,2/3,3000,3694,2630,1064,30883,7720,1663,911,11188,,,
Burleson,7,1100,2208,1633,575,14869,3867,143,218,5600,,,
Burnet,7,8475,5076,3941,1135,39239,10999,1823,595,13132,,,
Caldwell,7,3700,3482,2410,1072,34853,6512,1286,524,14114,,,
Calhoun,8,1400,2507,1741,766,16817,3981,470,384,6161,,,
Callahan,2/3,1300,1668,1204,464,11263,2958,146,122,4094,,,
Cameron,11,89425,77793,53837,23956,311689,58607,29737,6315,127806,,,
Camp,4/5N,400,1289,951,338,10031,2494,207,152,3927,,,
Carson,1,300,1192,748,444,4718,1250,60,0,1547,,,
Cass,4/5N,700,1407,958,449,24182,6856,1216,550,9010,,,
Castro,1,1300,1309,942,367,5607,1236,121,174,2168,,,
Chambers,6/5S,11700,4740,3150,1590,33062,5259,958,244,12484,,,
Cherokee,4/5N,6800,5784,3942,1842,40876,9444,1500,738,16376,,,
Childress,1,1700,1317,773,544,6094,1165,251,136,2395,,,
Clay,2/3,5375,2901,2292,609,8666,2484,136,60,3011,,,
Cochran,1,400,606,464,142,2188,468,57,0,956,,,
Coke,9/10,0,498,359,139,2756,947,47,130,899,,,
Coleman,2/3,900,993,626,367,6721,2119,342,162,2379,,,
Collin,2/3,143350,156149,116970,39179,801716,116575,38139,7817,236374,,,
Collingsworth,1,700,684,452,232,2263,555,80,92,847,,,
Colorado,6/5S,2600,3264,2582,682,17107,4850,853,477,5957,,,
Comal,8,20500,22715,17470,5245,125307,28528,5457,1845,38712,,,
Comanche,2/3,2950,2779,1549,1230,10944,3330,330,292,3738,,,
Concho,9/10,400,526,449,77,2288,689,76,66,815,,,
Cooke,2/3,4600,5000,3612,1388,32675,7804,948,552,11640,,,
Coryell,7,9025,6600,4625,1975,60428,8040,1178,610,22789,,,
Cottle,2/3,0,167,114,53,1123,339,5,0,446,,,
Crane,9/10,2250,943,705,238,3554,594,71,110,1353,,,
Crockett,9/10,0,822,572,250,2694,612,31,56,1031,,,
Crosby,1,2450,1492,1185,307,4421,1085,98,115,1771,,,
Culberson,9/10,700,376,296,80,1746,480,67,0,722,,,
Dallam,1,6850,2476,1740,736,5217,857,40,0,2067,,,
Dallas,2/3,547325,355009,250550,104459,2028105,292117,142713,21399,730851,,,
Dawson,9/10,1100,1161,931,230,9789,1898,304,112,4206,,,
Deaf Smith,1,2300,2431,1699,732,13439,2423,238,147,5332,,,
Delta,4/5N,300,583,456,127,4222,1118,379,100,1580,,,
Denton,2/3,123050,90840,64055,26785,697330,93499,23806,5913,257836,,,
DeWitt,8,1000,1787,1235,552,16110,4035,319,438,6110,,,
Dickens,1,0,290,254,36,1858,525,21,0,689,,,
Dimmit,8,8125,3374,2695,679,7539,1749,238,175,3179,,,
Donley,1,300,561,372,189,2716,804,27,65,918,,,
Duval,11,900,2193,1512,681,8600,2031,69,150,3541,,,
Eastland,2/3,1400,1873,1256,617,14970,4054,860,389,5393,,,
Ector,9/10,41800,26436,20075,6361,120896,15970,5303,1016,50679,,,
Edwards,8,0,191,164,27,1555,561,24,0,528,,,
El Paso,9/10,194000,165790,111842,53948,640180,105175,35065,8383,245567,,,
