County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,29258913,16567441,13853057,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,38665,22458,18599,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,13834,7702,6418,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,64621,36756,30569,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,25103,14210,11792,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6835,3824,3367,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1249,705,582,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,42269,24077,19729,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,24802,14552,12118,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4701,2718,2226,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,17504,10019,8621,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,86001,49766,38987,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2428,1346,1209,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,27423,15480,12549,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,241349,138891,112383,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2189100,1231381,1029329,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,11104,6193,5359,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,345,209,165,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13801,7967,6687,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,53949,31522,25619,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,367020,204818,177034,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,203961,114724,96198,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8945,5148,4277,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1066,581,515,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7735,4420,3697,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,22951,14279,12277,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,14444,8290,7065,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,41332,23863,19994,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,39289,22911,18511,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,18888,11118,9276,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,8522,4986,4158,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,542786,305320,254675,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,9069,5276,4097,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3429,1933,1598,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,16663,9861,8086,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,5341,3167,2348,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,34877,20003,15823,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,32270,19046,15381,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5734,3441,3062,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7488,4126,3683,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1771,1049,916,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2196,1239,1034,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,5231,2967,2526,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1208980,661887,579255,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1544,913,767,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
