County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,23281825,13239673,10941863,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,30582,18109,14561,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11430,6235,5412,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,50759,28372,24402,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20865,11732,9883,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5804,3198,2919,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1095,613,508,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,31683,18104,14846,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,19652,11365,9545,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4047,2280,1976,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,14407,8228,7125,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,65496,38376,29153,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2199,1190,1111,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22850,12518,10837,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,177022,102583,82358,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1662284,942718,770951,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9723,5376,4709,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,279,162,140,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11904,6749,5875,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,40007,23371,19346,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,297783,166793,143160,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,173170,97497,81375,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8052,4620,3878,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,917,491,450,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6008,3319,2799,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,18059,11337,10007,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11962,6790,5982,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,33853,19475,16547,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,29374,17358,13737,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14661,8454,7468,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6880,3937,3439,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,434463,245580,202805,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7191,4071,3365,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2863,1575,1362,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12814,7524,6358,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4145,2370,1920,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,24831,14883,10634,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,24733,14352,12071,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4877,2836,2597,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6684,3614,3333,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1458,855,778,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1925,1073,910,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4280,2400,2098,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1006946,559159,474654,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1422,822,714,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,15377,9002,7884,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,127975,73875,61030,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,8270,4684,4170,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1942,1140,894,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,22456,12679,10791,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,36242,20901,16848,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,794,448,401,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2269,1398,896,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2216,1201,1044,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3838,2055,1857,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1927,1030,907,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4505,2575,1977,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2106970,1206547,974198,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,5694,3261,2814,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,11872,6828,5649,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,9629,5556,4693,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
