County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,19666956,11513270,8842153,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,21863,15108,8000,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10750,5892,5052,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,44953,25837,20692,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,19220,10948,8874,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5470,3015,2746,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1021,576,469,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,25988,15675,11284,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,17514,10305,8286,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3870,2170,1884,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,12717,7495,5934,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,54540,33655,22581,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2112,1153,1053,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,19460,11544,8310,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,143146,85629,63412,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1399101,808446,626798,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,8927,5011,4214,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,259,146,132,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,10957,6296,5258,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,35314,20662,16923,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,255986,146525,118961,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,150566,88066,66943,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7596,4326,3687,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,874,470,422,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5551,3058,2591,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,16206,10317,8887,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,10660,6209,5091,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,28999,17360,13182,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,24220,14928,10771,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,13066,7730,6420,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6367,3634,3130,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,359215,213039,157764,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,6216,3592,2817,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2665,1476,1250,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,11747,7027,5687,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3814,2205,1735,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,21205,13268,8432,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,21275,12613,9915,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4116,2522,1910,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6370,3425,3174,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1356,803,715,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1805,1015,827,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,3983,2249,1909,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,864559,489462,395677,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1385,795,691,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,13887,8390,6856,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,109064,65147,49490,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7730,4458,3810,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1736,973,836,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,19262,11423,8561,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,27914,17689,11209,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,767,431,383,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2122,1314,829,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1941,1070,898,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3549,1938,1664,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1806,967,844,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4146,2406,1779,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1777898,1040720,793194,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4816,2894,2075,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10695,6252,4968,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,8244,4928,3855,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2278,1276,1081,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,676496,384611,309362,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,981,550,493,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7908,4541,3404,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1719,1006,761,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8448,4962,3880,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8302,4919,4007,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,81705,45836,37965,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,982,533,469,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,721680,427953,313748,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,109969,63571,50258,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19275,10981,8996,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,8515,5187,3536,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,16056,9566,7577,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,15920,9535,7599,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1775,1012,879,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3283,1833,1565,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,701,401,328,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,700302,403712,317005,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4613,2734,2167,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,7818,4930,3447,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,9609,5974,4373,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5207,3058,2529,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,256919,140696,121111,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,2903,1982,1400,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,19804,11192,9221,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,839,468,397,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4194,2320,2076,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,11505,6785,5837,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,9896,5834,4484,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,67882,40715,33298,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
Gregg,4/5N,124925,64735,36243,30221,95544,19451,7025,2324,37362,3988,,,,,,,,,,,,,
Grimes,7,4700,16516,10002,7317,23245,5134,234,311,9653,771,,,,,,,,,,,,,
Guadalupe,8,91395,95365,58670,44887,130517,23614,3801,1225,49282,3850,,,,,,,,,,,,,
Hale,1,14000,15217,8798,7325,25476,4604,873,399,10561,1177,,,,,,,,,,,,,
Hall,1,0,1775,1020,875,2406,711,27,72,978,0,,,,,,,,,,,,,
Hamilton,7,6100,5211,3074,2618,6832,2146,481,296,2427,10,,,,,,,,,,,,,
Hansford,1,3400,2919,1717,1577,3987,812,139,84,1616,295,,,,,,,,,,,,,
Hardeman,2/3,3800,2363,1336,1216,3190,912,102,16,1146,0,,,,,,,,,,,,,
Hardin,6/5S,11800,25245,14394,11505,45112,9762,1003,527,16190,1814,,,,,,,,,,,,,
Harris,6/5S,3395220,3144747,1881750,1384084,3601939,514167,225769,27623,1408024,148273,,,,,,,,,,,,,
Harrison,4/5N,16870,27837,16419,13475,51900,11607,3063,608,20509,2169,,,,,,,,,,,,,
Hartley,1,1475,3449,2038,1428,4561,861,196,94,1669,253,,,,,,,,,,,,,
Haskell,2/3,3200,3185,1853,1475,4831,1266,123,68,1872,187,,,,,,,,,,,,,
Hays,7,170240,166073,99615,74272,183380,26187,5488,1907,61462,6431,,,,,,,,,,,,,
Hemphill,1,3100,2170,1293,1164,2827,606,104,98,1066,0,,,,,,,,,,,,,
Henderson,4/5N,23170,38898,22574,18262,67238,18534,2043,998,26544,1787,,,,,,,,,,,,,
Hidalgo,11,641140,699580,411527,310997,620824,98328,54962,17074,286328,36161,,,,,,,,,,,,,
Hill,7,10400,17682,10595,8556,29198,7684,862,523,11381,1209,,,,,,,,,,,,,
Hockley,1,5500,12293,6971,6068,17799,3453,483,263,6829,887,,,,,,,,,,,,,
Hood,2/3,31570,41234,22630,19589,50193,15416,1720,867,16867,147,,,,,,,,,,,,,
Hopkins,4/5N,14810,16879,9658,7907,29175,6887,1192,620,11166,1299,,,,,,,,,,,,,
Houston,4/5N,6800,10558,6481,4780,18929,5176,634,538,7399,631,,,,,,,,,,,,,
Howard,9/10,7900,13131,7676,6266,29544,4813,1456,454,12143,858,,,,,,,,,,,,,
Hudspeth,9/10,2000,3604,2112,1616,3979,775,33,0,1778,145,,,,,,,,,,,,,
Hunt,2/3,39410,45070,26306,20845,77878,15810,4112,947,31096,2723,,,,,,,,,,,,,
Hutchinson,1,4900,9509,5358,4378,16258,3581,504,246,6098,741,,,,,,,,,,,,,
Irion,9/10,0,829,457,383,1234,328,15,0,429,0,,,,,,,,,,,,,
Jack,2/3,3900,3928,2303,1868,7230,1515,198,149,2732,284,,,,,,,,,,,,,
Jackson,8,11060,8346,4687,3947,11425,2720,380,237,4205,674,,,,,,,,,,,,,
Jasper,4/5N,15270,15788,8831,7607,28056,7187,1597,374,11687,1173,,,,,,,,,,,,,
Jeff Davis,9/10,1400,1950,1077,931,2180,812,28,0,685,0,,,,,,,,,,,,,
Jefferson,6/5S,241300,135197,78223,58391,197382,37595,13127,2431,90120,6898,,,,,,,,,,,,,
Jim Hogg,11,1400,4307,2421,1916,3791,890,14,60,1572,0,,,,,,,,,,,,,
Jim Wells,11,35525,28497,16025,13222,30579,6358,3897,985,12474,1370,,,,,,,,,,,,,
Johnson,2/3,105100,92026,52136,42264,135345,25151,3559,1471,53224,5814,,,,,,,,,,,,,
Jones,2/3,3300,8081,5262,3329,17011,3188,337,254,6981,525,,,,,,,,,,,,,
Karnes,8,14520,8711,5724,3792,12669,2211,370,244,5177,505,,,,,,,,,,,,,
Kaufman,2/3,65950,76369,44919,34223,102341,16113,2857,1189,40613,4498,,,,,,,,,,,,,
Kendall,8,19400,35867,21042,16481,37890,9152,1091,801,12702,160,,,,,,,,,,,,,
Kenedy,11,0,325,173,156,321,68,1,0,139,0,,,,,,,,,,,,,
Kent,2/3,0,391,222,193,615,201,13,60,198,0,,,,,,,,,,,,,
Kerr,8,20100,30357,17783,13728,43793,14769,2805,1022,13990,1087,,,,,,,,,,,,,
Kimble,9/10,2900,2650,1535,1238,3651,1288,90,0,1243,0,,,,,,,,,,,,,
King,1,0,63,38,30,205,51,7,0,69,0,,,,,,,,,,,,,
Kinney,8,2400,1947,1165,817,3050,910,11,0,1171,0,,,,,,,,,,,,,
Kleberg,11,59725,25720,14168,11949,24188,4046,1401,341,9265,870,,,,,,,,,,,,,
Knox,2/3,2300,2016,1112,1016,2808,736,95,127,976,182,,,,,,,,,,,,,
La Salle,8,24535,5556,3130,2593,6212,1018,22,60,2410,0,,,,,,,,,,,,,
Lamar,4/5N,28200,24270,13474,11709,39402,9726,3115,745,14986,1612,,,,,,,,,,,,,
Lamb,1,2400,6798,3972,3213,9740,2240,454,226,3968,536,,,,,,,,,,,,,
