County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,24251007,13649325,11548447,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,31911,18425,15620,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11601,6311,5517,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,51924,28884,25109,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,21252,11904,10129,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5905,3242,2982,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1111,619,521,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,33370,18919,15765,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,20754,12005,10385,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4102,2317,1996,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15122,8614,7505,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,68428,39566,31038,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2213,1199,1117,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,23164,12648,11038,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,185499,105766,88038,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1817220,1021166,851762,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9948,5471,4845,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,283,162,144,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12093,6838,5996,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,42893,24878,20818,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,306995,170231,149376,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,177130,98912,84099,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8157,4665,3945,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,920,492,452,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6291,3496,3028,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,18742,11568,10513,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12215,6899,6142,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,34727,19811,17124,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,30774,17824,14751,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14954,8605,7644,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7004,3982,3537,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,448947,252032,211437,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7409,4162,3507,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2922,1596,1402,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,13234,7748,6583,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4242,2409,1980,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,25558,15178,11103,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,25602,14706,12677,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4977,2901,2690,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
