County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,10801295,6970799,4529070,2463005,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,1238950,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,9800,5836,3618,2228,48045,8658,2051,833,20206,1574,,
Andrews,9/10,3300,6587,4472,2115,13503,1833,309,106,5450,41,,
Angelina,4/5N,28300,19461,12623,6846,67056,14422,6534,1752,28054,3266,,
Aransas,11,2300,6080,3826,2263,19803,6791,370,252,6701,39,,
Archer,2/3,1600,2703,1536,1167,6921,1677,80,13,2381,330,,
Armstrong,1,1100,686,412,274,1499,470,32,86,466,0,,
Atascosa,8,8100,8218,5385,2848,38768,7605,1124,651,15239,1557,,
Austin,6/5S,3900,8027,5974,2062,23704,5933,667,396,7873,1079,,
Bailey,1,14545,2874,1660,1214,5089,1036,114,74,1982,0,,
Bandera,8,1300,4958,3342,1626,19763,6439,352,180,6555,20,,
Bastrop,7,21400,12245,8505,3756,68839,13865,1462,696,29356,2746,,
Baylor,2/3,3850,1612,911,701,2793,844,137,97,908,0,,
Bee,11,42780,11609,6465,5146,26496,4091,981,684,11359,989,,
Bell,7,102420,53734,33939,19905,272969,40534,15894,2466,95066,12910,,
Bexar,8,672940,469476,295064,174873,1552823,247843,100704,17248,614646,61232,,
Blanco,7,2600,3108,2153,962,10092,3004,90,102,3388,303,,
Borden,9/10,0,152,106,47,543,174,9,0,163,0,,
Bosque,7,5400,4670,3012,1664,15224,4741,624,407,5126,579,,
Bowie,4/5N,27890,12509,8263,4251,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,90690,91320,57445,33997,287683,45752,9762,2648,105966,12034,,
Brazos,7,63170,45264,31610,13682,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,2800,4217,2622,1638,7706,2231,303,0,2579,255,,
Briscoe,1,800,729,407,322,1272,404,19,0,452,0,,
Brooks,11,2000,2426,1499,928,5317,1308,323,246,2253,22,,
Brown,2/3,9100,5305,3953,1352,30883,7720,1663,911,11188,1112,,
Burleson,7,1900,3900,2904,1014,14869,3867,143,218,5600,518,,
Burnet,7,16495,9586,6729,2895,39239,10999,1823,595,13132,94,,
