County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,25408585,18487360,11130863,8000995,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5023640,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17370,20484,14417,7268,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10560,5811,4938,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,56000,42603,25298,18827,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,18753,10719,8602,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3000,5265,2998,2536,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1011,579,456,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,18500,24106,14947,10082,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8600,17667,10628,8106,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,23835,3844,2154,1869,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,11980,7236,5409,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,55100,51793,32843,20569,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2259,1311,1073,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,81290,19038,11381,8025,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,213350,132387,81388,56464,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1414660,1302735,782015,554187,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5500,8512,4930,3856,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,283,169,149,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11000,10749,6218,5086,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,65890,34158,20164,16191,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,208110,241008,142690,107363,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,167450,140586,85659,59153,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7482,4315,3579,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,866,463,418,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5508,3050,2580,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14600,15812,10131,8667,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,10029,6013,4611,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,35775,26891,16647,11664,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,14700,22383,14259,9591,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,12706,7704,6081,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6238,3559,3056,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,356965,332645,205165,138731,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,5993,3588,2588,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2614,1454,1216,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,11402,6908,5421,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3714,2156,1683,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,36200,20010,12667,7794,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,17070,20331,12206,9320,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,4900,4053,2489,1876,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,13645,6155,3362,3015,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1448,861,743,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1769,1000,802,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,3900,2223,1848,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,719020,798187,472290,344706,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1379,792,683,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12300,13339,8169,6488,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,88760,102044,62480,44780,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7550,4350,3723,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1661,925,807,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,16477,10257,6872,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,36725,26132,16804,10216,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,757,428,376,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2084,1289,815,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,1866,1040,852,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3495,1926,1616,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1786,948,844,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,27340,4118,2416,1744,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1844095,1663009,1004144,710475,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4500,4561,2773,1936,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,6700,10035,5849,4716,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,4800,7968,4804,3683,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2202,1247,1030,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,543620,640986,373213,283795,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,971,552,483,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,7731,4451,3312,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1711,1009,748,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3500,8232,4870,3761,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,6170,8124,4830,3902,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,115830,79457,44693,36623,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,981,546,450,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,654840,668120,411427,275732,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,120930,104389,62058,46043,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24000,18516,10653,8516,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,29385,8104,5004,3316,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,36225,15403,9178,7231,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8600,15394,9292,7256,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1710,995,825,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3213,1798,1524,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,703,411,320,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,488430,657641,387727,289198,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
