County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,20952077,12101315,9621201,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,23484,15954,9052,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,10936,5991,5144,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,47184,26572,22286,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,19751,11190,9208,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5594,3076,2817,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1058,594,489,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,27733,16423,12382,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,18216,10629,8723,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3917,2196,1910,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13257,7734,6325,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,58720,35366,25170,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2158,1167,1086,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,19898,11773,8542,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,155339,90851,71231,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1500087,855899,685235,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9189,5139,4370,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,265,150,136,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11307,6478,5484,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,36625,21330,17663,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,269415,153398,126818,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,159589,91293,73364,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7783,4466,3743,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,884,475,429,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5677,3124,2653,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,16725,10673,9174,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11202,6429,5485,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,30751,18274,14478,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,26058,15809,11822,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,13651,7915,6854,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6541,3721,3239,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,388485,224961,175924,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,6521,3735,2990,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2735,1510,1290,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12083,7158,5916,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,3967,2276,1822,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,22491,13811,9242,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,22145,13070,10450,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4184,2579,1943,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6466,3481,3220,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1389,822,731,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1844,1030,853,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4075,2295,1970,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,911571,511484,423633,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1396,800,701,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,14505,8639,7298,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,117323,68402,55070,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,7958,4505,4002,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1805,1027,859,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,20463,11852,9433,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,29815,18540,12384,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,777,438,391,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2156,1334,844,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2014,1121,921,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3620,1967,1712,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1841,979,867,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4202,2435,1807,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,1884504,1096114,852016,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,4933,2938,2163,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,10976,6392,5142,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,8727,5177,4113,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2360,1319,1126,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
Denton,2/3,567070,709946,401274,328630,750269,697330,93499,23806,5913,257836,22330,,,,,,,,,,,,,
Dickens,1,0,996,559,506,1943,1858,525,21,0,689,0,,,,,,,,,,,,,
Dimmit,8,23265,8200,4689,3550,8187,7539,1749,238,175,3179,48,,,,,,,,,,,,,
Donley,1,1400,1756,1018,791,2837,2716,804,27,65,918,0,,,,,,,,,,,,,
Duval,11,3800,8730,5116,4016,9183,8600,2031,69,150,3541,482,,,,,,,,,,,,,
Eastland,2/3,7340,8456,5005,4097,15879,14970,4054,860,389,5393,591,,,,,,,,,,,,,
Ector,9/10,117100,84811,47592,39467,131546,120896,15970,5303,1016,50679,428,,,,,,,,,,,,,
Edwards,8,0,997,541,476,1648,1555,561,24,0,528,0,,,,,,,,,,,,,
El Paso,9/10,713000,776241,447940,349761,688420,640180,105175,35065,8383,245567,27330,,,,,,,,,,,,,
Ellis,2/3,130520,114720,66105,52717,153077,141665,24288,3985,1994,54463,6578,,,,,,,,,,,,,
Erath,2/3,24600,19822,11206,9363,37010,34875,6256,1250,481,12564,1079,,,,,,,,,,,,,
Falls,7,30755,9005,5463,3788,14863,14049,3226,328,187,5671,486,,,,,,,,,,,,,
Fannin,2/3,37695,16803,9858,8115,30562,28874,6588,962,614,10987,1108,,,,,,,,,,,,,
Fayette,7,8700,16397,9746,7894,22151,20879,6679,998,647,6844,671,,,,,,,,,,,,,
Fisher,2/3,2200,1828,1031,915,3277,3088,961,101,28,1061,0,,,,,,,,,,,,,
Floyd,1,2300,3373,1879,1637,4667,4371,1070,132,68,1723,0,,,,,,,,,,,,,
Foard,2/3,1700,705,403,331,1003,962,315,7,80,332,0,,,,,,,,,,,,,
Fort Bend,6/5S,528850,745378,424320,344296,665167,616413,93851,24721,4977,175581,19047,,,,,,,,,,,,,
Franklin,4/5N,3200,4826,2833,2299,9186,8554,2367,169,163,2871,0,,,,,,,,,,,,,
Freestone,7,4400,8062,5048,3597,16823,15808,3996,553,261,6319,689,,,,,,,,,,,,,
Frio,8,13450,10177,6239,4700,17090,16121,2499,186,166,6797,28,,,,,,,,,,,,,
Gaines,9/10,5100,5376,3149,2646,16201,14548,1907,323,95,6156,717,,,,,,,,,,,,,
Galveston,6/5S,310560,268905,147342,127574,287908,269280,50987,11784,2830,96486,10219,,,,,,,,,,,,,
Garza,1,4200,3460,2497,1732,5587,5325,719,33,75,2197,0,,,,,,,,,,,,,
Gillespie,8,31400,20555,11536,9691,23486,22307,8110,1175,706,6815,681,,,,,,,,,,,,,
Glasscock,9/10,0,856,477,405,1170,1099,210,23,0,426,0,,,,,,,,,,,,,
Goliad,8,2400,4313,2389,2141,6651,6281,1832,39,135,2282,0,,,,,,,,,,,,,
Gonzales,8,11700,12031,7053,6196,17120,15937,3572,550,256,6356,693,,,,,,,,,,,,,
Gray,1,5500,10192,5951,4676,18191,16924,3531,689,315,6978,42,,,,,,,,,,,,,
Grayson,2/3,67740,71096,42151,35424,114863,107521,24182,9338,2131,40586,4254,,,,,,,,,,,,,
