County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,22216883,12766939,10291055,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,29290,17607,13680,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11194,6105,5294,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,49149,27633,23415,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20357,11476,9574,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5707,3144,2870,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1076,605,497,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,30177,17446,13915,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,18904,11015,9102,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3999,2249,1949,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13887,8017,6746,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,61841,36980,26778,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2169,1177,1091,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22134,12199,10388,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,166866,97153,77155,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1585178,906459,725277,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9491,5272,4568,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,274,158,138,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11676,6654,5722,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,38740,22721,18659,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,286132,161674,136065,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,166849,94942,77314,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7925,4548,3807,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,904,481,446,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5879,3267,2718,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,17529,11088,9680,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11601,6654,5716,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,32655,18985,15760,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,27876,16726,12792,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14070,8172,7085,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6722,3832,3347,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,411875,235925,189018,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
