County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,25695201,14330172,12390267,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,33698,19182,16732,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11973,6502,5716,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,54874,30281,26908,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22104,12267,10677,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6084,3326,3084,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1143,640,535,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,35727,19921,17204,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,21964,12704,11058,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4185,2362,2041,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,15761,8876,7922,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,72841,41577,33639,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2240,1214,1134,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24132,13140,11544,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,200388,112535,96671,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1933347,1074775,920116,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10210,5594,5003,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,293,165,152,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12408,6982,6197,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,45825,26075,22695,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,323374,177584,159168,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,184614,102141,88762,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8411,4767,4113,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,945,509,462,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6605,3703,3187,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,19601,12011,11041,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,12719,7145,6431,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,36327,20642,18015,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,32865,18873,15875,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,15748,8980,8143,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7265,4141,3679,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,479044,266673,227798,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7744,4339,3681,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3014,1635,1466,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,14001,8058,7063,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
