County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,27757076,15762005,13111970,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,36309,21082,17580,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12912,7210,5975,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,59999,34254,28329,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,23772,13505,11147,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6485,3628,3204,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1206,684,559,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,39524,22724,18280,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,23560,13893,11507,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4494,2591,2139,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16721,9607,8220,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,80253,46798,36084,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2331,1292,1160,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,25772,14393,11964,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,222699,128489,103761,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2086224,1177138,977529,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10750,5990,5189,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,316,189,153,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13092,7523,6395,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,50329,29405,24078,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,348567,195587,167380,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,194964,109420,92199,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8670,4944,4200,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1024,557,496,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7293,4179,3424,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,21409,13490,11439,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,13627,7821,6695,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,39147,22686,18913,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,36441,21396,17077,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,17865,10557,8779,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7895,4640,3855,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,516160,291446,241258,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,8406,4847,3853,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3253,1822,1528,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,15454,9169,7517,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4857,2884,2148,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,32555,18678,14785,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,29773,17379,14480,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,5496,3270,2981,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,7236,3957,3587,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1679,992,881,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,2104,1187,986,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4879,2773,2346,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,1168032,641783,557639,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1501,885,743,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,17427,10375,8673,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,154151,87743,74509,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,9396,5429,4630,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,2237,1321,1037,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,25977,14931,12260,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,44793,25370,21240,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,865,498,438,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2664,1648,1043,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2483,1372,1144,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,4212,2324,1987,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,2073,1107,983,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,5203,3020,2285,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
Dallas,2/3,1962805,2523448,1430279,1178656,2181224,2028105,292117,142713,21399,730851,83452,,,,,,,,,,,,,
Dawson,9/10,4600,6515,3853,3189,10475,9789,1898,304,112,4206,475,,,,,,,,,,,,,
DeWitt,8,7100,14282,8096,6914,17091,16110,4035,319,438,6110,1055,,,,,,,,,,,,,
Deaf Smith,1,5000,11801,6921,5593,14756,13439,2423,238,147,5332,0,,,,,,,,,,,,,
Delta,4/5N,1700,2831,1599,1336,4476,4222,1118,379,100,1580,0,,,,,,,,,,,,,
