County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,19397865,13268799,8591350,5063173,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,3626940,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,14670,10972,7369,4590,48045,8658,2051,833,20206,1574,,
Andrews,9/10,5400,9394,5354,4153,13503,1833,309,106,5450,41,,
Angelina,4/5N,45300,32497,20806,12720,67056,14422,6534,1752,28054,3266,,
Aransas,11,5170,13029,8206,5127,19803,6791,370,252,6701,39,,
Archer,2/3,2700,4115,2482,1804,6921,1677,80,13,2381,330,,
Armstrong,1,1900,893,543,368,1499,470,32,86,466,0,,
Atascosa,8,15600,16114,10717,5994,38768,7605,1124,651,15239,1557,,
Austin,6/5S,6400,15379,10687,5486,23704,5933,667,396,7873,1079,,
Bailey,1,21665,3437,1970,1592,5089,1036,114,74,1982,0,,
Bandera,8,3400,9173,6162,3442,19763,6439,352,180,6555,20,,
Bastrop,7,38900,30193,19538,11484,68839,13865,1462,696,29356,2746,,
Baylor,2/3,5050,2228,1364,883,2793,844,137,97,908,0,,
Bee,11,70000,15174,8458,6875,26496,4091,981,684,11359,989,,
Bell,7,173890,90941,57395,37601,272969,40534,15894,2466,95066,12910,,
Bexar,8,1084460,885645,558995,341895,1552823,247843,100704,17248,614646,61232,,
Blanco,7,4500,6335,4254,2259,10092,3004,90,102,3388,303,,
Borden,9/10,0,250,150,111,543,174,9,0,163,0,,
Bosque,7,9300,7967,5165,3171,15224,4741,624,407,5126,579,,
Bowie,4/5N,52230,25042,15159,11457,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,169680,163739,102214,66637,287683,45752,9762,2648,105966,12034,,
Brazos,7,119140,96688,66271,33489,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,4500,6982,4145,3175,7706,2231,303,0,2579,255,,
Briscoe,1,1200,887,493,430,1272,404,19,0,452,0,,
Brooks,11,3100,4638,2638,2017,5317,1308,323,246,2253,22,,
Brown,2/3,13200,12050,7863,6388,30883,7720,1663,911,11188,1112,,
Burleson,7,3800,7818,4949,3266,14869,3867,143,218,5600,518,,
Burnet,7,27555,19204,12575,7636,39239,10999,1823,595,13132,94,,
Caldwell,7,12100,14432,9603,5772,34853,6512,1286,524,14114,1294,,
Calhoun,8,5400,9245,5885,4258,16817,3981,470,384,6161,53,,
Callahan,2/3,3000,4865,2881,2138,11263,2958,146,122,4094,442,,
Cameron,11,225675,222155,143340,86014,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1700,3975,2575,1522,10031,2494,207,152,3927,0,,
Carson,1,1500,2258,1309,984,4718,1250,60,0,1547,240,,
Cass,4/5N,4300,7288,4471,3299,24182,6856,1216,550,9010,1125,,
Castro,1,2600,3231,1934,1391,5607,1236,121,174,2168,341,,
Chambers,6/5S,30400,13384,8774,4819,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,15670,14418,9228,6056,40876,9444,1500,738,16376,1511,,
Childress,1,4300,2867,1700,1262,6094,1165,251,136,2395,0,,
Clay,2/3,12645,5502,3014,2582,8666,2484,136,60,3011,384,,
Cochran,1,1400,2712,2203,645,2188,468,57,0,956,0,,
Coke,9/10,0,1476,891,604,2756,947,47,130,899,0,,
Coleman,2/3,2900,2989,1899,1197,6721,2119,342,162,2379,289,,
Collin,2/3,556160,528247,337217,201492,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,2100,1230,726,570,2263,555,80,92,847,0,,
Colorado,6/5S,9600,10072,6438,4570,17107,4850,853,477,5957,613,,
Comal,8,68100,70774,45546,28220,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6545,3836,3127,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1355,832,574,2288,689,76,66,815,0,,
Cooke,2/3,16600,13338,8341,5327,32675,7804,948,552,11640,1051,,
Coryell,7,28305,16409,10147,6793,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,642,350,301,1123,339,5,0,446,0,,
Crane,9/10,3450,1914,1196,736,3554,594,71,110,1353,0,,
Crockett,9/10,0,1654,947,727,2694,612,31,56,1031,0,,
Crosby,1,4050,3055,1688,1387,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1260,767,496,1746,480,67,0,722,0,,
Dallam,1,23630,3714,2167,1559,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1134242,745132,419666,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3348,1994,1418,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6463,3946,2856,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1740,1049,739,4222,1118,379,100,1580,0,,
Denton,2/3,444300,385543,234570,159278,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,7121,4548,2869,16110,4035,319,438,6110,1055,,
Dickens,1,0,896,517,432,1858,525,21,0,689,0,,
Dimmit,8,21795,6781,3847,2949,7539,1749,238,175,3179,48,,
Donley,1,1400,1330,804,537,2716,804,27,65,918,0,,
Duval,11,2700,6554,3932,2960,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,7129,4501,3188,14970,4054,860,389,5393,591,,
Ector,9/10,105440,67784,39497,29572,120896,15970,5303,1016,50679,428,,
Edwards,8,0,901,512,397,1555,561,24,0,528,0,,
El Paso,9/10,473170,447245,283943,173182,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,77551,49836,30480,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,15008,9226,6323,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5603,3568,2314,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12352,7402,5657,28874,6588,962,614,10987,1108,,
Fayette,7,6300,10382,6616,4422,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1417,842,634,3088,961,101,28,1061,0,,
Floyd,1,2100,2777,1659,1198,4371,1070,132,68,1723,0,,
Foard,2/3,1600,695,413,310,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,437712,270856,177684,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3187,1999,1293,8554,2367,169,163,2871,0,,
Freestone,7,3500,5153,3398,2193,15808,3996,553,261,6319,689,,
Frio,8,10850,6662,4218,3010,16121,2499,186,166,6797,28,,
Gaines,9/10,4300,4320,2606,1980,14548,1907,323,95,6156,717,,
Galveston,6/5S,211680,178529,108937,72503,269280,50987,11784,2830,96486,10219,,
Garza,1,3200,1822,1101,807,5325,719,33,75,2197,0,,
Gillespie,8,26600,14283,8961,5517,22307,8110,1175,706,6815,681,,
Glasscock,9/10,0,756,428,337,1099,210,23,0,426,0,,
Goliad,8,2000,3236,1807,1475,6281,1832,39,135,2282,0,,
Gonzales,8,8000,9000,5916,4050,15937,3572,550,256,6356,693,,
Gray,1,4400,7460,4749,2967,16924,3531,689,315,6978,42,,
Grayson,2/3,53490,45840,30458,19944,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,92175,47637,28274,20050,95544,19451,7025,2324,37362,3988,,
Grimes,7,4000,10398,6790,4098,23245,5134,234,311,9653,771,,
Guadalupe,8,66275,59975,38430,26441,130517,23614,3801,1225,49282,3850,,
Hale,1,9900,11765,7621,4849,25476,4604,873,399,10561,1177,,
Hall,1,0,1524,905,673,2406,711,27,72,978,0,,
Hamilton,7,5000,4068,2725,1779,6832,2146,481,296,2427,10,,
Hansford,1,2800,2604,1627,1335,3987,812,139,84,1616,295,,
Hardeman,2/3,3200,2178,1247,1103,3190,912,102,16,1146,0,,
Hardin,6/5S,10900,20740,12622,8480,45112,9762,1003,527,16190,1814,,
Harris,6/5S,2392540,2040196,1338139,756455,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,15170,18965,11637,8841,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2753,1680,1082,4561,861,196,94,1669,253,,
Haskell,2/3,2600,2632,1667,1083,4831,1266,123,68,1872,187,,
Hays,7,126850,98370,64966,37853,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2900,1859,1094,986,2827,606,104,98,1066,0,,
Henderson,4/5N,19870,25889,16612,10443,67238,18534,2043,998,26544,1787,,
Hidalgo,11,451500,435906,285549,161966,620824,98328,54962,17074,286328,36161,,
Hill,7,8000,14003,8803,6233,29198,7684,862,523,11381,1209,,
Hockley,1,4600,9302,5475,4246,17799,3453,483,263,6829,887,,
Hood,2/3,25370,31333,19233,12687,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,9370,11073,6955,4399,29175,6887,1192,620,11166,1299,,
Houston,4/5N,5800,7616,5028,3249,18929,5176,634,538,7399,631,,
Howard,9/10,7200,9769,5660,4490,29544,4813,1456,454,12143,858,,
Hudspeth,9/10,1700,1996,1167,867,3979,775,33,0,1778,145,,
Hunt,2/3,32530,29549,18181,12333,77878,15810,4112,947,31096,2723,,
Hutchinson,1,4000,7670,4421,3371,16258,3581,504,246,6098,741,,
Irion,9/10,0,747,439,315,1234,328,15,0,429,0,,
Jack,2/3,3600,3262,1937,1440,7230,1515,198,149,2732,284,,
Jackson,8,8990,6152,3918,2388,11425,2720,380,237,4205,674,,
Jasper,4/5N,13900,13236,7769,5955,28056,7187,1597,374,11687,1173,,
Jeff Davis,9/10,1300,1790,1007,818,2180,812,28,0,685,0,,
Jefferson,6/5S,197490,92682,59779,33630,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1300,3702,2156,1561,3791,890,14,60,1572,0,,
Jim Wells,11,27405,22853,13232,10054,30579,6358,3897,985,12474,1370,,
Johnson,2/3,77070,59643,36300,24578,135345,25151,3559,1471,53224,5814,,
Jones,2/3,2700,5234,3244,2344,17011,3188,337,254,6981,525,,
Karnes,8,11580,5919,3761,2902,12669,2211,370,244,5177,505,,
Kaufman,2/3,44850,47400,30350,18633,102341,16113,2857,1189,40613,4498,,
Kendall,8,14800,24528,15335,9987,37890,9152,1091,801,12702,160,,
Kenedy,11,0,306,170,137,321,68,1,0,139,0,,
Kent,2/3,0,363,216,167,615,201,13,60,198,0,,
Kerr,8,15500,21277,13805,8015,43793,14769,2805,1022,13990,1087,,
Kimble,9/10,2500,2197,1336,952,3651,1288,90,0,1243,0,,
King,1,0,77,53,28,205,51,7,0,69,0,,
Kinney,8,1700,1510,1057,468,3050,910,11,0,1171,0,,
Kleberg,11,45705,20474,11316,9287,24188,4046,1401,341,9265,870,,
Knox,2/3,2100,1871,1053,921,2808,736,95,127,976,182,,
La Salle,8,22565,4912,2805,2261,6212,1018,22,60,2410,0,,
Lamar,4/5N,23000,19866,11801,8532,39402,9726,3115,745,14986,1612,,
Lamb,1,2200,5618,3389,2537,9740,2240,454,226,3968,536,,
Lampasas,7,4200,6425,4195,2536,17366,4322,348,284,6457,0,,
Lavaca,8,7400,8468,5176,3978,16004,4775,820,612,5435,476,,
Lee,7,3900,6429,4213,2502,13993,3219,334,226,5333,494,,
Leon,7,3300,5731,3788,2518,13946,4334,155,74,4662,603,,
Liberty,6/5S,31105,21187,13754,8278,66868,11399,1398,614,28567,2987,,
Limestone,7,6500,6742,4269,2962,18871,4670,2332,1060,7512,702,,
Lipscomb,1,1300,1195,723,515,2520,617,24,61,919,190,,
Live Oak,11,2600,4348,2537,1889,10055,2533,35,100,3769,300,,
Llano,7,5400,9645,6053,3870,18908,8119,277,358,5362,15,,
Loving,9/10,0,53,31,22,129,23,0,0,50,0,,
Lubbock,1,196650,153675,92742,63037,244992,39476,20974,4093,83028,9242,,
Lynn,1,1500,2460,1495,1022,4496,974,191,40,1838,328,,
Madison,7,2800,3568,2384,1453,11595,2264,299,258,4451,17,,
Marion,4/5N,1100,3178,1835,1441,8277,2697,351,158,3058,0,,
Martin,9/10,2000,2188,1303,977,4136,659,165,0,1624,0,,
Mason,9/10,1800,2363,1432,994,3521,1250,104,0,1147,0,,
Matagorda,6/5S,12210,12633,8929,4157,28247,6391,1113,369,11409,1164,,
Maverick,8,37000,27988,20371,8992,42606,7003,2970,1198,18727,152,,
McCulloch,9/10,3800,2904,1775,1227,6435,1792,212,122,2275,260,,
McLennan,7,112590,91500,58497,38245,200781,37728,11153,3621,71906,8718,,
McMullen,11,1000,365,225,170,616,189,10,0,202,0,,
Medina,8,13000,21259,13650,9240,41263,8757,899,536,16090,1720,,
Menard,9/10,1200,1312,788,648,1790,699,9,40,550,0,,
Midland,9/10,123775,75064,44047,32081,131025,18438,5950,1288,49538,4151,,
Milam,7,7400,9462,5895,3800,19689,5245,532,297,7641,827,,
Mills,7,2200,2262,1392,934,4006,1416,149,152,1305,265,,
Mitchell,2/3,3500,2300,1442,894,6958,1259,265,96,2753,254,,
Montague,2/3,4250,7280,4495,3024,15872,4444,560,383,5668,702,,
Montgomery,6/5S,312070,204102,129058,80326,467232,81457,20255,3836,157396,17330,,
Moore,1,5270,11239,6532,4895,14986,2372,448,176,6143,27,,
Morris,4/5N,1900,3738,2356,1605,9830,2730,77,179,3692,0,,
Motley,1,0,516,342,184,994,368,22,50,319,0,,
Nacogdoches,4/5N,25500,27161,17758,12627,51773,9953,2530,755,19948,1728,,
Navarro,2/3,29700,22277,13454,9163,38360,8651,1720,869,15775,1772,,
Newton,4/5N,2700,3784,2161,1690,11298,2878,55,113,4648,354,,
Nolan,2/3,7300,6011,3887,3027,11321,2737,519,251,4249,719,,
Nueces,11,204705,169262,98232,74100,284366,54069,25582,4100,113767,9771,,
Ochiltree,1,4000,3471,2451,1197,7106,1148,200,114,2812,0,,
Oldham,1,1500,690,405,297,1728,316,18,0,654,227,,
Orange,6/5S,3800,24095,14997,9771,65087,13729,1456,548,26244,2692,,
Palo Pinto,2/3,4600,9838,6089,4198,23207,5893,864,283,8796,816,,
Panola,4/5N,3500,5978,3942,2662,18462,4589,473,377,7117,661,,
Parker,2/3,56950,54245,32921,22784,111686,22331,2890,1301,40567,3773,,
Parmer,1,2400,4496,2598,2083,7222,1366,161,174,2910,525,,
Pecos,9/10,5600,8729,4936,3989,12317,2141,400,120,5047,517,,
Polk,4/5N,8800,16844,10088,7442,42276,9733,1184,574,17118,1025,,
Potter,1,162395,46542,28021,19155,88673,15203,10224,1770,35559,518,,
Presidio,9/10,5000,6685,4139,2599,5069,1601,27,0,2039,0,,
Rains,4/5N,1900,3634,2249,1463,10277,3123,163,68,3649,0,,
Randall,1,14370,66377,38383,29554,108431,21424,2812,869,34803,519,,
Reagan,9/10,1300,1387,880,679,2841,427,52,42,1173,0,,
Real,8,1700,2079,1174,913,2943,1053,25,86,1051,0,,
Red River,4/5N,3200,4502,2834,1941,9965,3044,420,252,3717,477,,
Reeves,9/10,24265,8165,4444,3783,12781,1878,281,89,5277,0,,
Refugio,11,2600,3432,2307,1180,5583,1617,228,154,2031,313,,
Roberts,1,0,302,166,143,672,193,16,0,227,0,,
Robertson,7,3300,6234,3992,2754,13474,3412,252,252,4991,690,,
Rockwall,2/3,42835,46451,29442,19063,80325,13395,3750,1347,27575,3321,,
Runnels,2/3,6300,4639,2700,2178,8184,2153,405,312,2979,430,,
Rusk,4/5N,9570,14362,8970,6244,43777,9197,1501,759,17428,1859,,
Sabine,4/5N,3300,4468,2682,1965,8871,3267,572,186,3077,0,,
San Augustine,4/5N,3200,3564,2175,1465,6811,2227,415,337,2590,0,,
San Jacinto,4/5N,3700,7963,5015,3453,23444,6488,132,190,9275,40,,
San Patricio,11,16970,28198,17396,11802,51116,10209,975,347,19063,2379,,
San Saba,7,1900,1552,1076,507,5000,1465,33,72,1828,197,,
Schleicher,9/10,1700,1270,750,563,2218,559,65,34,793,0,,
Scurry,2/3,6695,6125,3736,2577,13000,2566,399,128,5165,0,,
Shackelford,2/3,1700,1400,829,604,2612,691,52,0,937,119,,
Shelby,4/5N,8480,6656,4039,2957,19449,4532,540,369,7876,948,,
Sherman,1,1800,1257,752,540,2294,462,24,42,868,0,,
Smith,4/5N,171290,88737,56025,33957,182283,39337,19690,3030,62467,7172,,
Somervell,2/3,3800,4077,2503,1815,7386,1770,457,220,2741,479,,
Starr,11,29500,43261,27199,19729,45765,7370,4479,1999,21117,3311,,
Stephens,2/3,2800,3035,1941,1414,7542,1890,168,92,2928,22,,
Sterling,9/10,700,517,321,197,975,186,10,44,375,0,,
Stonewall,2/3,1600,665,379,317,1095,361,63,53,369,0,,
Sutton,9/10,1900,1792,1116,693,2992,723,91,0,1051,0,,
