County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,22168526,12739873,10267379,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,29265,17597,13665,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,11192,6103,5295,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,49092,27608,23383,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,20346,11469,9570,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,5718,3148,2877,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1076,605,497,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,30106,17408,13878,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,18874,11001,9083,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,3998,2248,1948,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,13875,8007,6741,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,61684,36906,26693,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2169,1177,1091,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,22126,12194,10385,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,166547,96954,77026,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1583372,905143,724692,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,9489,5269,4569,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,274,158,138,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,11667,6650,5716,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,38682,22685,18629,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,285546,161290,135835,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,166665,94829,77238,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,7932,4551,3811,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,904,481,446,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,5876,3265,2717,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,17518,11080,9676,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,11597,6651,5713,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,32636,18971,15753,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,27877,16756,12763,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,14075,8171,7090,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,6713,3824,3342,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,411061,235569,188548,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,6950,3964,3212,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,2808,1543,1335,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,12510,7370,6171,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4051,2317,1870,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,23696,14438,9883,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,23234,13492,11260,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
Childress,1,5000,4821,2816,2557,6419,6094,1165,251,136,2395,0,,,,,,,,,,,,,
Clay,2/3,14645,6572,3551,3275,9145,8666,2484,136,60,3011,384,,,,,,,,,,,,,
Cochran,1,1400,1422,836,755,2361,2188,468,57,0,956,0,,,,,,,,,,,,,
Coke,9/10,0,1892,1056,885,2889,2756,947,47,130,899,0,,,,,,,,,,,,,
Coleman,2/3,3700,4172,2344,2031,7133,6721,2119,342,162,2379,289,,,,,,,,,,,,,
Collin,2/3,763700,961563,539771,447002,865275,801716,116575,38139,7817,236374,34589,,,,,,,,,,,,,
Collingsworth,1,2200,1404,805,706,2432,2263,555,80,92,847,0,,,,,,,,,,,,,
Colorado,6/5S,12600,14957,8837,7601,18273,17107,4850,853,477,5957,613,,,,,,,,,,,,,
Comal,8,94530,122629,71400,57775,133278,125307,28528,5457,1845,38712,4242,,,,,,,,,,,,,
Comanche,2/3,6890,8133,4607,4097,11640,10944,3330,330,292,3738,455,,,,,,,,,,,,,
Concho,9/10,2000,1918,1128,877,2382,2288,689,76,66,815,0,,,,,,,,,,,,,
Cooke,2/3,18500,21371,12351,9961,34774,32675,7804,948,552,11640,1051,,,,,,,,,,,,,
Coryell,7,38595,33486,19920,14986,64702,60428,8040,1178,610,22789,2014,,,,,,,,,,,,,
Cottle,2/3,0,786,444,395,1181,1123,339,5,0,446,0,,,,,,,,,,,,,
Crane,9/10,3550,2223,1377,870,3834,3554,594,71,110,1353,0,,,,,,,,,,,,,
Crockett,9/10,0,2162,1182,1008,2885,2694,612,31,56,1031,0,,,,,,,,,,,,,
Crosby,1,4050,3679,1985,1757,4779,4421,1085,98,115,1771,284,,,,,,,,,,,,,
Culberson,9/10,2000,1863,985,884,1824,1746,480,67,0,722,0,,,,,,,,,,,,,
Dallam,1,28810,4425,2530,1937,5706,5217,857,40,0,2067,0,,,,,,,,,,,,,
