County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,27827706,15805365,13142183,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,36344,21113,17584,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12943,7228,5989,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,60193,34388,28397,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,23830,13542,11170,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6492,3630,3209,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1211,686,562,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,39628,22798,18313,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,23614,13932,11523,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4507,2599,2144,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16749,9624,8232,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,80878,47142,36371,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2331,1292,1160,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,25897,14490,11997,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,223477,128968,104090,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,2090993,1179961,979739,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10778,6012,5203,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,316,189,153,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,13165,7581,6414,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,50536,29534,24155,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,349800,196390,167872,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,195476,109772,92420,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8673,4944,4203,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,1027,560,496,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,7343,4213,3441,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,21459,13519,11462,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
