County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,26317892,14757185,12621197,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,34517,19803,17018,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12202,6667,5788,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,56191,31279,27318,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22534,12583,10804,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6233,3439,3130,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1168,659,545,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,36722,20644,17489,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,22421,13049,11183,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4290,2438,2074,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16068,9118,8013,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,75197,43255,34419,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2259,1232,1139,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24574,13464,11669,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,207327,117347,99062,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1977094,1103821,937216,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10338,5681,5053,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,298,169,155,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12634,7155,6288,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,47225,27171,23072,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
