County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,19397865,14044543,9034618,5465116,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,3626940,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,14670,11333,7533,4835,48045,8658,2051,833,20206,1574,,
Andrews,9/10,5400,9635,5417,4333,13503,1833,309,106,5450,41,,
Angelina,4/5N,45300,33754,21755,13210,67056,14422,6534,1752,28054,3266,,
Aransas,11,5170,13595,8443,5563,19803,6791,370,252,6701,39,,
Archer,2/3,2700,4301,2589,1966,6921,1677,80,13,2381,330,,
Armstrong,1,1900,916,551,383,1499,470,32,86,466,0,,
Atascosa,8,15600,16937,11168,6436,38768,7605,1124,651,15239,1557,,
Austin,6/5S,6400,16334,11459,5846,23704,5933,667,396,7873,1079,,
Bailey,1,21665,3563,2069,1653,5089,1036,114,74,1982,0,,
Bandera,8,3400,9453,6345,3604,19763,6439,352,180,6555,20,,
Bastrop,7,38900,31541,20442,12114,68839,13865,1462,696,29356,2746,,
Baylor,2/3,5050,2269,1373,921,2793,844,137,97,908,0,,
Bee,11,70000,15478,8603,7096,26496,4091,981,684,11359,989,,
Bell,7,173890,97934,60676,41656,272969,40534,15894,2466,95066,12910,,
Bexar,8,1084460,930928,587636,362135,1552823,247843,100704,17248,614646,61232,,
Blanco,7,4500,6731,4439,2500,10092,3004,90,102,3388,303,,
Borden,9/10,0,251,151,112,543,174,9,0,163,0,,
Bosque,7,9300,8687,5313,3826,15224,4741,624,407,5126,579,,
Bowie,4/5N,52230,25999,15554,12196,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,169680,173449,108988,70553,287683,45752,9762,2648,105966,12034,,
Brazos,7,119140,102010,68093,37114,186843,21693,7514,1414,59619,6083,,
Brewster,9/10,4500,7053,4199,3231,7706,2231,303,0,2579,255,,
Briscoe,1,1200,892,494,436,1272,404,19,0,452,0,,
Brooks,11,3100,4834,2693,2187,5317,1308,323,246,2253,22,,
Brown,2/3,13200,12611,8223,6896,30883,7720,1663,911,11188,1112,,
Burleson,7,3800,8172,5167,3437,14869,3867,143,218,5600,518,,
Burnet,7,27555,20046,12928,8321,39239,10999,1823,595,13132,94,,
Caldwell,7,12100,15504,10281,6360,34853,6512,1286,524,14114,1294,,
Calhoun,8,5400,9744,6251,4434,16817,3981,470,384,6161,53,,
Callahan,2/3,3000,5074,2930,2318,11263,2958,146,122,4094,442,,
Cameron,11,225675,240214,154713,94714,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1700,4142,2647,1621,10031,2494,207,152,3927,0,,
Carson,1,1500,2320,1332,1029,4718,1250,60,0,1547,240,,
Cass,4/5N,4300,7626,4609,3604,24182,6856,1216,550,9010,1125,,
Castro,1,2600,3323,1996,1446,5607,1236,121,174,2168,341,,
Chambers,6/5S,30400,13733,8891,5065,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,15670,14988,9476,6481,40876,9444,1500,738,16376,1511,,
Childress,1,4300,3263,1860,1644,6094,1165,251,136,2395,0,,
Clay,2/3,12645,5586,3076,2657,8666,2484,136,60,3011,384,,
Cochran,1,1400,2927,2389,680,2188,468,57,0,956,0,,
Coke,9/10,0,1575,917,681,2756,947,47,130,899,0,,
Coleman,2/3,2900,3046,1922,1242,6721,2119,342,162,2379,289,,
Collin,2/3,556160,561523,357196,216107,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,2100,1273,755,610,2263,555,80,92,847,0,,
Colorado,6/5S,9600,10489,6741,4825,17107,4850,853,477,5957,613,,
Comal,8,68100,73562,47279,29825,125307,28528,5457,1845,38712,4242,,
Comanche,2/3,6690,6666,3896,3215,10944,3330,330,292,3738,455,,
Concho,9/10,1800,1391,847,605,2288,689,76,66,815,0,,
Cooke,2/3,16600,13620,8472,5538,32675,7804,948,552,11640,1051,,
Coryell,7,28305,17597,10633,7603,60428,8040,1178,610,22789,2014,,
Cottle,2/3,0,678,374,336,1123,339,5,0,446,0,,
Crane,9/10,3450,1927,1205,742,3554,594,71,110,1353,0,,
Crockett,9/10,0,1706,979,749,2694,612,31,56,1031,0,,
Crosby,1,4050,3131,1732,1425,4421,1085,98,115,1771,284,,
Culberson,9/10,1900,1315,796,523,1746,480,67,0,722,0,,
Dallam,1,23630,3748,2195,1577,5217,857,40,0,2067,0,,
Dallas,2/3,1351065,1207501,788161,457079,2028105,292117,142713,21399,730851,83452,,
Dawson,9/10,3400,3474,2077,1467,9789,1898,304,112,4206,475,,
Deaf Smith,1,4200,6726,4124,3022,13439,2423,238,147,5332,0,,
Delta,4/5N,1500,1800,1074,785,4222,1118,379,100,1580,0,,
Denton,2/3,444300,407895,246594,171078,697330,93499,23806,5913,257836,22330,,
DeWitt,8,5800,7999,4966,3578,16110,4035,319,438,6110,1055,,
Dickens,1,0,912,528,440,1858,525,21,0,689,0,,
Dimmit,8,21795,6872,3917,2971,7539,1749,238,175,3179,48,,
Donley,1,1400,1368,835,563,2716,804,27,65,918,0,,
Duval,11,2700,6876,4095,3171,8600,2031,69,150,3541,482,,
Eastland,2/3,4700,7358,4562,3373,14970,4054,860,389,5393,591,,
Ector,9/10,105440,69353,40280,30529,120896,15970,5303,1016,50679,428,,
Edwards,8,0,922,531,404,1555,561,24,0,528,0,,
El Paso,9/10,473170,473531,299311,186245,640180,105175,35065,8383,245567,27330,,
Ellis,2/3,88050,82557,52264,33418,141665,24288,3985,1994,54463,6578,,
Erath,2/3,18100,15473,9392,6662,34875,6256,1250,481,12564,1079,,
Falls,7,24505,5841,3699,2445,14049,3226,328,187,5671,486,,
Fannin,2/3,28805,12746,7634,5936,28874,6588,962,614,10987,1108,,
Fayette,7,6300,10837,6863,4803,20879,6679,998,647,6844,671,,
Fisher,2/3,2100,1432,852,642,3088,961,101,28,1061,0,,
Floyd,1,2100,2894,1690,1297,4371,1070,132,68,1723,0,,
Foard,2/3,1600,729,447,314,962,315,7,80,332,0,,
Fort Bend,6/5S,389200,454455,280544,185958,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2800,3304,2062,1375,8554,2367,169,163,2871,0,,
