County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,
Texas,--,14239685,10237979,6913334,3577264,22421178,3734229,1241763,271813,8302974,850859,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,,
Federal Pharmacy Retail Vaccination Program,--,2011660,--,--,--,--,--,--,--,--,--,,
Anderson,4/5N,11100,8499,5920,3056,48045,8658,2051,833,20206,1574,,
Andrews,44449,4500,8743,5135,3700,13503,1833,309,106,5450,41,,
Angelina,4/5N,36400,26550,17987,9126,67056,14422,6534,1752,28054,3266,,
Aransas,11,4070,10891,7608,3513,19803,6791,370,252,6701,39,,
Archer,44230,2100,3496,2232,1348,6921,1677,80,13,2381,330,,
Armstrong,1,1400,782,486,304,1499,470,32,86,466,0,,
Atascosa,8,9800,12869,9055,4192,38768,7605,1124,651,15239,1557,,
Austin,6/5S,4400,12069,8378,4250,23704,5933,667,396,7873,1079,,
Bailey,1,19225,3108,1772,1402,5089,1036,114,74,1982,0,,
Bandera,8,2100,6918,4743,2371,19763,6439,352,180,6555,20,,
Bastrop,7,29300,22292,16320,6477,68839,13865,1462,696,29356,2746,,
Baylor,44230,4450,1799,981,829,2793,844,137,97,908,0,,
Bee,11,56340,13831,8072,5878,26496,4091,981,684,11359,989,,
Bell,7,135870,75064,49495,28993,272969,40534,15894,2466,95066,12910,,
Bexar,8,839570,704233,455396,257306,1552823,247843,100704,17248,614646,61232,,
Blanco,7,3500,5054,3574,1608,10092,3004,90,102,3388,303,,
Borden,44449,0,228,139,95,543,174,9,0,163,0,,
Bosque,7,6800,6721,4758,2238,15224,4741,624,407,5126,579,,
Bowie,4/5N,36770,19891,13702,7416,73689,15832,6332,1467,29102,3303,,
Brazoria,6/5S,127640,131327,85526,49252,287683,45752,9762,2648,105966,12034,,
Brazos,7,84480,73493,51503,24302,186843,21693,7514,1414,59619,6083,,
Brewster,44449,3700,5414,3595,1983,7706,2231,303,0,2579,255,,
Briscoe,1,1000,822,476,379,1272,404,19,0,452,0,,
Brooks,11,2300,3635,2478,1167,5317,1308,323,246,2253,22,,
Brown,44230,10600,9950,7327,4676,30883,7720,1663,911,11188,1112,,
Burleson,7,2900,6299,4218,2390,14869,3867,143,218,5600,518,,
Burnet,7,21775,15554,10541,5820,39239,10999,1823,595,13132,94,,
Caldwell,7,9500,11183,7839,3937,34853,6512,1286,524,14114,1294,,
Calhoun,8,3300,6428,4594,2099,16817,3981,470,384,6161,53,,
Callahan,44230,2500,3923,2500,1546,11263,2958,146,122,4094,442,,
Cameron,11,178795,180354,119400,65681,311689,58607,29737,6315,127806,17059,,
Camp,4/5N,1200,3360,2352,1071,10031,2494,207,152,3927,0,,
Carson,1,1100,2016,1227,807,4718,1250,60,0,1547,240,,
Cass,4/5N,3200,5659,4039,1955,24182,6856,1216,550,9010,1125,,
Castro,1,2200,2673,1712,1033,5607,1236,121,174,2168,341,,
Chambers,6/5S,24700,12188,8402,3938,33062,5259,958,244,12484,1539,,
Cherokee,4/5N,10800,11915,7709,4669,40876,9444,1500,738,16376,1511,,
Childress,1,3300,2657,1607,1124,6094,1165,251,136,2395,0,,
Clay,44230,9345,5248,3040,2261,8666,2484,136,60,3011,384,,
Cochran,1,1200,1399,1033,476,2188,468,57,0,956,0,,
Coke,44449,0,1226,829,410,2756,947,47,130,899,0,,
Coleman,44230,2100,2550,1755,889,6721,2119,342,162,2379,289,,
Collin,44230,422290,411040,276466,141570,801716,116575,38139,7817,236374,34589,,
Collingsworth,1,1600,1133,707,484,2263,555,80,92,847,0,,
Colorado,6/5S,6800,7964,5182,3296,17107,4850,853,477,5957,613,,
Comal,8,46940,59156,38669,22315,125307,28528,5457,1845,38712,4242,,
Comanche,44230,6190,5055,3356,2005,10944,3330,330,292,3738,455,,
Concho,44449,1500,1217,781,463,2288,689,76,66,815,0,,
Cooke,44230,13900,11461,7616,4039,32675,7804,948,552,11640,1051,,
Coryell,7,21925,13542,8558,5257,60428,8040,1178,610,22789,2014,,
Cottle,44230,0,526,334,200,1123,339,5,0,446,0,,
Crane,44449,2950,1767,1120,658,3554,594,71,110,1353,0,,
Crockett,44449,0,1450,873,588,2694,612,31,56,1031,0,,
Crosby,1,3450,2770,1591,1195,4421,1085,98,115,1771,284,,
Culberson,44449,1400,987,659,330,1746,480,67,0,722,0,,
Dallam,1,18650,3060,1863,1202,5217,857,40,0,2067,0,,
Dallas,44230,1077645,858530,571326,307043,2028105,292117,142713,21399,730851,83452,,
Dawson,44449,2600,2834,1874,1003,9789,1898,304,112,4206,475,,
Deaf Smith,1,3400,5288,3454,1999,13439,2423,238,147,5332,0,,
Delta,4/5N,1000,1672,1149,560,4222,1118,379,100,1580,0,,
Denton,44230,348170,296605,194917,106840,697330,93499,23806,5913,257836,22330,,
DeWitt,8,3500,5579,4050,1584,16110,4035,319,438,6110,1055,,
Dickens,1,0,816,459,377,1858,525,21,0,689,0,,
Dimmit,8,18185,6350,3573,2781,7539,1749,238,175,3179,48,,
Donley,1,1000,1179,867,320,2716,804,27,65,918,0,,
Duval,11,2400,5747,3550,2376,8600,2031,69,150,3541,482,,
Eastland,44230,3500,5846,4005,2307,14970,4054,860,389,5393,591,,
Ector,44449,90770,49020,32658,17041,120896,15970,5303,1016,50679,428,,
Edwards,8,0,1422,1230,196,1555,561,24,0,528,0,,
El Paso,44449,373150,357885,230715,131883,640180,105175,35065,8383,245567,27330,,
Ellis,44230,67300,63390,42000,23500,141665,24288,3985,1994,54463,6578,,
Erath,44230,13200,11180,8045,3603,34875,6256,1250,481,12564,1079,,
Falls,7,19825,4879,3093,1962,14049,3226,328,187,5671,486,,
Fannin,44230,23725,10469,6435,4462,28874,6588,962,614,10987,1108,,
Fayette,7,3700,8772,5609,3422,20879,6679,998,647,6844,671,,
Fisher,44230,1600,1228,735,536,3088,961,101,28,1061,0,,
Floyd,1,1600,2480,1569,965,4371,1070,132,68,1723,0,,
Foard,44230,1400,608,366,255,962,315,7,80,332,0,,
Fort Bend,6/5S,301020,340541,221146,126667,616413,93851,24721,4977,175581,19047,,
Franklin,4/5N,2300,2875,1927,1013,8554,2367,169,163,2871,0,,
Freestone,7,2500,4131,3056,1315,15808,3996,553,261,6319,689,,
Frio,8,7750,5651,3667,2514,16121,2499,186,166,6797,28,,
Gaines,44449,3300,3392,2314,1269,14548,1907,323,95,6156,717,,
Galveston,6/5S,159320,145075,93240,54176,269280,50987,11784,2830,96486,10219,,
Garza,1,2100,1338,1020,397,5325,719,33,75,2197,0,,
Gillespie,8,21500,12072,7890,4312,22307,8110,1175,706,6815,681,,
Glasscock,44449,0,722,410,317,1099,210,23,0,426,0,,
Goliad,8,1500,2854,1698,1180,6281,1832,39,135,2282,0,,
Gonzales,8,4900,7414,5231,2981,15937,3572,550,256,6356,693,,
Gray,1,3600,5938,4126,2005,16924,3531,689,315,6978,42,,
Grayson,44230,40850,36579,24840,14297,107521,24182,9338,2131,40586,4254,,
Gregg,4/5N,69015,38690,24794,14361,95544,19451,7025,2324,37362,3988,,
Grimes,7,3400,8303,5770,2909,23245,5134,234,311,9653,771,,
Guadalupe,8,53635,51079,33143,21052,130517,23614,3801,1225,49282,3850,,
Hale,1,6800,9742,6696,3551,25476,4604,873,399,10561,1177,,
Hall,1,0,1334,790,569,2406,711,27,72,978,0,,
Hamilton,7,3600,3634,2563,1438,6832,2146,481,296,2427,10,,
Hansford,1,2100,2031,1418,859,3987,812,139,84,1616,295,,
Hardeman,44230,2800,1597,938,748,3190,912,102,16,1146,0,,
Hardin,6/5S,8500,18310,11534,7026,45112,9762,1003,527,16190,1814,,
Harris,6/5S,1843790,1555296,1073387,521175,3601939,514167,225769,27623,1408024,148273,,
Harrison,4/5N,11100,15426,9967,6281,51900,11607,3063,608,20509,2169,,
Hartley,1,1475,2545,1720,832,4561,861,196,94,1669,253,,
Haskell,44230,1900,2243,1525,827,4831,1266,123,68,1872,187,,
Hays,7,96900,76586,52505,26966,183380,26187,5488,1907,61462,6431,,
Hemphill,1,2500,1749,1062,896,2827,606,104,98,1066,0,,
Henderson,4/5N,14200,21123,14375,7616,67238,18534,2043,998,26544,1787,,
Hidalgo,11,362190,315581,212344,109295,620824,98328,54962,17074,286328,36161,,
Hill,7,5500,11378,7871,4265,29198,7684,862,523,11381,1209,,
Hockley,1,3600,8035,4826,3480,17799,3453,483,263,6829,887,,
Hood,44230,17600,26512,17769,9147,50193,15416,1720,867,16867,147,,
Hopkins,4/5N,5900,9057,6005,3245,29175,6887,1192,620,11166,1299,,
Houston,4/5N,4500,6337,4537,2261,18929,5176,634,538,7399,631,,
Howard,44449,5200,8344,5040,3488,29544,4813,1456,454,12143,858,,
Hudspeth,44449,1100,1639,1052,592,3979,775,33,0,1778,145,,
Hunt,44230,25950,24250,15253,9589,77878,15810,4112,947,31096,2723,,
Hutchinson,1,2900,6146,3865,2379,16258,3581,504,246,6098,741,,
Irion,44449,0,615,411,208,1234,328,15,0,429,0,,
Jack,44230,2900,2917,1758,1253,7230,1515,198,149,2732,284,,
Jackson,8,5550,5119,3090,2112,11425,2720,380,237,4205,674,,
Jasper,4/5N,12900,12007,7370,4898,28056,7187,1597,374,11687,1173,,
Jeff Davis,44449,900,1653,970,698,2180,812,28,0,685,0,,
Jefferson,6/5S,150990,74588,52452,22499,197382,37595,13127,2431,90120,6898,,
Jim Hogg,11,1200,3120,2001,1127,3791,890,14,60,1572,0,,
