County Name,Public Health Region (PHR),Total Doses Allocated,Vaccine Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,"Population
12+","Population, 16+","Population, 65+","Population, Phase 1A Healthcare Workers","Population, Phase 1A Long-term Care Residents","Population, 16-64
 Any Medical Condition","Population, Education and Child Care Personnel",,,,,,,,,,,,,
Texas,--,27513735,26552592,14926289,12700487,24068624,22421178,3734229,1241763,271813,8302974,850859,,,,,,,,,,,,,
Federal Long-Term Care Vaccination Program,--,720525,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Federal Pharmacy Retail Vaccination Program,--,5509700,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,
Anderson,4/5N,17870,35003,20151,17170,50661,48045,8658,2051,833,20206,1574,,,,,,,,,,,,,
Andrews,9/10,6100,12346,6782,5822,14863,13503,1833,309,106,5450,41,,,,,,,,,,,,,
Angelina,4/5N,58100,56910,31849,27494,72486,67056,14422,6534,1752,28054,3266,,,,,,,,,,,,,
Aransas,11,6840,22760,12749,10871,20834,19803,6791,370,252,6701,39,,,,,,,,,,,,,
Archer,2/3,3200,6276,3474,3139,7388,6921,1677,80,13,2381,330,,,,,,,,,,,,,
Armstrong,1,2100,1172,663,545,1584,1499,470,32,86,466,0,,,,,,,,,,,,,
Atascosa,8,19000,37293,21088,17629,41738,38768,7605,1124,651,15239,1557,,,,,,,,,,,,,
Austin,6/5S,8700,22597,13174,11244,25335,23704,5933,667,396,7873,1079,,,,,,,,,,,,,
Bailey,1,24135,4308,2453,2077,5603,5089,1036,114,74,1982,0,,,,,,,,,,,,,
Bandera,8,5100,16205,9227,8047,20596,19763,6439,352,180,6555,20,,,,,,,,,,,,,
Bastrop,7,62200,76149,43918,34730,74173,68839,13865,1462,696,29356,2746,,,,,,,,,,,,,
Baylor,2/3,5550,2269,1242,1139,2992,2793,844,137,97,908,0,,,,,,,,,,,,,
Bee,11,83660,24723,13584,11702,28034,26496,4091,981,684,11359,989,,,,,,,,,,,,,
Bell,7,222970,210272,119571,99906,294905,272969,40534,15894,2466,95066,12910,,,,,,,,,,,,,
Bexar,8,1502800,1995808,1117300,943338,1661614,1552823,247843,100704,17248,614646,61232,,,,,,,,,,,,,
Blanco,7,5600,10417,5743,5079,10598,10092,3004,90,102,3388,303,,,,,,,,,,,,,
Borden,9/10,0,308,179,155,569,543,174,9,0,163,0,,,,,,,,,,,,,
Bosque,7,11100,12726,7221,6316,16110,15224,4741,624,407,5126,579,,,,,,,,,,,,,
Bowie,4/5N,67090,47696,27545,23206,78795,73689,15832,6332,1467,29102,3303,,,,,,,,,,,,,
Brazoria,6/5S,224000,333204,184555,162514,310503,287683,45752,9762,2648,105966,12034,,,,,,,,,,,,,
Brazos,7,176390,188919,105028,90362,198148,186843,21693,7514,1414,59619,6083,,,,,,,,,,,,,
Brewster,9/10,5100,8512,4815,4169,8071,7706,2231,303,0,2579,255,,,,,,,,,,,,,
Briscoe,1,1200,985,536,476,1352,1272,404,19,0,452,0,,,,,,,,,,,,,
Brooks,11,3400,6920,3923,3304,5714,5317,1308,323,246,2253,22,,,,,,,,,,,,,
Brown,2/3,14800,20309,12587,11222,32897,30883,7720,1663,911,11188,1112,,,,,,,,,,,,,
Burleson,7,4700,13095,7415,6555,15888,14869,3867,143,218,5600,518,,,,,,,,,,,,,
Burnet,7,38215,37581,21558,18416,41525,39239,10999,1823,595,13132,94,,,,,,,,,,,,,
Caldwell,7,15100,34486,19978,16464,37400,34853,6512,1286,524,14114,1294,,,,,,,,,,,,,
Calhoun,8,7300,17093,9947,8580,17988,16817,3981,470,384,6161,53,,,,,,,,,,,,,
Callahan,2/3,3500,7508,4340,3743,11949,11263,2958,146,122,4094,442,,,,,,,,,,,,,
Cameron,11,377955,495756,277383,234348,339698,311689,58607,29737,6315,127806,17059,,,,,,,,,,,,,
Camp,4/5N,1800,7994,4535,3742,10774,10031,2494,207,152,3927,0,,,,,,,,,,,,,
Carson,1,1800,3085,1688,1486,5073,4718,1250,60,0,1547,240,,,,,,,,,,,,,
Cass,4/5N,5100,14614,8537,7248,25670,24182,6856,1216,550,9010,1125,,,,,,,,,,,,,
Castro,1,3100,4563,2643,2084,6026,5607,1236,121,174,2168,341,,,,,,,,,,,,,
Chambers,6/5S,37400,30466,17145,14188,35653,33062,5259,958,244,12484,1539,,,,,,,,,,,,,
Cherokee,4/5N,18070,28202,16139,14060,44073,40876,9444,1500,738,16376,1511,,,,,,,,,,,,,
